#Log_File	LOG005																		
#Comment																			
#Device	FireStingGO2_Pocket_Oxygen_Meter																		
#Firmware	3.38																		
#Unique_ID	24796C035B27F293																		
#Manufacturer	Pyro_Science_GmbH																		
#Settings	Sensor Code	Medium	Oxygen Units	Temperature	Salinity														
#	XB7-547-207	Water	%air sat.	Sensor	0.0 psu														
#Calibration	Sensor Code	Calibrate Air	Calibrate 0%																
#	XB7-547-207	4-Jun-23	not cal.																
#Adv. Settings	Temperature	Pressure	Salinity	Mode	LED Intensity	Amplification	Frequency												
#	Sensor	Sensor	0 psu	default	15%	400x	4000 Hz												
#Adv. Calibration	dphi0	dphi100	Temp0	Temp100	Pressure	Humidity	f	m	calFreq	tt	kt	bkgdAmp	bkgdDphi	useKsv	ksv	ft	mt	not used	PercentO2
#	54.700°	21.191°	20.00°C	23.23°C	1016 mbar	48%RH	0.804	0.122	4000 Hz	#NAME?	0.969%/K	0.60 mV	0.000°	0	0.000000/hPa	0.000000/K	#NAME?	0	20.95%O2
#																			
Data_Point	Date_Time(YYYY-MM-DD_hh:mm:ss)	Oxygen(%air sat.)	Warning 	Compensation_Temperature(°C)	Temperature(°C)	Air_Pressure(mbar)	Humidity(%RH)	Time(s)		Status	dphi(°)	Intensity(mV)	Ambient_Light(mV)	Case_Temperature(°C)					
702	6/7/2023 2:15	87.749		15.78	15.78	1006.8	64.4	210300		0	23.794	50	0.1	16.51					
703	6/7/2023 2:20	87.685		15.78	15.78	1006.8	64.6	210600		0	23.803	50	0.1	16.44					
704	6/7/2023 2:25	87.108		15.78	15.78	1006.8	64.8	210900		0	23.883	50	-0.1	16.36					
705	6/7/2023 2:30	87.108		15.79	15.79	1006.7	65	211200		0	23.883	50.1	0	16.27					
706	6/7/2023 2:35	86.814		15.78	15.78	1006.6	65.2	211500		0	23.927	50	0	16.19					
707	6/7/2023 2:40	86.831		15.78	15.78	1006.6	65.4	211800		0	23.925	50	0.1	16.12					
708	6/7/2023 2:45	86.823		15.79	15.79	1006.7	65.6	212100		0	23.924	49.9	-0.1	16.03					
709	6/7/2023 2:50	86.592		15.79	15.79	1006.6	65.8	212400		0	23.957	50	-0.1	15.94					
710	6/7/2023 2:55	86.63		15.78	15.78	1006.6	66	212700		0	23.952	50	0	15.87					
711	6/7/2023 3:00	86.519		15.79	15.79	1006.5	66.1	213000		0	23.969	49.9	0	15.79					
712	6/7/2023 3:05	86.747		15.79	15.79	1006.4	66.3	213300		0	23.937	49.9	0.1	15.7					
713	6/7/2023 3:10	86.548		15.78	15.78	1006.4	66.5	213600		0	23.966	49.9	-0.1	15.62					
714	6/7/2023 3:15	86.577		15.79	15.79	1006.4	66.6	213900		0	23.962	49.9	-0.2	15.53					
715	6/7/2023 3:20	86.497		15.8	15.8	1006.4	66.8	214200		0	23.972	49.9	-0.1	15.43					
716	6/7/2023 3:25	86.488		15.79	15.79	1006.3	66.9	214500		0	23.975	49.9	-0.1	15.34					
717	6/7/2023 3:30	86.304		15.79	15.79	1006.3	67	214800		0	24	49.9	-0.1	15.26					
718	6/7/2023 3:35	86.858		15.79	15.79	1006.3	67.2	215100		0	23.924	49.8	0.1	15.19					
719	6/7/2023 3:40	86.412		15.79	15.79	1006.4	67.3	215400		0	23.984	49.8	-0.2	15.11					
720	6/7/2023 3:45	86.583		15.79	15.79	1006.4	67.5	215700		0	23.96	49.8	-0.3	15.01					
721	6/7/2023 3:50	86.386		15.79	15.79	1006.4	67.6	216000		0	23.988	49.8	0	14.93					
722	6/7/2023 3:55	86.538		15.79	15.79	1006.5	67.7	216300		0	23.965	49.8	0	14.85					
723	6/7/2023 4:00	86.534		15.79	15.79	1006.5	67.8	216600		0	23.966	49.7	0.1	14.76					
724	6/7/2023 4:05	86.297		15.79	15.79	1006.7	67.9	216900		0	23.998	49.8	0.2	14.67					
725	6/7/2023 4:10	86.491		15.8	15.8	1006.8	68	217200		0	23.968	49.8	0.2	14.59					
726	6/7/2023 4:15	86.509		15.79	15.79	1006.7	68.1	217500		0	23.967	49.8	-0.1	14.5					
727	6/7/2023 4:20	86.444		15.79	15.79	1006.8	68.3	217800		0	23.975	49.8	-0.1	14.43					
728	6/7/2023 4:25	86.228		15.8	15.8	1006.7	68.4	218100		0	24.006	49.8	0	14.36					
729	6/7/2023 4:30	86.439		15.79	15.79	1006.7	68.5	218400		0	23.976	49.8	0	14.29					
730	6/7/2023 4:35	86.334		15.8	15.8	1006.8	68.6	218700		0	23.99	49.8	0	14.22					
731	6/7/2023 4:40	86.485		15.79	15.79	1006.8	68.7	219000		0	23.969	49.8	-0.2	14.16					
732	6/7/2023 4:45	86.445		15.8	15.8	1006.8	68.8	219300		0	23.974	49.8	-0.3	14.07					
733	6/7/2023 4:50	86.483		15.8	15.8	1006.8	68.9	219600		0	23.968	49.8	-0.2	14					
734	6/7/2023 4:55	86.451		15.8	15.8	1006.9	69	219900		0	23.971	49.8	-0.2	13.95					
735	6/7/2023 5:00	86.604		15.79	15.79	1007	69.1	220200		0	23.95	49.8	-0.3	13.89					
736	6/7/2023 5:05	86.66		15.79	15.79	1007	69.2	220500		0	23.942	49.8	-0.1	13.85					
737	6/7/2023 5:10	86.503		15.79	15.79	1007	69.3	220800		0	23.964	49.8	-0.2	13.81					
738	6/7/2023 5:15	86.274		15.8	15.8	1007	69.4	221100		0	23.996	49.7	-0.1	13.76					
739	6/7/2023 5:20	86.424		15.79	15.79	1007.1	69.5	221400		0	23.973	49.8	-0.2	13.74					
740	6/7/2023 5:25	86.692		15.8	15.8	1007.1	69.6	221700		0	23.935	49.8	-0.1	13.69					
741	6/7/2023 5:30	86.22		15.79	15.79	1007.1	69.7	222000		0	24.003	49.8	0	13.67					
742	6/7/2023 5:35	86.265		15.79	15.79	1007.1	69.8	222300		0	23.996	49.7	0	13.64					
743	6/7/2023 5:40	86.559		15.8	15.8	1007.2	69.8	222600		0	23.953	49.7	0	13.61					
744	6/7/2023 5:45	86.313		15.8	15.8	1007.2	69.9	222900		0	23.988	49.7	-0.1	13.6					
745	6/7/2023 5:50	86.043		15.79	15.79	1007.2	70	223200		0	24.026	49.7	0.1	13.58					
746	6/7/2023 5:55	86.382		15.8	15.8	1007.2	70.1	223500		0	23.978	49.7	0	13.57					
747	6/7/2023 6:00	86.412		15.79	15.79	1007.2	70.2	223800		0	23.974	49.7	-0.2	13.59					
748	6/7/2023 6:05	86.634		15.8	15.8	1007.3	70.3	224100		0	23.942	49.7	-0.2	13.6					
749	6/7/2023 6:10	86.538		15.8	15.8	1007.3	70.4	224400		0	23.955	49.7	-0.1	13.64					
750	6/7/2023 6:15	86.335		15.8	15.8	1007.2	70.5	224700		0	23.985	49.7	-0.2	13.68					
751	6/7/2023 6:20	86.798		15.8	15.8	1007.2	72.5	225000		0	23.919	63.6	-0.3	13.81					
752	6/7/2023 6:25	86.73		15.8	15.8	1007.2	72.1	225300		0	23.929	63.6	0	13.84					
753	6/7/2023 6:30	86.866		15.79	15.79	1007.2	71.8	225600		0	23.911	63.6	-0.2	13.9					
754	6/7/2023 6:35	86.791		15.8	15.8	1007.3	71.7	225900		0	23.919	63.6	-0.3	14.02					
755	6/7/2023 6:40	87.041		15.79	15.79	1007.3	71.5	226200		0	23.886	63.5	-0.1	14.15					
756	6/7/2023 6:45	86.69		15.79	15.79	1007.3	71.3	226500		0	23.934	63.5	-0.1	14.23					
757	6/7/2023 6:50	86.667		15.79	15.79	1007.3	71.2	226800		0	23.937	63.5	0	14.32					
758	6/7/2023 6:55	86.794		15.8	15.8	1007.3	71.2	227100		0	23.919	63.4	0	14.41					
759	6/7/2023 7:00	86.616		15.8	15.8	1007.4	71.1	227400		0	23.943	63.4	-0.1	14.52					
760	6/7/2023 7:05	86.641		15.8	15.8	1007.4	71	227700		0	23.939	63.4	-0.1	14.62					
761	6/7/2023 7:10	86.759		15.79	15.79	1007.4	71	228000		0	23.924	63.4	-0.1	14.73					
762	6/7/2023 7:15	86.832		15.8	15.8	1007.4	70.9	228300		0	23.913	63.2	-0.1	14.87					
763	6/7/2023 7:20	86.643		15.8	15.8	1007.4	70.8	228600		0	23.939	63.3	0	14.99					
764	6/7/2023 7:25	86.791		15.79	15.79	1007.4	70.8	228900		0	23.918	63.2	-0.1	15.15					
765	6/7/2023 7:30	86.763		15.79	15.79	1007.5	70.8	229200		0	23.921	63.1	-0.1	15.34					
766	6/7/2023 7:35	86.724		15.79	15.79	1007.5	70.6	229500		0	23.927	63	-0.1	15.53					
767	6/7/2023 7:40	86.502		15.79	15.79	1007.5	70.6	229800		0	23.958	63	0.2	15.7					
768	6/7/2023 7:45	86.753		15.79	15.79	1007.6	70.6	230100		0	23.922	62.9	-0.1	15.95					
769	6/7/2023 7:50	86.692		15.79	15.79	1007.6	70.4	230400		0	23.93	62.7	0	16.18					
770	6/7/2023 7:55	86.79		15.79	15.79	1007.7	70.5	230700		0	23.916	62.7	-0.2	16.39					
771	6/7/2023 8:00	86.719		15.78	15.78	1007.6	70.5	231000		0	23.927	62.7	-0.1	16.7					
772	6/7/2023 8:05	87.039		15.78	15.78	1007.7	70.1	231300		0	23.881	62.5	0	16.89					
773	6/7/2023 8:10	86.514		15.79	15.79	1007.8	69.9	231600		0	23.953	62.3	-0.1	17.04					
774	6/7/2023 8:15	86.701		15.78	15.78	1007.8	69.8	231900		0	23.928	62.3	0.1	17.2					
775	6/7/2023 8:20	86.475		15.78	15.78	1007.8	69.4	232200		0	23.96	62.2	-0.2	17.35					
776	6/7/2023 8:25	86.559		15.79	15.79	1007.8	69.1	232500		0	23.947	62.1	0.1	17.48					
777	6/7/2023 8:30	86.61		15.78	15.78	1007.7	68.9	232800		0	23.941	62	-0.1	17.65					
778	6/7/2023 8:35	86.586		15.79	15.79	1007.7	68.5	233100		0	23.944	62	-0.1	17.8					
779	6/7/2023 8:40	86.515		15.78	15.78	1007.7	68.3	233400		0	23.956	61.9	-0.1	17.94					
780	6/7/2023 8:45	86.781		15.79	15.79	1007.7	68.1	233700		0	23.917	61.8	-0.3	18.1					
781	6/7/2023 8:50	86.684		15.78	15.78	1007.6	67.8	234000		0	23.932	61.8	-0.2	18.25					
782	6/7/2023 8:55	86.515		15.78	15.78	1007.7	67.5	234300		0	23.955	61.7	-0.1	18.38					
783	6/7/2023 9:00	86.682		15.78	15.78	1007.7	67.3	234600		0	23.931	61.7	-0.1	18.51					
784	6/7/2023 9:05	86.574		15.78	15.78	1007.7	67.3	234900		0	23.947	61.6	-0.3	18.64					
785	6/7/2023 9:10	86.577		15.78	15.78	1007.7	67.1	235200		0	23.946	61.5	-0.1	18.79					
786	6/7/2023 9:15	86.6		15.78	15.78	1007.6	67	235500		0	23.944	61.5	-0.1	18.93					
787	6/7/2023 9:20	86.463		15.77	15.77	1007.7	66.7	235800		0	23.963	61.4	-0.3	19.06					
788	6/7/2023 9:25	86.406		15.77	15.77	1007.6	65.9	236100		0	23.972	61.3	0.1	19.17					
789	6/7/2023 9:30	86.584		15.78	15.78	1007.6	65.6	236400		0	23.947	61.3	-0.3	19.3					
790	6/7/2023 9:35	86.669		15.77	15.77	1007.6	65.6	236700		0	23.935	61.2	0	19.46					
791	6/7/2023 9:40	86.605		15.78	15.78	1007.7	65.6	237000		0	23.943	61.1	-0.3	19.6					
792	6/7/2023 9:45	86.419		15.78	15.78	1007.6	65.4	237300		0	23.97	61.1	-0.1	19.74					
793	6/7/2023 9:50	86.538		15.77	15.77	1007.6	64.6	237600		0	23.954	61	-0.1	19.86					
794	6/7/2023 9:55	86.524		15.77	15.77	1007.7	64.1	237900		0	23.955	60.9	-0.1	19.98					
795	6/7/2023 10:00	86.903		15.77	15.77	1007.6	63.7	238200		0	23.903	60.8	-0.2	20.11					
796	6/7/2023 10:05	86.567		15.77	15.77	1007.5	63.3	238500		0	23.95	60.8	-0.2	20.23					
797	6/7/2023 10:10	86.461		15.77	15.77	1007.5	63.2	238800		0	23.966	60.8	-0.3	20.33					
798	6/7/2023 10:15	86.641		15.77	15.77	1007.5	62.9	239100		0	23.941	60.7	-0.2	20.44					
799	6/7/2023 10:20	86.744		15.77	15.77	1007.5	62.7	239400		0	23.926	60.6	-0.2	20.57					
800	6/7/2023 10:25	86.807		15.77	15.77	1007.5	62.4	239700		0	23.918	60.6	-0.2	20.69					
801	6/7/2023 10:30	86.733		15.77	15.77	1007.3	62	240000		0	23.93	60.5	-0.4	20.81					
802	6/7/2023 10:35	86.825		15.76	15.76	1007.3	61.7	240300		0	23.919	60.4	-0.4	20.91					
803	6/7/2023 10:40	86.651		15.77	15.77	1007.3	61.3	240600		0	23.943	60.4	-0.2	21.02					
804	6/7/2023 10:45	86.453		15.76	15.76	1007.2	61	240900		0	23.972	60.3	-0.2	21.12					
805	6/7/2023 10:50	86.619		15.77	15.77	1007.2	60.7	241200		0	23.948	60.3	-0.3	21.2					
806	6/7/2023 10:55	86.725		15.77	15.77	1007.2	60.5	241500		0	23.934	60.2	-0.4	21.29					
807	6/7/2023 11:00	86.532		15.77	15.77	1007.1	60.2	241800		0	23.961	60.2	-0.2	21.39					
808	6/7/2023 11:05	86.486		15.77	15.77	1007.1	59.9	242100		0	23.968	60.1	-0.2	21.49					
809	6/7/2023 11:10	86.558		15.77	15.77	1007	59.8	242400		0	23.959	60.1	-0.2	21.56					
810	6/7/2023 11:15	86.773		15.76	15.76	1007	59.6	242700		0	23.929	60	-0.4	21.65					
811	6/7/2023 11:20	86.692		15.77	15.77	1007	59.3	243000		0	23.941	60	-0.4	21.73					
812	6/7/2023 11:25	87.218		15.76	15.76	1006.9	58.9	243300		0	23.869	60	-0.3	21.82					
813	6/7/2023 11:30	86.592		15.76	15.76	1006.8	58.6	243600		0	23.957	59.9	-0.3	21.9					
814	6/7/2023 11:35	87.033		15.76	15.76	1006.8	58.3	243900		0	23.895	59.9	-0.4	21.97					
815	6/7/2023 11:40	86.538		15.76	15.76	1006.8	58	244200		0	23.966	59.9	-0.3	22.09					
816	6/7/2023 11:45	86.633		15.76	15.76	1006.7	57.7	244500		0	23.953	59.9	-0.5	22.16					
817	6/7/2023 11:50	86.605		15.76	15.76	1006.5	57.4	244800		0	23.959	59.8	-0.4	22.21					
818	6/7/2023 11:55	86.726		15.76	15.76	1006.7	57.4	245100		0	23.941	59.8	-0.4	22.15					
819	6/7/2023 12:00	86.8		15.76	15.76	1006.5	57.4	245400		0	23.932	59.7	-0.3	22.21					
820	6/7/2023 12:05	86.647		15.76	15.76	1006.6	57.3	245700		0	23.953	59.8	-0.4	22.08					
821	6/7/2023 12:10	86.791		15.76	15.76	1006.5	57.4	246000		0	23.934	59.9	-0.5	22.11					
822	6/7/2023 12:15	86.811		15.76	15.76	1006.5	57.2	246300		0	23.931	59.8	-0.2	22.14					
823	6/7/2023 12:20	86.568		15.76	15.76	1006.4	57.4	246600		0	23.966	59.8	-0.4	22.2					
824	6/7/2023 12:25	86.784		15.76	15.76	1006.4	57.1	246900		0	23.936	59.8	-0.5	22.4					
825	6/7/2023 12:30	86.606		15.76	15.76	1006.2	56.7	247200		0	23.963	59.6	-0.4	22.44					
826	6/7/2023 12:35	86.641		15.76	15.76	1006.3	56.7	247500		0	23.958	59.7	-0.4	22.5					
827	6/7/2023 12:40	86.4		15.76	15.76	1006.2	56.4	247800		0	23.993	59.6	-0.3	22.45					
828	6/7/2023 12:45	86.637		15.76	15.76	1006.2	56.1	248100		0	23.958	59.5	-0.4	22.2					
829	6/7/2023 12:50	86.831		15.76	15.76	1006.1	56.1	248400		0	23.933	59.7	-0.3	22.1					
830	6/7/2023 12:55	86.752		15.76	15.76	1006.2	56	248700		0	23.943	59.8	-0.4	21.91					
831	6/7/2023 13:00	86.633		15.75	15.75	1006.1	56.1	249000		0	23.961	59.8	-0.5	21.72					
832	6/7/2023 13:05	86.835		15.76	15.76	1006.1	56.2	249300		0	23.933	59.9	-0.3	21.62					
833	6/7/2023 13:10	86.768		15.76	15.76	1006.1	56.4	249600		0	23.942	60	-0.3	21.71					
834	6/7/2023 13:15	86.679		15.76	15.76	1006.1	56.3	249900		0	23.955	59.9	-0.4	21.62					
835	6/7/2023 13:20	86.812		15.76	15.76	1006	56.3	250200		0	23.937	60	-0.4	21.8					
836	6/7/2023 13:25	86.804		15.76	15.76	1006.1	56.1	250500		0	23.937	59.9	-0.2	21.83					
837	6/7/2023 13:30	86.859		15.76	15.76	1006	55.5	250800		0	23.931	59.9	-0.1	21.93					
838	6/7/2023 13:35	86.779		15.76	15.76	1005.9	55.2	251100		0	23.942	59.8	-0.2	22.03					
839	6/7/2023 13:40	86.692		15.76	15.76	1005.9	55.2	251400		0	23.955	59.8	-0.1	22.09					
840	6/7/2023 13:45	86.653		15.75	15.75	1005.9	55	251700		0	23.962	59.8	-0.3	22.21					
841	6/7/2023 13:50	86.357		15.75	15.75	1005.8	54.9	252000		0	24.004	59.7	-0.2	22.5					
842	6/7/2023 13:55	86.641		15.76	15.76	1005.8	54.7	252300		0	23.963	59.6	-0.5	22.43					
843	6/7/2023 14:00	86.636		15.76	15.76	1005.8	54.6	252600		0	23.964	59.6	-0.4	22.17					
844	6/7/2023 14:05	86.334		15.76	15.76	1005.8	54.7	252900		0	24.007	59.8	-0.4	22.11					
845	6/7/2023 14:10	86.813		15.76	15.76	1005.7	54.6	253200		0	23.94	59.8	-0.4	22.16					
846	6/7/2023 14:15	86.729		15.75	15.75	1005.7	54.4	253500		0	23.954	59.8	-0.3	22.18					
847	6/7/2023 14:20	86.617		15.75	15.75	1005.7	54.4	253800		0	23.97	59.8	-0.5	22.23					
848	6/7/2023 14:25	87.021		15.76	15.76	1005.5	54.5	254100		0	23.913	59.8	-0.2	22.02					
849	6/7/2023 14:30	86.992		15.75	15.75	1005.5	54.7	254400		0	23.918	59.8	-0.4	22.04					
850	6/7/2023 14:35	86.933		15.75	15.75	1005.6	54.6	254700		0	23.926	59.8	-0.4	22.06					
851	6/7/2023 14:40	86.773		15.76	15.76	1005.5	54.4	255000		0	23.949	59.8	-0.4	22.07					
852	6/7/2023 14:45	87.03		15.76	15.76	1005.4	54.4	255300		0	23.914	59.8	-0.3	21.96					
853	6/7/2023 14:50	86.867		15.76	15.76	1005.4	54.5	255600		0	23.937	59.9	-0.3	21.81					
854	6/7/2023 14:55	86.81		15.75	15.75	1005.4	54.6	255900		0	23.945	59.9	-0.4	21.71					
855	6/7/2023 15:00	86.8		15.75	15.75	1005.4	54.7	256200		0	23.947	60	-0.3	21.54					
856	6/7/2023 15:05	86.669		15.76	15.76	1005.4	54.8	256500		0	23.965	60.1	-0.3	21.38					
857	6/7/2023 15:10	86.775		15.76	15.76	1005.4	55	256800		0	23.95	60.1	-0.4	21.27					
858	6/7/2023 15:15	86.819		15.76	15.76	1005.4	55.1	257100		0	23.944	60.2	-0.4	21.24					
859	6/7/2023 15:20	87.017		15.76	15.76	1005.4	55.3	257400		0	23.916	60.1	-0.2	21.23					
860	6/7/2023 15:25	86.967		15.76	15.76	1005.4	55.4	257700		0	23.922	60.2	-0.4	21.2					
861	6/7/2023 15:30	86.73		15.75	15.75	1005.3	55.5	258000		0	23.958	60.2	-0.1	21.23					
862	6/7/2023 15:35	86.762		15.76	15.76	1005.3	55.3	258300		0	23.953	60.2	-0.2	21.23					
863	6/7/2023 15:40	86.726		15.76	15.76	1005.3	55.3	258600		0	23.958	60.2	-0.2	21.23					
864	6/7/2023 15:45	86.781		15.76	15.76	1005.4	55.4	258900		0	23.949	60.2	0	21.21					
865	6/7/2023 15:50	86.863		15.76	15.76	1005.4	55.4	259200		0	23.937	60.2	-0.1	21.21					
866	6/7/2023 15:55	86.95		15.76	15.76	1005.5	55.4	259500		0	23.925	60.2	0	21.14					
867	6/7/2023 16:00	86.952		15.76	15.76	1005.3	55.5	259800		0	23.927	60.2	0	21.12					
868	6/7/2023 16:05	86.931		15.76	15.76	1005.2	55.4	260100		0	23.93	60.2	-0.2	21.1					
869	6/7/2023 16:10	86.954		15.75	15.75	1005	55.5	260400		0	23.93	60.2	-0.3	21.04					
870	6/7/2023 16:15	86.619		15.76	15.76	1005.3	55.7	260700		0	23.973	60.2	0	21.02					
871	6/7/2023 16:20	86.917		15.76	15.76	1005.3	55.8	261000		0	23.93	60.3	-0.2	21.05					
872	6/7/2023 16:25	87.1		15.76	15.76	1005.4	55.8	261300		0	23.904	60.3	-0.2	21.04					
873	6/7/2023 16:30	86.876		15.76	15.76	1005.2	55.8	261600		0	23.937	60.3	-0.1	21					
874	6/7/2023 16:35	86.896		15.76	15.76	1005.2	55.8	261900		0	23.935	60.3	0	20.95					
875	6/7/2023 16:40	87.009		15.77	15.77	1005.3	55.9	262200		0	23.917	60.3	-0.1	20.88					
876	6/7/2023 16:45	87.005		15.76	15.76	1005.4	55.9	262500		0	23.917	60.3	0.1	20.8					
877	6/7/2023 16:50	86.98		15.76	15.76	1005.3	55.9	262800		0	23.922	60.3	-0.2	20.75					
878	6/7/2023 16:55	86.9		15.76	15.76	1005.3	56	263100		0	23.933	60.4	-0.1	20.66					
879	6/7/2023 17:00	86.917		15.76	15.76	1005.2	56	263400		0	23.932	60.4	-0.2	20.63					
880	6/7/2023 17:05	86.985		15.77	15.77	1005.3	56	263700		0	23.921	60.4	-0.1	20.59					
881	6/7/2023 17:10	86.766		15.76	15.76	1005.2	56	264000		0	23.953	60.4	0	20.5					
882	6/7/2023 17:15	87.1		15.77	15.77	1005.2	56.1	264300		0	23.906	60.5	0	20.44					
883	6/7/2023 17:20	86.777		15.77	15.77	1005.2	56.2	264600		0	23.951	60.6	0	20.34					
884	6/7/2023 17:25	87.077		15.77	15.77	1005.1	56.3	264900		0	23.91	60.6	0	20.2					
885	6/7/2023 17:30	87.172		15.77	15.77	1005.2	56.4	265200		0	23.896	60.6	-0.1	20.1					
886	6/7/2023 17:35	86.878		15.77	15.77	1005.2	56.5	265500		0	23.936	60.6	0.1	20.01					
887	6/7/2023 17:40	86.723		15.77	15.77	1005.2	56.6	265800		0	23.959	60.7	-0.2	19.87					
888	6/7/2023 17:45	87.13		15.77	15.77	1005.2	56.7	266100		0	23.901	60.8	-0.2	19.73					
889	6/7/2023 17:50	87.078		15.77	15.77	1005.1	56.9	266400		0	23.909	60.8	-0.1	19.64					
890	6/7/2023 17:55	87.058		15.77	15.77	1005.2	57	266700		0	23.911	60.9	0	19.58					
891	6/7/2023 18:00	86.764		15.77	15.77	1005.2	57.1	267000		0	23.952	60.9	0	19.52					
892	6/7/2023 18:05	86.919		15.77	15.77	1005.2	57.2	267300		0	23.931	61	-0.1	19.43					
893	6/7/2023 18:10	86.936		15.77	15.77	1005.1	57.3	267600		0	23.93	61	0.1	19.35					
894	6/7/2023 18:15	87.22		15.77	15.77	1005.2	57.4	267900		0	23.888	61	0.1	19.26					
895	6/7/2023 18:20	86.861		15.77	15.77	1005.2	57.5	268200		0	23.939	61	0	19.17					
896	6/7/2023 18:25	87.163		15.77	15.77	1005.2	57.6	268500		0	23.897	61.1	-0.1	19.06					
897	6/7/2023 18:30	86.843		15.77	15.77	1005.1	57.8	268800		0	23.941	61.1	-0.2	18.96					
898	6/7/2023 18:35	87.213		15.77	15.77	1005.2	57.9	269100		0	23.89	61.1	-0.1	18.87					
899	6/7/2023 18:40	86.918		15.78	15.78	1005.1	58.1	269400		0	23.931	61.2	-0.1	18.77					
900	6/7/2023 18:45	86.866		15.77	15.77	1005.2	58.2	269700		0	23.938	61.2	-0.2	18.66					
901	6/7/2023 18:50	86.843		15.77	15.77	1005.1	58.4	270000		0	23.942	61.3	0.1	18.56					
902	6/7/2023 18:55	87.032		15.78	15.78	1005.2	58.5	270300		0	23.914	61.3	0.1	18.48					
903	6/7/2023 19:00	86.859		15.78	15.78	1005.1	58.6	270600		0	23.939	61.4	0	18.38					
904	6/7/2023 19:05	86.855		15.78	15.78	1005	58.7	270900		0	23.941	61.4	0.1	18.27					
905	6/7/2023 19:10	86.943		15.78	15.78	1005.1	58.9	271200		0	23.927	61.5	0.1	18.19					
906	6/7/2023 19:15	86.952		15.78	15.78	1005	59	271500		0	23.927	61.5	-0.2	18.08					
907	6/7/2023 19:20	86.97		15.78	15.78	1005.1	59.2	271800		0	23.923	61.5	-0.1	17.98					
908	6/7/2023 19:25	87.029		15.77	15.77	1005.2	59.3	272100		0	23.915	61.5	0.1	17.87					
909	6/7/2023 19:30	87.071		15.78	15.78	1005.2	59.5	272400		0	23.908	61.6	0.2	17.78					
910	6/7/2023 19:35	87.13		15.78	15.78	1005.1	59.6	272700		0	23.9	61.6	-0.1	17.69					
911	6/7/2023 19:40	87.11		15.78	15.78	1005.2	59.7	273000		0	23.903	61.7	0	17.59					
912	6/7/2023 19:45	87.259		15.78	15.78	1005.2	59.8	273300		0	23.882	61.7	0	17.5					
913	6/7/2023 19:50	87.245		15.78	15.78	1005.2	60	273600		0	23.884	61.7	0	17.39					
914	6/7/2023 19:55	87.23		15.78	15.78	1005.3	60.1	273900		0	23.884	61.7	0	17.3					
915	6/7/2023 20:00	87.136		15.78	15.78	1005.4	60.3	274200		0	23.896	61.8	-0.1	17.2					
916	6/7/2023 20:05	87.185		15.78	15.78	1005.4	60.4	274500		0	23.889	61.9	0	17.11					
917	6/7/2023 20:10	87.325		15.78	15.78	1005.5	60.6	274800		0	23.869	61.9	0.1	17.01					
918	6/7/2023 20:15	87.003		15.79	15.79	1005.6	60.7	275100		0	23.912	62	0.1	16.92					
919	6/7/2023 20:20	87.167		15.79	15.79	1005.6	60.9	275400		0	23.888	61.9	0.1	16.81					
920	6/7/2023 20:25	86.961		15.79	15.79	1005.7	61	275700		0	23.917	62.1	0	16.72					
921	6/7/2023 20:30	87.442		15.79	15.79	1005.7	61.2	276000		0	23.849	62	-0.2	16.62					
922	6/7/2023 20:35	87.183		15.79	15.79	1005.7	61.3	276300		0	23.885	62.1	0	16.53					
923	6/7/2023 20:40	87.405		15.8	15.8	1005.8	61.5	276600		0	23.852	62.1	-0.1	16.45					
924	6/7/2023 20:45	87.024		15.79	15.79	1005.8	61.6	276900		0	23.905	62.1	0.1	16.37					
925	6/7/2023 20:50	87.331		15.79	15.79	1006	61.8	277200		0	23.861	62.1	0.1	16.29					
926	6/7/2023 20:55	87.295		15.8	15.8	1006	61.9	277500		0	23.866	62.2	-0.1	16.21					
927	6/7/2023 21:00	87.353		15.8	15.8	1006	62	277800		0	23.857	62.2	0.2	16.14					
928	6/7/2023 21:05	87.223		15.8	15.8	1006.1	62.2	278100		0	23.875	62.2	0.1	16.06					
929	6/7/2023 21:10	87.313		15.8	15.8	1006.1	62.3	278400		0	23.861	62.3	0.1	16					
930	6/7/2023 21:15	87.47		15.8	15.8	1006.1	62.4	278700		0	23.84	62.3	0.1	15.94					
931	6/7/2023 21:20	87.143		15.8	15.8	1006.1	62.5	279000		0	23.884	62.3	-0.1	15.88					
932	6/7/2023 21:25	87.086		15.8	15.8	1006.1	62.6	279300		0	23.893	62.4	0	15.82					
933	6/7/2023 21:30	86.932		15.8	15.8	1006	62.7	279600		0	23.915	62.3	-0.3	15.77					
934	6/7/2023 21:35	87.245		15.8	15.8	1006.1	62.8	279900		0	23.871	62.4	0	15.72					
935	6/7/2023 21:40	87.375		15.8	15.8	1006	62.9	280200		0	23.853	62.4	-0.1	15.67					
936	6/7/2023 21:45	87.519		15.81	15.81	1006.1	63	280500		0	23.832	62.5	0.1	15.62					
937	6/7/2023 21:50	87.288		15.81	15.81	1006.1	63.1	280800		0	23.863	62.5	0.1	15.59					
938	6/7/2023 21:55	87.32		15.8	15.8	1006.1	63.2	281100		0	23.859	62.5	-0.2	15.53					
939	6/7/2023 22:00	87.192		15.8	15.8	1006.1	63.3	281400		0	23.877	62.5	0	15.48					
940	6/7/2023 22:05	87.445		15.81	15.81	1006.1	63.3	281700		0	23.842	62.5	-0.1	15.44					
