#Log_File	LOG006																		
#Comment																			
#Device	FireStingGO2_Pocket_Oxygen_Meter																		
#Firmware	3.38																		
#Unique_ID	24796C035B27F293																		
#Manufacturer	Pyro_Science_GmbH																		
#Settings	Sensor Code	Medium	Oxygen Units	Temperature	Salinity														
#	XB7-547-207	Water	%air sat.	Sensor	0.0 psu														
#Calibration	Sensor Code	Calibrate Air	Calibrate 0%																
#	XB7-547-207	4-Jun-23	not cal.																
#Adv. Settings	Temperature	Pressure	Salinity	Mode	LED Intensity	Amplification	Frequency												
#	Sensor	Sensor	0 psu	default	15%	400x	4000 Hz												
#Adv. Calibration	dphi0	dphi100	Temp0	Temp100	Pressure	Humidity	f	m	calFreq	tt	kt	bkgdAmp	bkgdDphi	useKsv	ksv	ft	mt	not used	PercentO2
#	54.700°	21.191°	20.00°C	23.23°C	1016 mbar	48%RH	0.804	0.122	4000 Hz	#NAME?	0.969%/K	0.60 mV	0.000°	0	0.000000/hPa	0.000000/K	#NAME?	0	20.95%O2
#																			
Data_Point	Date_Time(YYYY-MM-DD_hh:mm:ss)	Oxygen(%air sat.)	Warning 	Compensation_Temperature(°C)	Temperature(°C)	Air_Pressure(mbar)	Humidity(%RH)	Time(s)		Status	dphi(°)	Intensity(mV)	Ambient_Light(mV)	Case_Temperature(°C)					
228	6/10/2023 10:10	92.793		15.59	15.59	1012.3	57.5	68100		0	23.072	56.2	-0.3	23.32					
229	6/10/2023 10:15	92.767		15.59	15.59	1012.4	57.5	68400		0	23.075	56.2	-0.3	23.51					
230	6/10/2023 10:20	92.663		15.59	15.59	1012.4	56.8	68700		0	23.089	56	-0.4	23.68					
231	6/10/2023 10:25	92.302		15.59	15.59	1012.2	56.4	69000		0	23.138	56.1	-0.4	23.85					
232	6/10/2023 10:30	92.484		15.59	15.59	1012.2	56	69300		0	23.115	55.9	-0.2	24.06					
233	6/10/2023 10:35	92.387		15.59	15.59	1012.1	55.7	69600		0	23.128	55.9	-0.3	24.26					
234	6/10/2023 10:40	92.376		15.59	15.59	1012.1	55.7	69900		0	23.13	55.7	-0.4	24.45					
235	6/10/2023 10:45	92.777		15.58	15.58	1012	53.9	70200		0	23.079	55.7	-0.6	24.6					
236	6/10/2023 10:50	92.519		15.57	15.57	1012.1	54.4	70500		0	23.113	55.6	-0.3	24.76					
237	6/10/2023 10:55	92.363		15.59	15.59	1012	54.7	70800		0	23.133	55.5	-0.4	24.92					
238	6/10/2023 11:00	92.544		15.58	15.58	1012.1	54.5	71100		0	23.11	55.4	-0.3	25.07					
239	6/10/2023 11:05	92.334		15.58	15.58	1012	54.1	71400		0	23.138	55.4	-0.3	25.19					
240	6/10/2023 11:10	92.56		15.58	15.58	1012	53.8	71700		0	23.108	55.3	-0.3	25.31					
241	6/10/2023 11:15	92.585		15.58	15.58	1011.9	52.8	72000		0	23.107	55.3	-0.4	25.45					
242	6/10/2023 11:20	92.525		15.58	15.58	1011.8	49.6	72300		0	23.115	55.2	-0.6	25.54					
243	6/10/2023 11:25	92.227		15.58	15.58	1011.8	49.7	72600		0	23.154	55.1	-0.6	25.65					
244	6/10/2023 11:30	92.348		15.59	15.59	1011.8	48.9	72900		0	23.138	55	-0.5	25.7					
245	6/10/2023 11:35	92.408		15.57	15.57	1011.7	49.7	73200		0	23.133	55.1	-0.4	25.73					
246	6/10/2023 11:40	92.219		15.58	15.58	1011.6	49.3	73500		0	23.157	55	-0.6	25.94					
247	6/10/2023 11:45	92.508		15.58	15.58	1011.7	48.9	73800		0	23.118	55	-0.6	25.99					
248	6/10/2023 11:50	92.614		15.58	15.58	1011.6	48.2	74100		0	23.106	54.9	-0.4	26.07					
249	6/10/2023 11:55	92.366		15.57	15.57	1011.6	48.6	74400		0	23.139	55	-0.6	26.13					
250	6/10/2023 12:00	92.725		15.58	15.58	1011.6	49.2	74700		0	23.092	54.9	-0.6	26.17					
251	6/10/2023 12:05	92.208		15.58	15.58	1011.5	48.8	75000		0	23.16	54.9	-0.5	26.26					
252	6/10/2023 12:10	92.601		15.58	15.58	1011.4	48.7	75300		0	23.109	54.9	-0.5	26.35					
253	6/10/2023 12:15	92.216		15.58	15.58	1011.5	49	75600		0	23.159	54.9	-0.6	26.47					
254	6/10/2023 12:20	92.562		15.58	15.58	1011.4	48.9	75900		0	23.115	54.7	-0.6	26.55					
255	6/10/2023 12:25	93.004		15.57	15.57	1011.3	48.7	76200		0	23.06	54.7	-0.6	26.67					
256	6/10/2023 12:30	92.781		15.58	15.58	1011.3	48.7	76500		0	23.089	54.6	-0.6	26.77					
257	6/10/2023 12:35	92.561		15.58	15.58	1011.2	48	76800		0	23.118	54.6	-0.5	26.84					
258	6/10/2023 12:40	92.629		15.57	15.57	1011.2	46.6	77100		0	23.11	54.6	-0.6	26.85					
259	6/10/2023 12:45	92.804		15.57	15.57	1011.1	47.5	77400		0	23.088	54.6	-0.5	26.99					
260	6/10/2023 12:50	92.49		15.57	15.57	1011.1	45.9	77700		0	23.129	54.6	-0.5	26.97					
261	6/10/2023 12:55	92.429		15.57	15.57	1011.1	46	78000		0	23.137	54.6	-0.6	26.99					
262	6/10/2023 13:00	92.805		15.57	15.57	1011	46.8	78300		0	23.089	54.6	-0.6	27.04					
263	6/10/2023 13:05	92.836		15.57	15.57	1011.1	46.5	78600		0	23.084	54.6	-0.5	27.11					
264	6/10/2023 13:10	92.416		15.57	15.57	1011.1	46.7	78900		0	23.139	54.6	-0.4	27.35					
265	6/10/2023 13:15	92.486		15.57	15.57	1011	46	79200		0	23.131	54.2	-0.4	28.08					
266	6/10/2023 13:20	92.678		15.57	15.57	1011	45.3	79500		0	23.106	54.2	-0.5	27.92					
267	6/10/2023 13:25	92.656		15.57	15.57	1011.1	45.2	79800		0	23.108	54.1	-0.4	28					
268	6/10/2023 13:30	92.63		15.57	15.57	1011.2	45.8	80100		0	23.11	54.2	-0.3	28.06					
269	6/10/2023 13:35	92.404		15.57	15.57	1011.1	44.7	80400		0	23.14	54.1	-0.4	28.03					
270	6/10/2023 13:40	92.893		15.57	15.57	1011.1	44.5	80700		0	23.076	54.2	-0.3	27.91					
271	6/10/2023 13:45	92.307		15.57	15.57	1011.1	44.9	81000		0	23.153	54.2	-0.4	27.91					
272	6/10/2023 13:50	92.55		15.57	15.57	1011	44	81300		0	23.123	54.1	-0.3	28.45					
273	6/10/2023 13:55	92.924		15.57	15.57	1010.9	42.7	81600		0	23.075	54	-0.1	28.27					
274	6/10/2023 14:00	92.22		15.58	15.58	1011	43.8	81900		0	23.164	54	-0.4	28.17					
275	6/10/2023 14:05	92.763		15.57	15.57	1010.9	43.9	82200		0	23.096	54.1	-0.3	28.43					
276	6/10/2023 14:10	92.508		15.57	15.57	1010.7	44.1	82500		0	23.131	53.9	-0.6	28.49					
277	6/10/2023 14:15	92.589		15.57	15.57	1010.7	43.8	82800		0	23.12	53.9	-0.4	28.56					
278	6/10/2023 14:20	92.618		15.56	15.56	1010.8	43.5	83100		0	23.117	53.9	-0.5	28.47					
279	6/10/2023 14:25	92.695		15.58	15.58	1010.7	44	83400		0	23.106	54	-0.4	28.42					
280	6/10/2023 14:30	92.94		15.57	15.57	1010.8	43.9	83700		0	23.075	54	-0.3	28.28					
281	6/10/2023 14:35	92.57		15.57	15.57	1010.7	43.9	84000		0	23.123	54.1	-0.5	28.24					
282	6/10/2023 14:40	92.702		15.58	15.58	1010.7	42.9	84300		0	23.105	54.1	-0.3	28.16					
283	6/10/2023 14:45	92.64		15.58	15.58	1010.8	43.6	84600		0	23.113	54.2	-0.6	28.05					
284	6/10/2023 14:50	92.764		15.58	15.58	1010.7	44	84900		0	23.097	54.3	-0.4	27.91					
285	6/10/2023 14:55	92.301		15.57	15.57	1010.6	44	85200		0	23.16	54.3	-0.4	27.78					
286	6/10/2023 15:00	92.787		15.58	15.58	1010.6	43.8	85500		0	23.096	54.4	-0.4	27.68					
287	6/10/2023 15:05	92.504		15.58	15.58	1010.7	42.9	85800		0	23.132	54.5	-0.2	27.67					
288	6/10/2023 15:10	92.45		15.58	15.58	1010.6	42.9	86100		0	23.139	54.5	-0.4	27.62					
289	6/10/2023 15:15	92.76		15.58	15.58	1010.7	43.1	86400		0	23.098	54.4	-0.2	27.58					
290	6/10/2023 15:20	92.686		15.58	15.58	1010.6	42.5	86700		0	23.108	54.5	-0.3	27.54					
291	6/10/2023 15:25	92.641		15.59	15.59	1010.6	42.9	87000		0	23.114	54.6	-0.3	27.53					
292	6/10/2023 15:30	92.457		15.58	15.58	1010.6	42.9	87300		0	23.138	54.5	-0.3	27.49					
293	6/10/2023 15:35	92.74		15.58	15.58	1010.6	42.9	87600		0	23.102	54.6	-0.2	27.34					
294	6/10/2023 15:40	92.491		15.59	15.59	1010.6	42.6	87900		0	23.133	54.7	-0.2	27.33					
295	6/10/2023 15:45	92.507		15.59	15.59	1010.6	42.3	88200		0	23.131	54.6	-0.2	27.29					
296	6/10/2023 15:50	92.321		15.58	15.58	1010.7	42.8	88500		0	23.155	54.7	-0.3	27.16					
297	6/10/2023 15:55	92.71		15.58	15.58	1010.6	43	88800		0	23.105	54.7	-0.3	27.08					
298	6/10/2023 16:00	92.589		15.59	15.59	1010.6	43.2	89100		0	23.12	54.8	-0.2	27					
299	6/10/2023 16:05	92.406		15.59	15.59	1010.6	42.4	89400		0	23.144	54.8	-0.2	26.93					
300	6/10/2023 16:10	92.838		15.59	15.59	1010.7	43.1	89700		0	23.087	54.8	-0.1	26.79					
301	6/10/2023 16:15	92.701		15.59	15.59	1010.6	43.3	90000		0	23.106	54.9	-0.1	26.68					
302	6/10/2023 16:20	92.857		15.59	15.59	1010.6	43.4	90300		0	23.086	55	-0.3	26.55					
303	6/10/2023 16:25	92.361		15.59	15.59	1010.7	43.8	90600		0	23.148	55.1	0.1	26.38					
304	6/10/2023 16:30	92.798		15.59	15.59	1010.7	44	90900		0	23.091	55.1	-0.2	26.31					
305	6/10/2023 16:35	92.313		15.6	15.6	1010.7	44.3	91200		0	23.153	55.1	-0.2	26.2					
306	6/10/2023 16:40	92.581		15.6	15.6	1010.7	44.4	91500		0	23.119	55.1	-0.2	26.01					
307	6/10/2023 16:45	92.81		15.6	15.6	1010.7	44.7	91800		0	23.089	55.3	0	25.73					
308	6/10/2023 16:50	92.368		15.59	15.59	1010.8	44.8	92100		0	23.146	55.4	0	25.6					
309	6/10/2023 16:55	92.839		15.6	15.6	1010.7	45	92400		0	23.084	55.5	0	25.5					
310	6/10/2023 17:00	92.908		15.6	15.6	1010.8	45.2	92700		0	23.075	55.5	-0.2	25.44					
311	6/10/2023 17:05	92.593		15.6	15.6	1010.8	45.3	93000		0	23.116	55.5	-0.3	25.36					
312	6/10/2023 17:10	92.423		15.6	15.6	1010.8	45.3	93300		0	23.137	55.6	-0.2	25.24					
313	6/10/2023 17:15	92.893		15.6	15.6	1010.9	45.6	93600		0	23.076	55.6	-0.3	25.14					
314	6/10/2023 17:20	92.746		15.6	15.6	1010.9	45.7	93900		0	23.094	55.7	-0.1	25.05					
315	6/10/2023 17:25	92.476		15.61	15.61	1010.9	46	94200		0	23.129	55.7	-0.2	24.94					
316	6/10/2023 17:30	92.847		15.61	15.61	1010.9	46.2	94500		0	23.08	55.8	-0.3	24.8					
317	6/10/2023 17:35	92.673		15.61	15.61	1011	46.4	94800		0	23.103	55.9	-0.3	24.68					
318	6/10/2023 17:40	92.656		15.62	15.62	1010.9	46.6	95100		0	23.105	55.9	-0.3	24.56					
319	6/10/2023 17:45	92.735		15.61	15.61	1010.8	46.7	95400		0	23.097	55.9	-0.2	24.45					
320	6/10/2023 17:50	92.886		15.61	15.61	1010.9	46.8	95700		0	23.075	56	0	24.33					
321	6/10/2023 17:55	92.949		15.61	15.61	1010.9	47	96000		0	23.067	56.2	0	24.14					
322	6/10/2023 18:00	92.826		15.61	15.61	1010.9	47.1	96300		0	23.083	56.2	-0.2	24.03					
323	6/10/2023 18:05	92.916		15.62	15.62	1011	47.3	96600		0	23.069	56.2	-0.1	23.87					
324	6/10/2023 18:10	92.684		15.63	15.63	1011	47.4	96900		0	23.099	56.3	0.1	23.7					
325	6/10/2023 18:15	92.861		15.63	15.63	1011	47.6	97200		0	23.076	56.4	0	23.52					
326	6/10/2023 18:20	92.772		15.63	15.63	1011.1	47.8	97500		0	23.086	56.5	-0.1	23.37					
327	6/10/2023 18:25	92.603		15.63	15.63	1011.1	48	97800		0	23.107	56.5	-0.1	23.18					
328	6/10/2023 18:30	92.876		15.63	15.63	1011.1	48.1	98100		0	23.072	56.6	0.1	23.02					
329	6/10/2023 18:35	92.757		15.63	15.63	1011.1	48.4	98400		0	23.087	56.7	-0.1	22.82					
330	6/10/2023 18:40	92.721		15.63	15.63	1011.1	48.6	98700		0	23.092	56.7	-0.1	22.65					
331	6/10/2023 18:45	92.884		15.63	15.63	1011.1	48.9	99000		0	23.07	56.9	-0.2	22.46					
332	6/10/2023 18:50	93.045		15.63	15.63	1011.1	49	99300		0	23.05	57	0	22.28					
333	6/10/2023 18:55	92.83		15.63	15.63	1011.1	49.3	99600		0	23.078	57	-0.1	22.09					
334	6/10/2023 19:00	92.682		15.63	15.63	1011.1	49.5	99900		0	23.097	57.1	-0.2	21.89					
335	6/10/2023 19:05	92.828		15.64	15.64	1011.1	49.7	100200		0	23.078	57.2	0	21.7					
336	6/10/2023 19:10	92.603		15.64	15.64	1011.1	50	100500		0	23.106	57.2	-0.1	21.52					
337	6/10/2023 19:15	93.032		15.65	15.65	1011.1	50.2	100800		0	23.05	57.3	0.1	21.34					
338	6/10/2023 19:20	92.929		15.64	15.64	1011.1	50.4	101100		0	23.064	57.4	0.2	21.18					
339	6/10/2023 19:25	92.895		15.64	15.64	1011.1	50.5	101400		0	23.068	57.6	0	21.01					
340	6/10/2023 19:30	93.024		15.65	15.65	1011.2	50.8	101700		0	23.05	57.6	0	20.87					
341	6/10/2023 19:35	93.107		15.65	15.65	1011.1	51	102000		0	23.04	57.7	0	20.72					
342	6/10/2023 19:40	92.972		15.65	15.65	1011.2	51.2	102300		0	23.056	57.7	0.1	20.59					
343	6/10/2023 19:45	93.234		15.65	15.65	1011.3	51.3	102600		0	23.021	57.7	0.1	20.47					
344	6/10/2023 19:50	93.05		15.66	15.66	1011.3	51.6	102900		0	23.044	57.8	0	20.33					
345	6/10/2023 19:55	92.917		15.66	15.66	1011.4	51.7	103200		0	23.06	57.9	-0.1	20.2					
346	6/10/2023 20:00	92.89		15.66	15.66	1011.4	51.9	103500		0	23.063	57.9	-0.2	20.08					
347	6/10/2023 20:05	92.798		15.66	15.66	1011.4	52.1	103800		0	23.075	58	-0.1	19.97					
348	6/10/2023 20:10	92.859		15.66	15.66	1011.5	52.3	104100		0	23.067	58	0	19.86					
349	6/10/2023 20:15	93.123		15.67	15.67	1011.4	52.6	104400		0	23.032	58.1	0	19.77					
350	6/10/2023 20:20	93.245		15.66	15.66	1011.6	52.7	104700		0	23.016	58.1	0	19.69					
351	6/10/2023 20:25	92.815		15.66	15.66	1011.6	53	105000		0	23.07	58.2	0.1	19.59					
352	6/10/2023 20:30	93.004		15.67	15.67	1011.8	53.1	105300		0	23.044	58.2	0	19.51					
353	6/10/2023 20:35	93.142		15.67	15.67	1011.8	53.3	105600		0	23.024	58.2	-0.2	19.42					
354	6/10/2023 20:40	92.849		15.67	15.67	1011.9	53.5	105900		0	23.062	58.2	0.2	19.33					
355	6/10/2023 20:45	92.817		15.68	15.68	1012	53.7	106200		0	23.064	58.3	0.1	19.25					
356	6/10/2023 20:50	93.056		15.68	15.68	1012.1	54	106500		0	23.031	58.3	0.2	19.17					
357	6/10/2023 20:55	92.772		15.68	15.68	1012.2	54.1	106800		0	23.066	58.4	0.1	19.07					
358	6/10/2023 21:00	92.994		15.68	15.68	1012.2	54.5	107100		0	23.038	58.4	-0.1	18.97					
359	6/10/2023 21:05	92.756		15.68	15.68	1012.3	54.5	107400		0	23.068	58.4	-0.1	18.9					
360	6/10/2023 21:10	93.042		15.69	15.69	1012.4	54.7	107700		0	23.029	58.5	0.1	18.81					
361	6/10/2023 21:15	93.246		15.69	15.69	1012.5	55.1	108000		0	23.001	58.5	0.1	18.73					
362	6/10/2023 21:20	92.94		15.69	15.69	1012.6	55.2	108300		0	23.04	58.6	0	18.64					
363	6/10/2023 21:25	93.099		15.69	15.69	1012.6	55.4	108600		0	23.019	58.6	0.1	18.58					
364	6/10/2023 21:30	93.139		15.69	15.69	1012.7	55.5	108900		0	23.012	58.7	0.1	18.52					
365	6/10/2023 21:35	93.053		15.69	15.69	1012.7	55.7	109200		0	23.023	58.6	0	18.44					
366	6/10/2023 21:40	93.039		15.69	15.69	1012.7	55.9	109500		0	23.025	58.7	0	18.4					
367	6/10/2023 21:45	93.166		15.7	15.7	1012.7	56	109800		0	23.008	58.7	-0.2	18.33					
368	6/10/2023 21:50	92.987		15.69	15.69	1012.6	56.2	110100		0	23.032	58.8	0.1	18.27					
369	6/10/2023 21:55	93.088		15.7	15.7	1012.6	56.3	110400		0	23.018	58.7	0.1	18.22					
370	6/10/2023 22:00	93.16		15.7	15.7	1012.7	56.5	110700		0	23.008	58.8	-0.1	18.16					
371	6/10/2023 22:05	93.167		15.7	15.7	1012.7	56.6	111000		0	23.007	58.8	-0.2	18.08					
372	6/10/2023 22:10	93.238		15.71	15.71	1012.7	56.7	111300		0	22.997	58.8	0	18					
373	6/10/2023 22:15	93.006		15.7	15.7	1012.7	56.8	111600		0	23.028	58.8	0.1	17.93					
374	6/10/2023 22:20	93.227		15.7	15.7	1012.7	57	111900		0	23	58.9	0.2	17.87					
375	6/10/2023 22:25	93.159		15.71	15.71	1012.6	57.1	112200		0	23.008	58.9	0.1	17.79					
376	6/10/2023 22:30	93.044		15.71	15.71	1012.6	57.2	112500		0	23.023	58.9	0.1	17.73					
377	6/10/2023 22:35	93.215		15.72	15.72	1012.6	57.3	112800		0	23.001	58.9	0	17.67					
378	6/10/2023 22:40	93.103		15.72	15.72	1012.6	57.5	113100		0	23.015	59	0.4	17.59					
379	6/10/2023 22:45	92.921		15.72	15.72	1012.6	57.6	113400		0	23.039	59	0.3	17.52					
380	6/10/2023 22:50	93.277		15.72	15.72	1012.6	57.8	113700		0	22.993	59	0.4	17.49					
381	6/10/2023 22:55	93.014		15.72	15.72	1012.7	57.9	114000		0	23.025	59	0.3	17.42					
382	6/10/2023 23:00	92.963		15.72	15.72	1012.6	58.1	114300		0	23.032	59.1	0.2	17.37					
383	6/10/2023 23:05	92.808		15.73	15.73	1012.7	58.2	114600		0	23.051	59.1	0.2	17.32					
384	6/10/2023 23:10	92.914		15.73	15.73	1012.7	58.3	114900		0	23.037	59	0.3	17.27					
385	6/10/2023 23:15	93.114		15.73	15.73	1012.7	58.5	115200		0	23.011	59.1	0.2	17.24					
386	6/10/2023 23:20	93.091		15.73	15.73	1012.7	58.6	115500		0	23.014	59.1	0.1	17.19					
387	6/10/2023 23:25	93.343		15.73	15.73	1012.6	58.7	115800		0	22.983	59.1	0.3	17.16					
388	6/10/2023 23:30	93.033		15.73	15.73	1012.6	58.9	116100		0	23.023	59.2	0.1	17.12					
389	6/10/2023 23:35	92.951		15.74	15.74	1012.5	59	116400		0	23.034	59.1	0.1	17.08					
390	6/10/2023 23:40	93.367		15.74	15.74	1012.5	59.1	116700		0	22.98	59.2	0	17.04					
391	6/10/2023 23:45	92.934		15.74	15.74	1012.5	59.1	117000		0	23.035	59.2	0	17.01					
392	6/10/2023 23:50	93.009		15.74	15.74	1012.5	59.2	117300		0	23.025	59.2	0.2	16.96					
393	6/10/2023 23:55	93.054		15.74	15.74	1012.6	59.4	117600		0	23.019	59.3	-0.1	16.92					
394	6/11/2023 0:00	93.241		15.74	15.74	1012.5	59.5	117900		0	22.996	59.2	0.2	16.89					
395	6/11/2023 0:05	93.157		15.74	15.74	1012.5	59.7	118200		0	23.007	59.3	0.3	16.86					
396	6/11/2023 0:10	93.061		15.75	15.75	1012.5	59.8	118500		0	23.018	59.3	0.1	16.85					
397	6/11/2023 0:15	92.93		15.76	15.76	1012.5	59.9	118800		0	23.034	59.3	-0.1	16.82					
398	6/11/2023 0:20	93.212		15.75	15.75	1012.5	60	119100		0	22.999	59.3	0.1	16.81					
399	6/11/2023 0:25	93.06		15.75	15.75	1012.6	60	119400		0	23.017	59.2	0	16.79					
400	6/11/2023 0:30	92.972		15.75	15.75	1012.6	60.1	119700		0	23.028	59.3	0.2	16.76					
401	6/11/2023 0:35	93		15.76	15.76	1012.7	60.3	120000		0	23.023	59.3	-0.1	16.75					
402	6/11/2023 0:40	93.148		15.76	15.76	1012.7	60.4	120300		0	23.004	59.2	0	16.72					
403	6/11/2023 0:45	93.36		15.76	15.76	1012.7	60.5	120600		0	22.976	59.3	0	16.69					
404	6/11/2023 0:50	93.477		15.76	15.76	1012.6	60.5	120900		0	22.961	59.2	0	16.67					
405	6/11/2023 0:55	93.144		15.76	15.76	1012.7	60.6	121200		0	23.004	59.2	0.2	16.62					
406	6/11/2023 1:00	93.255		15.76	15.76	1012.6	60.7	121500		0	22.991	59.3	0	16.57					
407	6/11/2023 1:05	92.693		15.76	15.76	1012.6	60.8	121800		0	23.063	59.4	-0.3	16.54					
408	6/11/2023 1:10	93.153		15.77	15.77	1012.6	60.9	122100		0	23.003	59.3	0	16.52					
409	6/11/2023 1:15	93.412		15.77	15.77	1012.5	60.9	122400		0	22.97	59.3	0.2	16.47					
410	6/11/2023 1:20	93.172		15.77	15.77	1012.5	61	122700		0	23.001	59.3	-0.2	16.43					
411	6/11/2023 1:25	93.339		15.77	15.77	1012.5	61.2	123000		0	22.979	59.4	0.2	16.39					
412	6/11/2023 1:30	93.1		15.77	15.77	1012.5	61.3	123300		0	23.011	59.4	0.2	16.36					
413	6/11/2023 1:35	93.354		15.77	15.77	1012.4	61.3	123600		0	22.979	59.4	0.1	16.31					
414	6/11/2023 1:40	93.316		15.77	15.77	1012.4	61.5	123900		0	22.984	59.4	-0.1	16.27					
415	6/11/2023 1:45	93.228		15.77	15.77	1012.4	61.5	124200		0	22.995	59.4	0	16.23					
416	6/11/2023 1:50	93.052		15.78	15.78	1012.3	61.6	124500		0	23.018	59.4	-0.1	16.18					
417	6/11/2023 1:55	93.293		15.78	15.78	1012.3	61.7	124800		0	22.987	59.5	-0.1	16.12					
418	6/11/2023 2:00	93.304		15.78	15.78	1012.3	61.9	125100		0	22.986	59.5	0.2	16.09					
419	6/11/2023 2:05	93.438		15.78	15.78	1012.2	61.9	125400		0	22.969	59.5	0.2	16.04					
420	6/11/2023 2:10	93.274		15.79	15.79	1012.2	62	125700		0	22.99	59.6	0.1	15.98					
421	6/11/2023 2:15	93.172		15.79	15.79	1012.2	62.1	126000		0	23.004	59.6	0	15.93					
422	6/11/2023 2:20	93.42		15.78	15.78	1012.3	62.2	126300		0	22.971	59.5	0.1	15.89					
423	6/11/2023 2:25	93.402		15.79	15.79	1012.1	62.3	126600		0	22.974	59.5	0.2	15.83					
424	6/11/2023 2:30	93.575		15.79	15.79	1012	62.4	126900		0	22.953	59.6	0.1	15.79					
425	6/11/2023 2:35	93.144		15.79	15.79	1012.1	62.5	127200		0	23.008	59.6	0.2	15.74					
426	6/11/2023 2:40	93.425		15.79	15.79	1012.1	62.6	127500		0	22.971	59.6	0	15.71					
427	6/11/2023 2:45	93.34		15.79	15.79	1012.2	62.6	127800		0	22.981	59.7	0	15.67					
428	6/11/2023 2:50	93.192		15.79	15.79	1012.1	62.7	128100		0	23.001	59.7	-0.1	15.64					
429	6/11/2023 2:55	93.336		15.79	15.79	1012.1	62.9	128400		0	22.983	59.7	0	15.62					
430	6/11/2023 3:00	93.299		15.8	15.8	1012.1	63	128700		0	22.987	59.7	0.3	15.6					
431	6/11/2023 3:05	93.561		15.79	15.79	1012.1	63	129000		0	22.954	59.7	0.1	15.58					
432	6/11/2023 3:10	93.498		15.79	15.79	1012	63.1	129300		0	22.963	59.6	0.2	15.53					
433	6/11/2023 3:15	93.409		15.79	15.79	1012	63.3	129600		0	22.975	59.7	-0.1	15.5					
434	6/11/2023 3:20	93.181		15.8	15.8	1012	63.3	129900		0	23.003	59.7	-0.2	15.48					
435	6/11/2023 3:25	93.323		15.8	15.8	1012.1	63.5	130200		0	22.984	59.7	-0.1	15.44					
436	6/11/2023 3:30	93.432		15.8	15.8	1012	63.5	130500		0	22.971	59.7	0	15.41					
437	6/11/2023 3:35	93.718		15.8	15.8	1012.1	63.6	130800		0	22.933	59.8	0.2	15.36					
438	6/11/2023 3:40	93.227		15.8	15.8	1012.1	63.7	131100		0	22.996	59.7	0	15.31					
439	6/11/2023 3:45	93.604		15.79	15.79	1012.1	63.8	131400		0	22.948	59.8	0.2	15.27					
440	6/11/2023 3:50	93.689		15.8	15.8	1012.2	63.9	131700		0	22.935	59.8	0.1	15.23					
441	6/11/2023 3:55	93.83		15.8	15.8	1012.1	64	132000		0	22.918	59.8	0	15.19					
442	6/11/2023 4:00	93.646		15.81	15.81	1012.1	64.1	132300		0	22.941	59.8	0	15.14					
443	6/11/2023 4:05	93.331		15.8	15.8	1012	64.2	132600		0	22.983	59.8	0.1	15.12					
444	6/11/2023 4:10	93.454		15.81	15.81	1012	64.3	132900		0	22.967	59.9	0.1	15.1					
445	6/11/2023 4:15	93.199		15.81	15.81	1012	64.4	133200		0	22.999	59.9	0.2	15.07					
446	6/11/2023 4:20	93.278		15.81	15.81	1012	64.4	133500		0	22.989	59.9	0.1	15.01					
447	6/11/2023 4:25	93.453		15.81	15.81	1012.1	64.5	133800		0	22.966	59.9	0	14.98					
448	6/11/2023 4:30	93.205		15.81	15.81	1012.1	64.7	134100		0	22.998	59.8	0.1	14.95					
449	6/11/2023 4:35	93.566		15.81	15.81	1012.1	64.7	134400		0	22.951	59.9	0.1	14.92					
450	6/11/2023 4:40	93.53		15.81	15.81	1012.2	64.8	134700		0	22.954	59.9	0.3	14.89					
451	6/11/2023 4:45	93.386		15.81	15.81	1012.4	64.8	135000		0	22.971	59.9	0.2	14.87					
452	6/11/2023 4:50	93.435		15.82	15.82	1012.4	65	135300		0	22.964	59.9	0	14.85					
453	6/11/2023 4:55	93.209		15.81	15.81	1012.4	65.1	135600		0	22.993	60	0.1	14.82					
454	6/11/2023 5:00	93.473		15.81	15.81	1012.4	65.2	135900		0	22.959	59.9	0.3	14.8					
455	6/11/2023 5:05	93.527		15.81	15.81	1012.4	65.2	136200		0	22.952	59.9	0.4	14.76					
456	6/11/2023 5:10	93.726		15.82	15.82	1012.4	65.3	136500		0	22.926	59.9	0.2	14.71					
457	6/11/2023 5:15	93.576		15.82	15.82	1012.4	65.4	136800		0	22.946	60	0.1	14.69					
458	6/11/2023 5:20	93.543		15.82	15.82	1012.4	65.4	137100		0	22.95	59.9	0.2	14.66					
459	6/11/2023 5:25	93.558		15.82	15.82	1012.3	65.5	137400		0	22.949	60	0.1	14.65					
460	6/11/2023 5:30	93.459		15.82	15.82	1012.4	65.6	137700		0	22.961	60	0.2	14.66					
461	6/11/2023 5:35	93.841		15.82	15.82	1012.3	65.7	138000		0	22.912	60	0.2	14.66					
462	6/11/2023 5:40	93.331		15.82	15.82	1012.5	65.8	138300		0	22.976	60	0.3	14.7					
463	6/11/2023 5:45	93.417		15.81	15.81	1012.6	65.9	138600		0	22.964	60	0.3	14.74					
464	6/11/2023 5:50	93.397		15.82	15.82	1012.6	66	138900		0	22.965	59.8	0.2	14.79					
465	6/11/2023 5:55	93.524		15.82	15.82	1012.7	66.1	139200		0	22.949	59.9	0.1	14.84					
466	6/11/2023 6:00	93.637		15.82	15.82	1012.6	66.1	139500		0	22.935	59.9	0.1	14.9					
467	6/11/2023 6:05	93.514		15.82	15.82	1012.8	66.2	139800		0	22.948	59.9	0.1	14.98					
