datetime_est,plot,depth,vwc_m3m3,ec_uscm
2023-06-02 03:45,Control,30,0.368074813,126.3333333
2023-06-02 03:45,Freshwater,5,0.362385613,109
2023-06-02 03:45,Freshwater,15,0.320894277,80.2
2023-06-02 03:45,Freshwater,30,0.338151948,79.8
2023-06-02 03:45,Saltwater,5,0.356556252,112.2
2023-06-02 03:45,Saltwater,15,0.319618862,86.4
2023-06-02 03:45,Saltwater,30,0.298603216,78
2023-06-02 04:00,Control,5,0.318534811,82
2023-06-02 04:00,Control,15,0.310213063,58
2023-06-02 04:00,Control,30,0.368032144,125.6666667
2023-06-02 04:00,Freshwater,5,0.362186232,109.4
2023-06-02 04:00,Freshwater,15,0.321037025,80.2
2023-06-02 04:00,Freshwater,30,0.33813876,83
2023-06-02 04:00,Saltwater,5,0.356674949,110.2
2023-06-02 04:00,Saltwater,15,0.319691012,88
2023-06-02 04:00,Saltwater,30,0.298356512,78
2023-06-02 04:15,Control,5,0.318653767,82.66666667
2023-06-02 04:15,Control,15,0.310445803,57
2023-06-02 04:15,Control,30,0.368250661,127.6666667
2023-06-02 04:15,Freshwater,5,0.362259933,108.6
2023-06-02 04:15,Freshwater,15,0.321082797,80.6
2023-06-02 04:15,Freshwater,30,0.338286938,80.6
2023-06-02 04:15,Saltwater,5,0.356809938,111.2
2023-06-02 04:15,Saltwater,15,0.319590158,86.6
2023-06-02 04:15,Saltwater,30,0.298453487,78.2
2023-06-02 04:30,Control,5,0.318936934,81.66666667
2023-06-02 04:30,Control,15,0.313351174,57
2023-06-02 04:30,Control,30,0.368139463,128.6666667
2023-06-02 04:30,Freshwater,5,0.362194766,109.6
2023-06-02 04:30,Freshwater,15,0.321540519,79.4
2023-06-02 04:30,Freshwater,30,0.338374603,81.4
2023-06-02 04:30,Saltwater,5,0.356484102,110.4
2023-06-02 04:30,Saltwater,15,0.319694115,87.2
2023-06-02 04:30,Saltwater,30,0.298667607,77.4
2023-06-02 04:45,Control,5,0.31897831,83
2023-06-02 04:45,Control,15,0.310403134,57.5
2023-06-02 04:45,Control,30,0.368440732,126.6666667
2023-06-02 04:45,Freshwater,5,0.362299499,109.4
2023-06-02 04:45,Freshwater,15,0.321161928,80
2023-06-02 04:45,Freshwater,30,0.338297799,80.8
2023-06-02 04:45,Saltwater,5,0.356591939,111
2023-06-02 04:45,Saltwater,15,0.319786435,86.8
2023-06-02 04:45,Saltwater,30,0.298377458,77.6
2023-06-02 05:00,Control,5,0.318850303,83
2023-06-02 05:00,Control,15,0.310455501,57
2023-06-02 05:00,Control,30,0.368226094,128
2023-06-02 05:00,Freshwater,5,0.362321997,107.8
2023-06-02 05:00,Freshwater,15,0.320935395,80.2
2023-06-02 05:00,Freshwater,30,0.338025493,82
2023-06-02 05:00,Saltwater,5,0.356509704,111.8
2023-06-02 05:00,Saltwater,15,0.320563787,87.4
2023-06-02 05:00,Saltwater,30,0.298535721,78.4
2023-06-02 05:15,Control,5,0.318749449,82.66666667
2023-06-02 05:15,Control,15,0.310649451,58.5
2023-06-02 05:15,Control,30,0.36811231,126.6666667
2023-06-02 05:15,Freshwater,5,0.361825485,109
2023-06-02 05:15,Freshwater,15,0.321103743,80
2023-06-02 05:15,Freshwater,30,0.338309436,81.8
2023-06-02 05:15,Saltwater,5,0.35665633,110.6
2023-06-02 05:15,Saltwater,15,0.319749972,87.4
2023-06-02 05:15,Saltwater,30,0.298484519,77.6
2023-06-02 05:30,Control,5,0.318802462,81.66666667
2023-06-02 05:30,Control,15,0.310610661,57.5
2023-06-02 05:30,Control,30,0.368248075,127.6666667
2023-06-02 05:30,Freshwater,5,0.362068311,109.6
2023-06-02 05:30,Freshwater,15,0.321108398,80.2
2023-06-02 05:30,Freshwater,30,0.337999116,81.4
2023-06-02 05:30,Saltwater,5,0.356676501,110
2023-06-02 05:30,Saltwater,15,0.319789538,88.2
2023-06-02 05:30,Saltwater,30,0.29831617,79.2
2023-06-02 05:45,Control,5,0.318755914,81.66666667
2023-06-02 05:45,Control,15,0.310917101,57
2023-06-02 05:45,Control,30,0.368101966,126.6666667
2023-06-02 05:45,Freshwater,5,0.36235846,109.6
2023-06-02 05:45,Freshwater,15,0.32102306,80.8
2023-06-02 05:45,Freshwater,30,0.337946361,81.4
2023-06-02 05:45,Saltwater,5,0.35668581,113.4
2023-06-02 05:45,Saltwater,15,0.319706528,86.2
2023-06-02 05:45,Saltwater,30,0.298441074,77.6
2023-06-02 06:00,Control,5,0.318961501,82.33333333
2023-06-02 06:00,Control,15,0.310449682,57.5
2023-06-02 06:00,Control,30,0.368131705,126.6666667
2023-06-02 06:00,Freshwater,5,0.361963578,107.6
2023-06-02 06:00,Freshwater,15,0.321093658,80.4
2023-06-02 06:00,Freshwater,30,0.337933173,80.8
2023-06-02 06:00,Saltwater,5,0.356476344,110.6
2023-06-02 06:00,Saltwater,15,0.319780229,85.8
2023-06-02 06:00,Saltwater,30,0.29851943,77.8
2023-06-02 06:15,Control,5,0.318885214,82.33333333
2023-06-02 06:15,Control,15,0.310558294,57.5
2023-06-02 06:15,Control,30,0.36777613,126.3333333
2023-06-02 06:15,Freshwater,5,0.362231229,108.6
2023-06-02 06:15,Freshwater,15,0.32228839,79.8
2023-06-02 06:15,Freshwater,30,0.338027045,81.2
2023-06-02 06:15,Saltwater,5,0.35664159,112.1
2023-06-02 06:15,Saltwater,15,0.319618862,87
2023-06-02 06:15,Saltwater,30,0.298568305,78
2023-06-02 06:30,Control,5,0.318718417,81.66666667
2023-06-02 06:30,Control,15,0.310542778,57
2023-06-02 06:30,Control,30,0.367880863,125.6666667
2023-06-02 06:30,Freshwater,5,0.362061329,110
2023-06-02 06:30,Freshwater,15,0.322433465,79.6
2023-06-02 06:30,Freshwater,30,0.337991358,80.2
2023-06-02 06:30,Saltwater,5,0.356579526,112
2023-06-02 06:30,Saltwater,15,0.320554477,87
2023-06-02 06:30,Saltwater,30,0.298642782,77.8
2023-06-02 06:45,Control,5,0.318658939,82.66666667
2023-06-02 06:45,Control,15,0.310583507,55.5
2023-06-02 06:45,Control,30,0.367871812,127.3333333
2023-06-02 06:45,Freshwater,5,0.362252175,108.4
2023-06-02 06:45,Freshwater,15,0.320981167,80.4
2023-06-02 06:45,Freshwater,30,0.337757066,80.4
2023-06-02 06:45,Saltwater,5,0.356622971,109
2023-06-02 06:45,Saltwater,15,0.31977635,86.8
2023-06-02 06:45,Saltwater,30,0.298389095,78.4
2023-06-02 07:00,Control,5,0.318781774,80.66666667
2023-06-02 07:00,Control,15,0.310531141,57.5
2023-06-02 07:00,Control,30,0.36777613,127
2023-06-02 07:00,Freshwater,5,0.3622033,110.2
2023-06-02 07:00,Freshwater,15,0.321116156,80.2
2023-06-02 07:00,Freshwater,30,0.337592597,82
2023-06-02 07:00,Saltwater,5,0.35674865,111.2
2023-06-02 07:00,Saltwater,15,0.319751524,86.8
2023-06-02 07:00,Saltwater,30,0.298312291,78
2023-06-02 07:15,Control,5,0.319000291,81.33333333
2023-06-02 07:15,Control,15,0.310711515,57
2023-06-02 07:15,Control,30,0.368257126,128.6666667
2023-06-02 07:15,Freshwater,5,0.361945734,109
2023-06-02 07:15,Freshwater,15,0.321055644,79.6
2023-06-02 07:15,Freshwater,30,0.33793007,80.4
2023-06-02 07:15,Saltwater,5,0.356640814,110.4
2023-06-02 07:15,Saltwater,15,0.319700321,87
2023-06-02 07:15,Saltwater,30,0.2984178,77.8
2023-06-02 07:30,Control,5,0.318625321,82.33333333
2023-06-02 07:30,Control,15,0.310628116,57
2023-06-02 07:30,Control,30,0.367623556,124
2023-06-02 07:30,Freshwater,5,0.362190887,109
2023-06-02 07:30,Freshwater,15,0.321084348,81
2023-06-02 07:30,Freshwater,30,0.337413387,79.6
2023-06-02 07:30,Saltwater,5,0.356618316,108.8
2023-06-02 07:30,Saltwater,15,0.319760834,87.8
2023-06-02 07:30,Saltwater,30,0.29851943,77.8
2023-06-02 07:45,Control,5,0.318764965,82.33333333
2023-06-02 07:45,Control,15,0.311037351,57.5
2023-06-02 07:45,Control,30,0.367809748,126.3333333
2023-06-02 07:45,Freshwater,5,0.362197094,109.8
2023-06-02 07:45,Freshwater,15,0.320717395,80.2
2023-06-02 07:45,Freshwater,30,0.337677935,80.6
2023-06-02 07:45,Saltwater,5,0.356603576,110.6
2023-06-02 07:45,Saltwater,15,0.319629723,86.8
2023-06-02 07:45,Saltwater,30,0.298372803,77.4
2023-06-02 08:00,Control,5,0.318730054,82.66666667
2023-06-02 08:00,Control,15,0.310833703,57.5
2023-06-02 08:00,Control,30,0.367786474,128
2023-06-02 08:00,Freshwater,5,0.362151321,108.4
2023-06-02 08:00,Freshwater,15,0.32096022,80
2023-06-02 08:00,Freshwater,30,0.337497173,80.6
2023-06-02 08:00,Saltwater,5,0.35643833,111
2023-06-02 08:00,Saltwater,15,0.319826777,86.8
2023-06-02 08:00,Saltwater,30,0.298435643,78.2
2023-06-02 08:15,Control,5,0.318607219,80.66666667
2023-06-02 08:15,Control,15,0.310511746,57.5
2023-06-02 08:15,Control,30,0.367566664,126.3333333
2023-06-02 08:15,Freshwater,5,0.361886774,109
2023-06-02 08:15,Freshwater,15,0.320953238,80.4
2023-06-02 08:15,Freshwater,30,0.337501828,81.2
2023-06-02 08:15,Saltwater,5,0.356149733,110
2023-06-02 08:15,Saltwater,15,0.319673168,86
2023-06-02 08:15,Saltwater,30,0.298759152,78.4
2023-06-02 08:30,Control,5,0.318658939,82.33333333
2023-06-02 08:30,Control,15,0.310587386,57
2023-06-02 08:30,Control,30,0.367476154,125.3333333
2023-06-02 08:30,Freshwater,5,0.361932546,108.8
2023-06-02 08:30,Freshwater,15,0.321009872,81.2
2023-06-02 08:30,Freshwater,30,0.337306326,81.4
2023-06-02 08:30,Saltwater,5,0.356202487,111.4
2023-06-02 08:30,Saltwater,15,0.320356648,86.4
2023-06-02 08:30,Saltwater,30,0.298202903,76.8
2023-06-02 08:45,Control,5,0.318326638,82.33333333
2023-06-02 08:45,Control,15,0.310331372,58
2023-06-02 08:45,Control,30,0.367342975,125.6666667
2023-06-02 08:45,Freshwater,5,0.361560162,107.4
2023-06-02 08:45,Freshwater,15,0.320858591,81
2023-06-02 08:45,Freshwater,30,0.337118583,80
2023-06-02 08:45,Saltwater,5,0.356295583,109.8
2023-06-02 08:45,Saltwater,15,0.319475339,87
2023-06-02 08:45,Saltwater,30,0.298165665,77.8
2023-06-02 09:00,Control,5,0.318441715,83.33333333
2023-06-02 09:00,Control,15,0.310635874,57.5
2023-06-02 09:00,Control,30,0.367456759,127.3333333
2023-06-02 09:00,Freshwater,5,0.36151982,108.4
2023-06-02 09:00,Freshwater,15,0.320801181,80.4
2023-06-02 09:00,Freshwater,30,0.337058846,81.2
2023-06-02 09:00,Saltwater,5,0.355952679,111.8
2023-06-02 09:00,Saltwater,15,0.31947146,85.4
2023-06-02 09:00,Saltwater,30,0.298233159,78.6
2023-06-02 09:15,Control,5,0.318419734,81.66666667
2023-06-02 09:15,Control,15,0.310129665,54
2023-06-02 09:15,Control,30,0.3669874,127.3333333
2023-06-02 09:15,Freshwater,5,0.361578781,108.6
2023-06-02 09:15,Freshwater,15,0.320747651,80.2
2023-06-02 09:15,Freshwater,30,0.336856362,80.2
2023-06-02 09:15,Saltwater,5,0.35587122,111.4
2023-06-02 09:15,Saltwater,15,0.319324834,86.4
2023-06-02 09:15,Saltwater,30,0.298039985,78.2
2023-06-02 09:30,Control,5,0.318087433,82
2023-06-02 09:30,Control,15,0.310387618,57.5
2023-06-02 09:30,Control,30,0.367217554,125.6666667
2023-06-02 09:30,Freshwater,5,0.361383279,109.2
2023-06-02 09:30,Freshwater,15,0.320592491,78.8
2023-06-02 09:30,Freshwater,30,0.336523544,82.2
2023-06-02 09:30,Saltwater,5,0.355890615,110.8
2023-06-02 09:30,Saltwater,15,0.319230186,87.4
2023-06-02 09:30,Saltwater,30,0.297766904,77.4
2023-06-02 09:45,Control,5,0.318093898,83.66666667
2023-06-02 09:45,Control,15,0.310232458,55
2023-06-02 09:45,Control,30,0.366803794,125
2023-06-02 09:45,Freshwater,5,0.36178592,108.6
2023-06-02 09:45,Freshwater,15,0.320576199,79.4
2023-06-02 09:45,Freshwater,30,0.336214,80.2
2023-06-02 09:45,Saltwater,5,0.355726922,112
2023-06-02 09:45,Saltwater,15,0.319266649,86.4
2023-06-02 09:45,Saltwater,30,0.297800263,77.8
2023-06-02 10:00,Control,5,0.317817196,82
2023-06-02 10:00,Control,15,0.30987753,55
2023-06-02 10:00,Control,30,0.366475372,125.3333333
2023-06-02 10:00,Freshwater,5,0.361129593,107.8
2023-06-02 10:00,Freshwater,15,0.32044121,78.6
2023-06-02 10:00,Freshwater,30,0.335781879,79.8
2023-06-02 10:00,Saltwater,5,0.355436772,110.4
2023-06-02 10:00,Saltwater,15,0.319096749,86.4
2023-06-02 10:00,Saltwater,30,0.297624156,77.8
2023-06-02 10:15,Control,5,0.317729272,82.66666667
2023-06-02 10:15,Control,15,0.309534238,56.5
2023-06-02 10:15,Control,30,0.366752074,126
2023-06-02 10:15,Freshwater,5,0.361285529,109.4
2023-06-02 10:15,Freshwater,15,0.32051879,80.6
2023-06-02 10:15,Freshwater,30,0.335691887,79.2
2023-06-02 10:15,Saltwater,5,0.355171449,110.4
2023-06-02 10:15,Saltwater,15,0.318989688,86.4
2023-06-02 10:15,Saltwater,30,0.297539594,76.8
2023-06-02 10:30,Control,5,0.317536615,80.33333333
2023-06-02 10:30,Control,15,0.309452779,59
2023-06-02 10:30,Control,30,0.366973177,125.6666667
2023-06-02 10:30,Freshwater,5,0.361008568,109
2023-06-02 10:30,Freshwater,15,0.320278292,79.8
2023-06-02 10:30,Freshwater,30,0.335537502,80.4
2023-06-02 10:30,Saltwater,5,0.355290922,112
2023-06-02 10:30,Saltwater,15,0.318906678,86.6
2023-06-02 10:30,Saltwater,30,0.297458135,76.4
2023-06-02 10:45,Control,5,0.317457742,83
2023-06-02 10:45,Control,15,0.30948963,59.5
2023-06-02 10:45,Control,30,0.366617602,127.3333333
2023-06-02 10:45,Freshwater,5,0.360567914,110.2
2023-06-02 10:45,Freshwater,15,0.320087445,79.8
2023-06-02 10:45,Freshwater,30,0.335456043,79.4
2023-06-02 10:45,Saltwater,5,0.354966638,111.8
2023-06-02 10:45,Saltwater,15,0.318829874,86.2
2023-06-02 10:45,Saltwater,30,0.297302199,77.4
2023-06-02 11:00,Control,5,0.317135785,83
2023-06-02 11:00,Control,15,0.309317014,57.5
2023-06-02 11:00,Control,30,0.36631504,127
2023-06-02 11:00,Freshwater,5,0.360334398,108.8
2023-06-02 11:00,Freshwater,15,0.320032364,80.4
2023-06-02 11:00,Freshwater,30,0.335064264,78.8
2023-06-02 11:00,Saltwater,5,0.354863456,112.8
2023-06-02 11:00,Saltwater,15,0.318556016,86.4
2023-06-02 11:00,Saltwater,30,0.297023687,78
2023-06-02 11:15,Control,5,0.317042689,81
2023-06-02 11:15,Control,15,0.308719648,58
2023-06-02 11:15,Control,30,0.366144364,125.6666667
2023-06-02 11:15,Freshwater,5,0.36029328,110
2023-06-02 11:15,Freshwater,15,0.319876428,79.2
2023-06-02 11:15,Freshwater,30,0.334849368,79.4
2023-06-02 11:15,Saltwater,5,0.354503485,110
2023-06-02 11:15,Saltwater,15,0.318468351,86
2023-06-02 11:15,Saltwater,30,0.297069459,77
2023-06-02 11:30,Control,5,0.316804777,81
2023-06-02 11:30,Control,15,0.308543154,56
2023-06-02 11:30,Control,30,0.365482348,123.3333333
2023-06-02 11:30,Freshwater,5,0.360198633,109.4
2023-06-02 11:30,Freshwater,15,0.319614983,79.2
2023-06-02 11:30,Freshwater,30,0.334290016,79.8
2023-06-02 11:30,Saltwater,5,0.354461592,112
2023-06-02 11:30,Saltwater,15,0.318057177,86.2
2023-06-02 11:30,Saltwater,30,0.29693447,77.6
2023-06-02 11:45,Control,5,0.316515145,83.66666667
2023-06-02 11:45,Control,15,0.308467513,55.5
2023-06-02 11:45,Control,30,0.365393131,128.6666667
2023-06-02 11:45,Freshwater,5,0.359819267,109.2
2023-06-02 11:45,Freshwater,15,0.319506371,79.8
2023-06-02 11:45,Freshwater,30,0.3342264,80.6
2023-06-02 11:45,Saltwater,5,0.354145065,111
2023-06-02 11:45,Saltwater,15,0.318136308,85.8
2023-06-02 11:45,Saltwater,30,0.296602428,78.4
2023-06-02 12:00,Control,5,0.316335418,83.33333333
2023-06-02 12:00,Control,15,0.308137798,58.5
2023-06-02 12:00,Control,30,0.365964637,125.3333333
2023-06-02 12:00,Freshwater,5,0.359883658,109.2
2023-06-02 12:00,Freshwater,15,0.319357418,79.2
2023-06-02 12:00,Freshwater,30,0.333796607,78.8
2023-06-02 12:00,Saltwater,5,0.353920859,109
2023-06-02 12:00,Saltwater,15,0.31773522,86.6
2023-06-02 12:00,Saltwater,30,0.296742072,77.6
2023-06-02 12:15,Control,5,0.316231978,80.33333333
2023-06-02 12:15,Control,15,0.308100948,54
2023-06-02 12:15,Control,30,0.365429335,126
2023-06-02 12:15,Freshwater,5,0.359529117,109.6
2023-06-02 12:15,Freshwater,15,0.319158813,79
2023-06-02 12:15,Freshwater,30,0.333530508,77.8
2023-06-02 12:15,Saltwater,5,0.353817678,109.4
2023-06-02 12:15,Saltwater,15,0.317651433,85.6
2023-06-02 12:15,Saltwater,30,0.296240129,75.8
2023-06-02 12:30,Control,5,0.315906142,82
2023-06-02 12:30,Control,15,0.307635468,55
2023-06-02 12:30,Control,30,0.365068588,126.6666667
2023-06-02 12:30,Freshwater,5,0.359320427,107.8
2023-06-02 12:30,Freshwater,15,0.319002101,79.4
2023-06-02 12:30,Freshwater,30,0.333265184,79
2023-06-02 12:30,Saltwater,5,0.35356787,111
2023-06-02 12:30,Saltwater,15,0.317642124,85.8
2023-06-02 12:30,Saltwater,30,0.295967823,77
2023-06-02 12:45,Control,5,0.315734173,82.33333333
2023-06-02 12:45,Control,15,0.307672318,54.5
2023-06-02 12:45,Control,30,0.365239264,124.3333333
2023-06-02 12:45,Freshwater,5,0.359020968,110.6
2023-06-02 12:45,Freshwater,15,0.320278292,79.2
2023-06-02 12:45,Freshwater,30,0.332895903,78.2
2023-06-02 12:45,Saltwater,5,0.353453052,109.8
2023-06-02 12:45,Saltwater,15,0.317302323,86.4
2023-06-02 12:45,Saltwater,30,0.295829731,76.8
2023-06-02 13:00,Control,5,0.315846664,84.66666667
2023-06-02 13:00,Control,15,0.307119561,56.5
2023-06-02 13:00,Control,30,0.365247022,126.3333333
2023-06-02 13:00,Freshwater,5,0.358739353,109.6
2023-06-02 13:00,Freshwater,15,0.31869566,79.2
2023-06-02 13:00,Freshwater,30,0.33281522,79.2
2023-06-02 13:00,Saltwater,5,0.353204796,111.2
2023-06-02 13:00,Saltwater,15,0.317217761,84.8
2023-06-02 13:00,Saltwater,30,0.295801026,76.6
2023-06-02 13:15,Control,5,0.315431611,83.33333333
2023-06-02 13:15,Control,15,0.306917853,55
2023-06-02 13:15,Control,30,0.364626382,123.6666667
2023-06-02 13:15,Freshwater,5,0.358528335,108.8
2023-06-02 13:15,Freshwater,15,0.318631269,80.2
2023-06-02 13:15,Freshwater,30,0.332425769,78.6
2023-06-02 13:15,Saltwater,5,0.352938696,109.2
2023-06-02 13:15,Saltwater,15,0.31699821,86
2023-06-02 13:15,Saltwater,30,0.295727325,76.8
2023-06-02 13:30,Control,5,0.315263521,83
2023-06-02 13:30,Control,15,0.306434917,55
2023-06-02 13:30,Control,30,0.36445312,122
2023-06-02 13:30,Freshwater,5,0.358069062,110
2023-06-02 13:30,Freshwater,15,0.318486194,80.2
2023-06-02 13:30,Freshwater,30,0.332287676,76.8
2023-06-02 13:30,Saltwater,5,0.352939472,111
2023-06-02 13:30,Saltwater,15,0.316785641,86.2
2023-06-02 13:30,Saltwater,30,0.295417005,76.2
2023-06-02 13:45,Control,5,0.314937685,83.33333333
2023-06-02 13:45,Control,15,0.306528013,56
2023-06-02 13:45,Control,30,0.36434968,124
2023-06-02 13:45,Freshwater,5,0.357553931,108.8
2023-06-02 13:45,Freshwater,15,0.319280613,79.6
