datetime_est,plot,depth_cm,eh_mv
2023-06-08 06:15,Control,15,747.5605
2023-06-08 06:15,Control,30,738.0184733
2023-06-08 06:15,Control,50,786.0107333
2023-06-08 06:15,Saltwater,5,498.3099
2023-06-08 06:15,Saltwater,15,507.2216248
2023-06-08 06:15,Saltwater,30,642.3429
2023-06-08 06:15,Saltwater,50,693.76754
2023-06-08 06:15,Freshwater,5,563.340226
2023-06-08 06:15,Freshwater,15,188.729646
2023-06-08 06:15,Freshwater,30,319.55414
2023-06-08 06:15,Freshwater,50,771.5596
2023-06-08 06:20,Control,5,576.87266
2023-06-08 06:20,Control,15,747.5939
2023-06-08 06:20,Control,30,738.0860733
2023-06-08 06:20,Control,50,786.0952833
2023-06-08 06:20,Saltwater,5,498.3488027
2023-06-08 06:20,Saltwater,15,507.5041845
2023-06-08 06:20,Saltwater,30,642.2453067
2023-06-08 06:20,Saltwater,50,693.5334467
2023-06-08 06:20,Freshwater,5,563.87373
2023-06-08 06:20,Freshwater,15,188.6379193
2023-06-08 06:20,Freshwater,30,319.6577267
2023-06-08 06:20,Freshwater,50,771.3100467
2023-06-08 06:25,Control,5,577.0435
2023-06-08 06:25,Control,15,747.7306
2023-06-08 06:25,Control,30,738.2911133
2023-06-08 06:25,Control,50,786.0953083
2023-06-08 06:25,Saltwater,5,498.1488533
2023-06-08 06:25,Saltwater,15,506.7630347
2023-06-08 06:25,Saltwater,30,641.8746933
2023-06-08 06:25,Saltwater,50,693.2311133
2023-06-08 06:25,Freshwater,5,564.009458
2023-06-08 06:25,Freshwater,15,188.3075817
2023-06-08 06:25,Freshwater,30,320.0023333
2023-06-08 06:25,Freshwater,50,771.3824333
2023-06-08 06:30,Control,5,577.3511
2023-06-08 06:30,Control,15,747.79896
2023-06-08 06:30,Control,30,738.3253133
2023-06-08 06:30,Control,50,786.0953083
2023-06-08 06:30,Saltwater,5,498.392512
2023-06-08 06:30,Saltwater,15,506.6702648
2023-06-08 06:30,Saltwater,30,641.81128
2023-06-08 06:30,Saltwater,50,693.27004
2023-06-08 06:30,Freshwater,5,563.984696
2023-06-08 06:30,Freshwater,15,188.2146006
2023-06-08 06:30,Freshwater,30,319.60206
2023-06-08 06:30,Freshwater,50,771.33384
2023-06-08 06:35,Control,5,576.9147978
2023-06-08 06:35,Control,15,747.83314
2023-06-08 06:35,Control,30,738.4961933
2023-06-08 06:35,Control,50,786.0525833
2023-06-08 06:35,Saltwater,5,498.5044553
2023-06-08 06:35,Saltwater,15,506.465497
2023-06-08 06:35,Saltwater,30,641.7136667
2023-06-08 06:35,Saltwater,50,693.1724667
2023-06-08 06:35,Freshwater,5,565.03753
2023-06-08 06:35,Freshwater,15,188.1184185
2023-06-08 06:35,Freshwater,30,320.03928
2023-06-08 06:35,Freshwater,50,770.90196
2023-06-08 06:40,Control,5,576.4038956
2023-06-08 06:40,Control,15,747.82398
2023-06-08 06:40,Control,30,738.6238933
2023-06-08 06:40,Control,50,786.0427833
2023-06-08 06:40,Saltwater,5,498.2751607
2023-06-08 06:40,Saltwater,15,506.3289886
2023-06-08 06:40,Saltwater,30,641.2748333
2023-06-08 06:40,Saltwater,50,693.0748733
2023-06-08 06:40,Freshwater,5,567.332716
2023-06-08 06:40,Freshwater,15,191.0460433
2023-06-08 06:40,Freshwater,30,320.17632
2023-06-08 06:40,Freshwater,50,769.88792
2023-06-08 06:45,Control,5,576.1779933
2023-06-08 06:45,Control,15,748.00268
2023-06-08 06:45,Control,30,738.5974133
2023-06-08 06:45,Control,50,786.1793333
2023-06-08 06:45,Saltwater,5,498.489474
2023-06-08 06:45,Saltwater,15,506.1583816
2023-06-08 06:45,Saltwater,30,641.10902
2023-06-08 06:45,Saltwater,50,692.84078
2023-06-08 06:45,Freshwater,5,567.188538
2023-06-08 06:45,Freshwater,15,203.3886658
2023-06-08 06:45,Freshwater,30,320.07784
2023-06-08 06:45,Freshwater,50,770.99346
2023-06-08 06:50,Control,5,572.6926933
2023-06-08 06:50,Control,15,748.00372
2023-06-08 06:50,Control,30,738.7693133
2023-06-08 06:50,Control,50,786.2231833
2023-06-08 06:50,Saltwater,5,498.5331633
2023-06-08 06:50,Saltwater,15,505.9290871
2023-06-08 06:50,Saltwater,30,641.07488
2023-06-08 06:50,Saltwater,50,692.77254
2023-06-08 06:50,Freshwater,5,567.3225487
2023-06-08 06:50,Freshwater,15,220.6215922
2023-06-08 06:50,Freshwater,30,320.2457
2023-06-08 06:50,Freshwater,50,770.84686
2023-06-08 06:55,Control,5,573.5813333
2023-06-08 06:55,Control,15,748.03796
2023-06-08 06:55,Control,30,738.9744933
2023-06-08 06:55,Control,50,786.1805583
2023-06-08 06:55,Saltwater,5,498.4403727
2023-06-08 06:55,Saltwater,15,505.3926779
2023-06-08 06:55,Saltwater,30,640.87016
2023-06-08 06:55,Saltwater,50,692.63604
2023-06-08 06:55,Freshwater,5,567.6065993
2023-06-08 06:55,Freshwater,15,225.7883204
2023-06-08 06:55,Freshwater,30,320.38392
2023-06-08 06:55,Freshwater,50,770.65448
2023-06-08 07:00,Control,5,574.0919933
2023-06-08 07:00,Control,15,748.06922
2023-06-08 07:00,Control,30,739.0399133
2023-06-08 07:00,Control,50,786.1346833
2023-06-08 07:00,Saltwater,5,498.38169
2023-06-08 07:00,Saltwater,15,505.2316274
2023-06-08 07:00,Saltwater,30,640.56302
2023-06-08 07:00,Saltwater,50,692.49954
2023-06-08 07:00,Freshwater,5,567.575906
2023-06-08 07:00,Freshwater,15,231.4986226
2023-06-08 07:00,Freshwater,30,319.6357
2023-06-08 07:00,Freshwater,50,770.61814
2023-06-08 07:05,Control,5,574.3347911
2023-06-08 07:05,Control,15,748.0627
2023-06-08 07:05,Control,30,739.1360333
2023-06-08 07:05,Control,50,786.1704083
2023-06-08 07:05,Saltwater,5,497.9476733
2023-06-08 07:05,Saltwater,15,505.0316947
2023-06-08 07:05,Saltwater,30,640.11942
2023-06-08 07:05,Saltwater,50,692.1583
2023-06-08 07:05,Freshwater,5,568.0929067
2023-06-08 07:05,Freshwater,15,240.7489509
2023-06-08 07:05,Freshwater,30,320.0830467
2023-06-08 07:05,Freshwater,50,770.5926467
2023-06-08 07:10,Control,5,575.0572889
2023-06-08 07:10,Control,15,748.05804
2023-06-08 07:10,Control,30,739.2339933
2023-06-08 07:10,Control,50,786.1653833
2023-06-08 07:10,Saltwater,5,498.7762027
2023-06-08 07:10,Saltwater,15,504.9340953
2023-06-08 07:10,Saltwater,30,640.56304
2023-06-08 07:10,Saltwater,50,692.4313
2023-06-08 07:10,Freshwater,5,568.0299233
2023-06-08 07:10,Freshwater,15,241.9774099
2023-06-08 07:10,Freshwater,30,320.4277933
2023-06-08 07:10,Freshwater,50,770.2578733
2023-06-08 07:15,Control,5,575.1014467
2023-06-08 07:15,Control,15,748.1977
2023-06-08 07:15,Control,30,739.4077133
2023-06-08 07:15,Control,50,786.2540083
2023-06-08 07:15,Saltwater,5,496.977198
2023-06-08 07:15,Saltwater,15,504.25643
2023-06-08 07:15,Saltwater,30,639.98294
2023-06-08 07:15,Saltwater,50,692.09004
2023-06-08 07:15,Freshwater,5,567.996866
2023-06-08 07:15,Freshwater,15,250.0035258
2023-06-08 07:15,Freshwater,30,320.36342
2023-06-08 07:15,Freshwater,50,770.32462
2023-06-08 07:20,Control,5,575.7344022
2023-06-08 07:20,Control,15,748.2687
2023-06-08 07:20,Control,30,739.4445933
2023-06-08 07:20,Control,50,786.2568833
2023-06-08 07:20,Saltwater,5,498.3517393
2023-06-08 07:20,Saltwater,15,503.7882533
2023-06-08 07:20,Saltwater,30,639.84644
2023-06-08 07:20,Saltwater,50,692.05592
2023-06-08 07:20,Freshwater,5,568.449294
2023-06-08 07:20,Freshwater,15,256.2289285
2023-06-08 07:20,Freshwater,30,320.46644
2023-06-08 07:20,Freshwater,50,770.1939
2023-06-08 07:25,Control,5,575.2703378
2023-06-08 07:25,Control,15,748.3006
2023-06-08 07:25,Control,30,739.6131733
2023-06-08 07:25,Control,50,786.2544583
2023-06-08 07:25,Saltwater,5,497.8153527
2023-06-08 07:25,Saltwater,15,503.1835867
2023-06-08 07:25,Saltwater,30,639.57344
2023-06-08 07:25,Saltwater,50,691.81706
2023-06-08 07:25,Freshwater,5,568.456962
2023-06-08 07:25,Freshwater,15,259.9387385
2023-06-08 07:25,Freshwater,30,320.56856
2023-06-08 07:25,Freshwater,50,769.71884
2023-06-08 07:30,Control,5,574.9732733
2023-06-08 07:30,Control,15,748.42928
2023-06-08 07:30,Control,30,739.7078333
2023-06-08 07:30,Control,50,786.3739583
2023-06-08 07:30,Saltwater,5,497.688418
2023-06-08 07:30,Saltwater,15,502.715428
2023-06-08 07:30,Saltwater,30,639.30044
2023-06-08 07:30,Saltwater,50,691.64646
2023-06-08 07:30,Freshwater,5,568.251662
2023-06-08 07:30,Freshwater,15,265.006814
2023-06-08 07:30,Freshwater,30,320.43
2023-06-08 07:30,Freshwater,50,770.01138
2023-06-08 07:35,Control,5,574.5368933
2023-06-08 07:35,Control,15,748.47514
2023-06-08 07:35,Control,30,739.8901933
2023-06-08 07:35,Control,50,786.3437833
2023-06-08 07:35,Saltwater,5,498.8192907
2023-06-08 07:35,Saltwater,15,502.7543287
2023-06-08 07:35,Saltwater,30,638.44736
2023-06-08 07:35,Saltwater,50,691.61234
2023-06-08 07:35,Freshwater,5,568.776148
2023-06-08 07:35,Freshwater,15,268.2126115
2023-06-08 07:35,Freshwater,30,320.39828
2023-06-08 07:35,Freshwater,50,769.7851
2023-06-08 07:40,Control,5,574.1208933
2023-06-08 07:40,Control,15,748.60308
2023-06-08 07:40,Control,30,739.9499733
2023-06-08 07:40,Control,50,786.3344083
2023-06-08 07:40,Saltwater,5,497.9368273
2023-06-08 07:40,Saltwater,15,500.7116813
2023-06-08 07:40,Saltwater,30,638.5156
2023-06-08 07:40,Saltwater,50,691.16872
2023-06-08 07:40,Freshwater,5,568.64836
2023-06-08 07:40,Freshwater,15,270.6016781
2023-06-08 07:40,Freshwater,30,320.56854
2023-06-08 07:40,Freshwater,50,769.6167
2023-06-08 07:45,Control,5,574.3352733
2023-06-08 07:45,Control,15,748.5486
2023-06-08 07:45,Control,30,740.1002533
2023-06-08 07:45,Control,50,786.2637833
2023-06-08 07:45,Saltwater,5,496.57668
2023-06-08 07:45,Saltwater,15,502.559172
2023-06-08 07:45,Saltwater,30,638.58384
2023-06-08 07:45,Saltwater,50,690.79334
2023-06-08 07:45,Freshwater,5,568.553656
2023-06-08 07:45,Freshwater,15,272.6846908
2023-06-08 07:45,Freshwater,30,320.26264
2023-06-08 07:45,Freshwater,50,769.61686
2023-06-08 07:50,Control,5,574.9796933
2023-06-08 07:50,Control,15,748.6899667
2023-06-08 07:50,Control,30,740.2639733
2023-06-08 07:50,Control,50,786.3414333
2023-06-08 07:50,Saltwater,5,497.3370113
2023-06-08 07:50,Saltwater,15,500.6871407
2023-06-08 07:50,Saltwater,30,637.56012
2023-06-08 07:50,Saltwater,50,691.06634
2023-06-08 07:50,Freshwater,5,569.2382507
2023-06-08 07:50,Freshwater,15,274.7241422
2023-06-08 07:50,Freshwater,30,320.7385
2023-06-08 07:50,Freshwater,50,769.141
2023-06-08 07:55,Control,5,575.1521533
2023-06-08 07:55,Control,15,748.8067933
2023-06-08 07:55,Control,30,740.3004333
2023-06-08 07:55,Control,50,786.3866583
2023-06-08 07:55,Saltwater,5,498.3702667
2023-06-08 07:55,Saltwater,15,501.1355393
2023-06-08 07:55,Saltwater,30,637.38954
2023-06-08 07:55,Saltwater,50,691.23698
2023-06-08 07:55,Freshwater,5,569.1070873
2023-06-08 07:55,Freshwater,15,276.5596044
2023-06-08 07:55,Freshwater,30,320.70454
2023-06-08 07:55,Freshwater,50,768.69912
2023-06-08 08:00,Control,5,574.9854333
2023-06-08 08:00,Control,15,748.85908
2023-06-08 08:00,Control,30,740.4773533
2023-06-08 08:00,Control,50,786.5213583
2023-06-08 08:00,Saltwater,5,497.833866
2023-06-08 08:00,Saltwater,15,500.901464
2023-06-08 08:00,Saltwater,30,638.00376
2023-06-08 08:00,Saltwater,50,690.5545
2023-06-08 08:00,Freshwater,5,569.111884
2023-06-08 08:00,Freshwater,15,278.3951004
2023-06-08 08:00,Freshwater,30,320.73852
2023-06-08 08:00,Freshwater,50,769.31094
2023-06-08 08:05,Control,5,574.2962533
2023-06-08 08:05,Control,15,748.95328
2023-06-08 08:05,Control,30,740.5033533
2023-06-08 08:05,Control,50,786.5124583
2023-06-08 08:05,Saltwater,5,498.250512
2023-06-08 08:05,Saltwater,15,500.423728
2023-06-08 08:05,Saltwater,30,637.56012
2023-06-08 08:05,Saltwater,50,690.89574
2023-06-08 08:05,Freshwater,5,569.42776
2023-06-08 08:05,Freshwater,15,279.3120126
2023-06-08 08:05,Freshwater,30,320.83916
2023-06-08 08:05,Freshwater,50,769.13416
2023-06-08 08:10,Control,5,574.1258733
2023-06-08 08:10,Control,15,748.8856
2023-06-08 08:10,Control,30,740.7090533
2023-06-08 08:10,Control,50,786.4277833
2023-06-08 08:10,Saltwater,5,498.360072
2023-06-08 08:10,Saltwater,15,500.218994
2023-06-08 08:10,Saltwater,30,637.6284
2023-06-08 08:10,Saltwater,50,690.5204
2023-06-08 08:10,Freshwater,5,569.407674
2023-06-08 08:10,Freshwater,15,280.875441
2023-06-08 08:10,Freshwater,30,320.87302
2023-06-08 08:10,Freshwater,50,769.0655
2023-06-08 08:15,Control,5,574.3018133
2023-06-08 08:15,Control,15,749.09816
2023-06-08 08:15,Control,30,740.8531533
2023-06-08 08:15,Control,50,786.4785083
2023-06-08 08:15,Saltwater,5,498.333144
2023-06-08 08:15,Saltwater,15,500.048354
2023-06-08 08:15,Saltwater,30,637.45776
2023-06-08 08:15,Saltwater,50,690.62276
2023-06-08 08:15,Freshwater,5,569.65441
2023-06-08 08:15,Freshwater,15,282.4378808
2023-06-08 08:15,Freshwater,30,320.32748
2023-06-08 08:15,Freshwater,50,769.09084
2023-06-08 08:20,Control,5,574.2920733
2023-06-08 08:20,Control,15,749.08376
2023-06-08 08:20,Control,30,740.9415133
2023-06-08 08:20,Control,50,786.5058083
2023-06-08 08:20,Saltwater,5,498.3109907
2023-06-08 08:20,Saltwater,15,499.789722
2023-06-08 08:20,Saltwater,30,637.2577867
2023-06-08 08:20,Saltwater,50,690.2862867
2023-06-08 08:20,Freshwater,5,569.801808
2023-06-08 08:20,Freshwater,15,284.1423455
2023-06-08 08:20,Freshwater,30,320.79648
2023-06-08 08:20,Freshwater,50,768.7159
2023-06-08 08:25,Control,5,573.8043533
2023-06-08 08:25,Control,15,749.1725
2023-06-08 08:25,Control,30,740.9621333
2023-06-08 08:25,Control,50,786.4910833
2023-06-08 08:25,Saltwater,5,497.6063293
2023-06-08 08:25,Saltwater,15,499.599364
2023-06-08 08:25,Saltwater,30,637.1943333
2023-06-08 08:25,Saltwater,50,690.0863133
2023-06-08 08:25,Freshwater,5,569.52304
2023-06-08 08:25,Freshwater,15,286.7335283
2023-06-08 08:25,Freshwater,30,320.86238
2023-06-08 08:25,Freshwater,50,768.39932
2023-06-08 08:30,Control,5,574.2550733
2023-06-08 08:30,Control,15,749.1479
2023-06-08 08:30,Control,30,741.1765933
2023-06-08 08:30,Control,50,786.5440083
2023-06-08 08:30,Saltwater,5,497.925424
2023-06-08 08:30,Saltwater,15,499.170088
2023-06-08 08:30,Saltwater,30,636.78964
2023-06-08 08:30,Saltwater,50,689.9205
2023-06-08 08:30,Freshwater,5,569.97147
2023-06-08 08:30,Freshwater,15,288.6477774
2023-06-08 08:30,Freshwater,30,321.47616
2023-06-08 08:30,Freshwater,50,768.8514
2023-06-08 08:35,Control,5,573.8497511
2023-06-08 08:35,Control,15,749.24568
2023-06-08 08:35,Control,30,741.1377533
2023-06-08 08:35,Control,50,786.4962333
2023-06-08 08:35,Saltwater,5,498.2032107
2023-06-08 08:35,Saltwater,15,499.033616
2023-06-08 08:35,Saltwater,30,636.9015733
2023-06-08 08:35,Saltwater,50,690.1689333
2023-06-08 08:35,Freshwater,5,569.9759473
2023-06-08 08:35,Freshwater,15,288.9913401
2023-06-08 08:35,Freshwater,30,320.8336267
2023-06-08 08:35,Freshwater,50,768.0325667
2023-06-08 08:40,Control,5,573.6796089
2023-06-08 08:40,Control,15,749.23488
2023-06-08 08:40,Control,30,741.3321533
2023-06-08 08:40,Control,50,786.6128333
2023-06-08 08:40,Saltwater,5,498.1397293
2023-06-08 08:40,Saltwater,15,498.69234
2023-06-08 08:40,Saltwater,30,636.7746667
2023-06-08 08:40,Saltwater,50,689.8372667
2023-06-08 08:40,Freshwater,5,569.6621047
2023-06-08 08:40,Freshwater,15,290.9974643
2023-06-08 08:40,Freshwater,30,320.9350333
2023-06-08 08:40,Freshwater,50,768.4179933
2023-06-08 08:45,Control,5,573.2449267
2023-06-08 08:45,Control,15,749.33982
2023-06-08 08:45,Control,30,741.4028933
2023-06-08 08:45,Control,50,786.6154333
2023-06-08 08:45,Saltwater,5,498.008034
2023-06-08 08:45,Saltwater,15,498.351098
2023-06-08 08:45,Saltwater,30,636.68184
2023-06-08 08:45,Saltwater,50,689.81272
2023-06-08 08:45,Freshwater,5,569.939198
2023-06-08 08:45,Freshwater,15,292.3266728
2023-06-08 08:45,Freshwater,30,320.87056
2023-06-08 08:45,Freshwater,50,768.34808
2023-06-08 08:50,Control,5,573.0780222
2023-06-08 08:50,Control,15,749.4587
2023-06-08 08:50,Control,30,741.5219933
2023-06-08 08:50,Control,50,786.6390833
2023-06-08 08:50,Saltwater,5,498.0819493
2023-06-08 08:50,Saltwater,15,497.835372
2023-06-08 08:50,Saltwater,30,636.67606
2023-06-08 08:50,Saltwater,50,689.56732
2023-06-08 08:50,Freshwater,5,569.9182753
2023-06-08 08:50,Freshwater,15,293.8955649
2023-06-08 08:50,Freshwater,30,321.1482667
2023-06-08 08:50,Freshwater,50,768.1543667
2023-06-08 08:55,Control,5,573.1150178
2023-06-08 08:55,Control,15,749.54162
2023-06-08 08:55,Control,30,741.6052333
2023-06-08 08:55,Control,50,786.5327083
2023-06-08 08:55,Saltwater,5,497.8560507
2023-06-08 08:55,Saltwater,15,497.122176
2023-06-08 08:55,Saltwater,30,636.30576
2023-06-08 08:55,Saltwater,50,689.19764
2023-06-08 08:55,Freshwater,5,569.2445647
2023-06-08 08:55,Freshwater,15,296.4144009
2023-06-08 08:55,Freshwater,30,320.8460933
2023-06-08 08:55,Freshwater,50,768.0855733
2023-06-08 09:00,Control,5,572.8886533
2023-06-08 09:00,Control,15,749.4003
2023-06-08 09:00,Control,30,741.6690333
2023-06-08 09:00,Control,50,786.6132083
2023-06-08 09:00,Saltwater,5,499.50277
2023-06-08 09:00,Saltwater,15,498.3157
2023-06-08 09:00,Saltwater,30,635.96334
2023-06-08 09:00,Saltwater,50,688.61622
2023-06-08 09:00,Freshwater,5,569.7294
2023-06-08 09:00,Freshwater,15,298.3562062
2023-06-08 09:00,Freshwater,30,320.85072
2023-06-08 09:00,Freshwater,50,768.15754
2023-06-08 09:05,Control,5,572.4417133
2023-06-08 09:05,Control,15,749.5791067
2023-06-08 09:05,Control,30,741.9042933
2023-06-08 09:05,Control,50,786.6089083
2023-06-08 09:05,Saltwater,5,496.5959217
2023-06-08 09:05,Saltwater,15,495.5501513
2023-06-08 09:05,Saltwater,30,636.18562
2023-06-08 09:05,Saltwater,50,689.28006
2023-06-08 09:05,Freshwater,5,570.3168387
2023-06-08 09:05,Freshwater,15,299.9207064
2023-06-08 09:05,Freshwater,30,321.5754933
2023-06-08 09:05,Freshwater,50,767.6988933
2023-06-08 09:10,Control,5,572.3939933
2023-06-08 09:10,Control,15,749.5708333
2023-06-08 09:10,Control,30,741.9526733
2023-06-08 09:10,Control,50,786.7154083
2023-06-08 09:10,Saltwater,5,497.6668193
2023-06-08 09:10,Saltwater,15,497.3765307
2023-06-08 09:10,Saltwater,30,636.02734
2023-06-08 09:10,Saltwater,50,689.19158
2023-06-08 09:10,Freshwater,5,569.9435193
2023-06-08 09:10,Freshwater,15,300.7352736
2023-06-08 09:10,Freshwater,30,321.0739867
2023-06-08 09:10,Freshwater,50,767.9058067
2023-06-08 09:15,Control,5,572.4809933
2023-06-08 09:15,Control,15,749.73052
2023-06-08 09:15,Control,30,741.8957133
2023-06-08 09:15,Control,50,786.6052833
2023-06-08 09:15,Saltwater,5,497.663642
2023-06-08 09:15,Saltwater,15,496.422724
2023-06-08 09:15,Saltwater,30,635.9473
2023-06-08 09:15,Saltwater,50,688.93946
2023-06-08 09:15,Freshwater,5,569.709792
2023-06-08 09:15,Freshwater,15,299.1038472
2023-06-08 09:15,Freshwater,30,321.28726
2023-06-08 09:15,Freshwater,50,767.7105
2023-06-08 09:20,Control,5,572.4814311
2023-06-08 09:20,Control,15,749.75346
2023-06-08 09:20,Control,30,742.0554333
2023-06-08 09:20,Control,50,786.6359583
2023-06-08 09:20,Saltwater,5,497.2012647
2023-06-08 09:20,Saltwater,15,496.3943453
2023-06-08 09:20,Saltwater,30,636.14634
2023-06-08 09:20,Saltwater,50,688.1482
2023-06-08 09:20,Freshwater,5,569.879688
2023-06-08 09:20,Freshwater,15,297.5453339
2023-06-08 09:20,Freshwater,30,321.32126
2023-06-08 09:20,Freshwater,50,767.64252
2023-06-08 09:25,Control,5,572.0739689
2023-06-08 09:25,Control,15,749.7795
2023-06-08 09:25,Control,30,742.1841333
2023-06-08 09:25,Control,50,786.7554333
2023-06-08 09:25,Saltwater,5,498.2285633
2023-06-08 09:25,Saltwater,15,495.6720427
2023-06-08 09:25,Saltwater,30,635.23634
2023-06-08 09:25,Saltwater,50,687.95194
2023-06-08 09:25,Freshwater,5,569.980346
2023-06-08 09:25,Freshwater,15,296.1224635
2023-06-08 09:25,Freshwater,30,320.67514
2023-06-08 09:25,Freshwater,50,767.67444
2023-06-08 09:30,Control,5,571.7045267
2023-06-08 09:30,Control,15,749.81128
2023-06-08 09:30,Control,30,742.2159333
2023-06-08 09:30,Control,50,786.6674583
2023-06-08 09:30,Saltwater,5,496.613054
2023-06-08 09:30,Saltwater,15,497.049486
2023-06-08 09:30,Saltwater,30,635.3433
2023-06-08 09:30,Saltwater,50,688.94658
2023-06-08 09:30,Freshwater,5,570.15009
2023-06-08 09:30,Freshwater,15,294.7338744
2023-06-08 09:30,Freshwater,30,321.2868
2023-06-08 09:30,Freshwater,50,767.4703
2023-06-08 09:35,Control,5,571.6538867
2023-06-08 09:35,Control,15,749.8669667
2023-06-08 09:35,Control,30,742.2600333
2023-06-08 09:35,Control,50,786.7693083
2023-06-08 09:35,Saltwater,5,496.3388375
2023-06-08 09:35,Saltwater,15,494.8986927
2023-06-08 09:35,Saltwater,30,634.95904
2023-06-08 09:35,Saltwater,50,689.68714
2023-06-08 09:35,Freshwater,5,569.9713673
2023-06-08 09:35,Freshwater,15,293.6466172
2023-06-08 09:35,Freshwater,30,321.35516
2023-06-08 09:35,Freshwater,50,767.20032
2023-06-08 09:40,Control,5,571.2727067
2023-06-08 09:40,Control,15,749.9392533
2023-06-08 09:40,Control,30,742.3545933
2023-06-08 09:40,Control,50,786.6752333
2023-06-08 09:40,Saltwater,5,497.1267633
2023-06-08 09:40,Saltwater,15,494.7995173
2023-06-08 09:40,Saltwater,30,635.9802
2023-06-08 09:40,Saltwater,50,687.53488
2023-06-08 09:40,Freshwater,5,569.8594727
2023-06-08 09:40,Freshwater,15,292.8310234
2023-06-08 09:40,Freshwater,30,321.21928
2023-06-08 09:40,Freshwater,50,767.33646
2023-06-08 09:45,Control,5,571.8837867
2023-06-08 09:45,Control,15,750.08202
2023-06-08 09:45,Control,30,742.4854933
2023-06-08 09:45,Control,50,786.6690583
2023-06-08 09:45,Saltwater,5,497.340162
2023-06-08 09:45,Saltwater,15,493.921032
2023-06-08 09:45,Saltwater,30,635.09882
2023-06-08 09:45,Saltwater,50,688.59906
2023-06-08 09:45,Freshwater,5,569.948908
2023-06-08 09:45,Freshwater,15,290.7234184
2023-06-08 09:45,Freshwater,30,321.32048
2023-06-08 09:45,Freshwater,50,766.75484
2023-06-08 09:50,Control,5,571.6099867
2023-06-08 09:50,Control,15,750.08132
2023-06-08 09:50,Control,30,742.5690289
2023-06-08 09:50,Control,50,786.6842139
2023-06-08 09:50,Saltwater,5,497.291588
2023-06-08 09:50,Saltwater,15,494.759704
2023-06-08 09:50,Saltwater,30,634.8434067
2023-06-08 09:50,Saltwater,50,688.3750467
2023-06-08 09:50,Freshwater,5,569.812046
2023-06-08 09:50,Freshwater,15,291.1018299
2023-06-08 09:50,Freshwater,30,321.18426
2023-06-08 09:50,Freshwater,50,767.05936
2023-06-08 09:55,Control,5,571.5416467
2023-06-08 09:55,Control,15,750.14964
2023-06-08 09:55,Control,30,742.7216444
2023-06-08 09:55,Control,50,786.7855944
2023-06-08 09:55,Saltwater,5,496.791784
2023-06-08 09:55,Saltwater,15,495.112786
2023-06-08 09:55,Saltwater,30,635.1388933
2023-06-08 09:55,Saltwater,50,688.1950933
2023-06-08 09:55,Freshwater,5,569.951082
2023-06-08 09:55,Freshwater,15,291.4131775
2023-06-08 09:55,Freshwater,30,320.9133
2023-06-08 09:55,Freshwater,50,766.8602
2023-06-08 10:00,Control,5,571.2683267
2023-06-08 10:00,Control,15,750.11548
2023-06-08 10:00,Control,30,742.84012
2023-06-08 10:00,Control,50,786.75885
2023-06-08 10:00,Saltwater,5,496.61202
2023-06-08 10:00,Saltwater,15,493.704822
2023-06-08 10:00,Saltwater,30,635.40302
2023-06-08 10:00,Saltwater,50,687.97984
2023-06-08 10:00,Freshwater,5,569.713478
2023-06-08 10:00,Freshwater,15,291.2820646
2023-06-08 10:00,Freshwater,30,321.42318
2023-06-08 10:00,Freshwater,50,766.7927
2023-06-08 10:05,Control,5,570.4563244
2023-06-08 10:05,Control,15,750.2521
2023-06-08 10:05,Control,30,742.9426
2023-06-08 10:05,Control,50,786.80155
2023-06-08 10:05,Saltwater,5,496.1919713
2023-06-08 10:05,Saltwater,15,491.8056987
2023-06-08 10:05,Saltwater,30,635.70942
2023-06-08 10:05,Saltwater,50,687.97914
2023-06-08 10:05,Freshwater,5,568.791062
2023-06-08 10:05,Freshwater,15,291.1206569
2023-06-08 10:05,Freshwater,30,320.64006
2023-06-08 10:05,Freshwater,50,766.5133
2023-06-08 10:10,Control,5,571.0109622
2023-06-08 10:10,Control,15,750.42296
2023-06-08 10:10,Control,30,743.07928
2023-06-08 10:10,Control,50,786.75885
2023-06-08 10:10,Saltwater,5,496.3845335
2023-06-08 10:10,Saltwater,15,489.9051293
2023-06-08 10:10,Saltwater,30,635.87714
2023-06-08 10:10,Saltwater,50,687.8735
2023-06-08 10:10,Freshwater,5,569.460424
2023-06-08 10:10,Freshwater,15,290.9919989
2023-06-08 10:10,Freshwater,30,321.31658
2023-06-08 10:10,Freshwater,50,766.53128
2023-06-08 10:15,Control,5,570.84814
2023-06-08 10:15,Control,15,750.3546
2023-06-08 10:15,Control,30,743.11342
2023-06-08 10:15,Control,50,786.80155
2023-06-08 10:15,Saltwater,5,496.0731306
2023-06-08 10:15,Saltwater,15,492.277036
2023-06-08 10:15,Saltwater,30,635.95406
2023-06-08 10:15,Saltwater,50,687.7127
2023-06-08 10:15,Freshwater,5,569.42478
2023-06-08 10:15,Freshwater,15,290.6953452
2023-06-08 10:15,Freshwater,30,321.14616
2023-06-08 10:15,Freshwater,50,765.78114
2023-06-08 10:20,Control,5,571.3082156
2023-06-08 10:20,Control,15,750.38878
2023-06-08 10:20,Control,30,743.2159
2023-06-08 10:20,Control,50,786.88695
2023-06-08 10:20,Saltwater,5,496.0778802
2023-06-08 10:20,Saltwater,15,492.80066
2023-06-08 10:20,Saltwater,30,635.8342533
2023-06-08 10:20,Saltwater,50,687.4231533
