do_percent_sat,depth,plot,datetime_est
81.214,5,Freshwater,2023-06-04 23:35:00
81.233,5,Freshwater,2023-06-04 23:40:00
81.188,5,Freshwater,2023-06-04 23:45:00
81.207,5,Freshwater,2023-06-04 23:50:00
81.286,5,Freshwater,2023-06-04 23:55:00
81.16,5,Freshwater,2023-06-05
81.263,5,Freshwater,2023-06-05 00:05:00
81.189,5,Freshwater,2023-06-05 00:10:00
81.182,5,Freshwater,2023-06-05 00:15:00
81.2,5,Freshwater,2023-06-05 00:20:00
81.178,5,Freshwater,2023-06-05 00:25:00
81.167,5,Freshwater,2023-06-05 00:30:00
81.182,5,Freshwater,2023-06-05 00:35:00
81.189,5,Freshwater,2023-06-05 00:40:00
81.169,5,Freshwater,2023-06-05 00:45:00
81.232,5,Freshwater,2023-06-05 00:50:00
81.174,5,Freshwater,2023-06-05 00:55:00
81.142,5,Freshwater,2023-06-05 01:00:00
81.111,5,Freshwater,2023-06-05 01:05:00
81.108,5,Freshwater,2023-06-05 01:10:00
81.24,5,Freshwater,2023-06-05 01:15:00
81.206,5,Freshwater,2023-06-05 01:20:00
81.258,5,Freshwater,2023-06-05 01:25:00
81.185,5,Freshwater,2023-06-05 01:30:00
81.159,5,Freshwater,2023-06-05 01:35:00
81.217,5,Freshwater,2023-06-05 01:40:00
81.246,5,Freshwater,2023-06-05 01:45:00
81.147,5,Freshwater,2023-06-05 01:50:00
81.174,5,Freshwater,2023-06-05 01:55:00
81.167,5,Freshwater,2023-06-05 02:00:00
81.107,5,Freshwater,2023-06-05 02:05:00
81.244,5,Freshwater,2023-06-05 02:10:00
81.168,5,Freshwater,2023-06-05 02:15:00
81.2,5,Freshwater,2023-06-05 02:20:00
81.194,5,Freshwater,2023-06-05 02:25:00
81.077,5,Freshwater,2023-06-05 02:30:00
81.192,5,Freshwater,2023-06-05 02:35:00
81.109,5,Freshwater,2023-06-05 02:40:00
81.115,5,Freshwater,2023-06-05 02:45:00
81.218,5,Freshwater,2023-06-05 02:50:00
81.172,5,Freshwater,2023-06-05 02:55:00
81.076,5,Freshwater,2023-06-05 03:00:00
81.093,5,Freshwater,2023-06-05 03:05:00
81.133,5,Freshwater,2023-06-05 03:10:00
81.154,5,Freshwater,2023-06-05 03:15:00
81.174,5,Freshwater,2023-06-05 03:20:00
81.168,5,Freshwater,2023-06-05 03:25:00
81.14,5,Freshwater,2023-06-05 03:30:00
81.179,5,Freshwater,2023-06-05 03:35:00
81.135,5,Freshwater,2023-06-05 03:40:00
81.145,5,Freshwater,2023-06-05 03:45:00
81.142,5,Freshwater,2023-06-05 03:50:00
81.167,5,Freshwater,2023-06-05 03:55:00
81.133,5,Freshwater,2023-06-05 04:00:00
81.081,5,Freshwater,2023-06-05 04:05:00
81.133,5,Freshwater,2023-06-05 04:10:00
81.093,5,Freshwater,2023-06-05 04:15:00
81.096,5,Freshwater,2023-06-05 04:20:00
81.204,5,Freshwater,2023-06-05 04:25:00
81.103,5,Freshwater,2023-06-05 04:30:00
81.149,5,Freshwater,2023-06-05 04:35:00
81.131,5,Freshwater,2023-06-05 04:40:00
81.135,5,Freshwater,2023-06-05 04:45:00
81.194,5,Freshwater,2023-06-05 04:50:00
81.071,5,Freshwater,2023-06-05 04:55:00
81.146,5,Freshwater,2023-06-05 05:00:00
81.11,5,Freshwater,2023-06-05 05:05:00
81.014,5,Freshwater,2023-06-05 05:10:00
81.128,5,Freshwater,2023-06-05 05:15:00
81.101,5,Freshwater,2023-06-05 05:20:00
81.05,5,Freshwater,2023-06-05 05:25:00
81.026,5,Freshwater,2023-06-05 05:30:00
81.079,5,Freshwater,2023-06-05 05:35:00
81.088,5,Freshwater,2023-06-05 05:40:00
81.111,5,Freshwater,2023-06-05 05:45:00
81.048,5,Freshwater,2023-06-05 05:50:00
81.056,5,Freshwater,2023-06-05 05:55:00
81.084,5,Freshwater,2023-06-05 06:00:00
81.108,5,Freshwater,2023-06-05 06:05:00
83.327,10,Freshwater,2023-06-04 18:05:00
83.351,10,Freshwater,2023-06-04 18:10:00
83.358,10,Freshwater,2023-06-04 18:15:00
83.317,10,Freshwater,2023-06-04 18:20:00
83.271,10,Freshwater,2023-06-04 18:25:00
83.265,10,Freshwater,2023-06-04 18:30:00
83.28,10,Freshwater,2023-06-04 18:35:00
83.327,10,Freshwater,2023-06-04 18:40:00
83.202,10,Freshwater,2023-06-04 18:45:00
83.18,10,Freshwater,2023-06-04 18:50:00
83.165,10,Freshwater,2023-06-04 18:55:00
83.219,10,Freshwater,2023-06-04 19:00:00
83.176,10,Freshwater,2023-06-04 19:05:00
83.14,10,Freshwater,2023-06-04 19:10:00
83.164,10,Freshwater,2023-06-04 19:15:00
83.111,10,Freshwater,2023-06-04 19:20:00
83.076,10,Freshwater,2023-06-04 19:25:00
83.133,10,Freshwater,2023-06-04 19:30:00
83.101,10,Freshwater,2023-06-04 19:35:00
83.121,10,Freshwater,2023-06-04 19:40:00
83.133,10,Freshwater,2023-06-04 19:45:00
83.024,10,Freshwater,2023-06-04 19:50:00
83.014,10,Freshwater,2023-06-04 19:55:00
83.036,10,Freshwater,2023-06-04 20:00:00
82.989,10,Freshwater,2023-06-04 20:05:00
82.978,10,Freshwater,2023-06-04 20:10:00
82.984,10,Freshwater,2023-06-04 20:15:00
83.033,10,Freshwater,2023-06-04 20:20:00
82.942,10,Freshwater,2023-06-04 20:25:00
82.949,10,Freshwater,2023-06-04 20:30:00
82.899,10,Freshwater,2023-06-04 20:35:00
82.94,10,Freshwater,2023-06-04 20:40:00
82.905,10,Freshwater,2023-06-04 20:45:00
82.882,10,Freshwater,2023-06-04 20:50:00
82.89,10,Freshwater,2023-06-04 20:55:00
82.945,10,Freshwater,2023-06-04 21:00:00
82.922,10,Freshwater,2023-06-04 21:05:00
82.875,10,Freshwater,2023-06-04 21:10:00
82.825,10,Freshwater,2023-06-04 21:15:00
82.883,10,Freshwater,2023-06-04 21:20:00
82.902,10,Freshwater,2023-06-04 21:25:00
82.842,10,Freshwater,2023-06-04 21:30:00
82.847,10,Freshwater,2023-06-04 21:35:00
82.837,10,Freshwater,2023-06-04 21:40:00
82.803,10,Freshwater,2023-06-04 21:45:00
82.769,10,Freshwater,2023-06-04 21:50:00
82.838,10,Freshwater,2023-06-04 21:55:00
82.74,10,Freshwater,2023-06-04 22:00:00
82.785,10,Freshwater,2023-06-04 22:05:00
82.764,10,Freshwater,2023-06-04 22:10:00
82.775,10,Freshwater,2023-06-04 22:15:00
82.77,10,Freshwater,2023-06-04 22:20:00
82.782,10,Freshwater,2023-06-04 22:25:00
82.796,10,Freshwater,2023-06-04 22:30:00
82.756,10,Freshwater,2023-06-04 22:35:00
82.743,10,Freshwater,2023-06-04 22:40:00
82.751,10,Freshwater,2023-06-04 22:45:00
82.742,10,Freshwater,2023-06-04 22:50:00
82.729,10,Freshwater,2023-06-04 22:55:00
82.741,10,Freshwater,2023-06-04 23:00:00
82.717,10,Freshwater,2023-06-04 23:05:00
82.727,10,Freshwater,2023-06-04 23:10:00
82.67,10,Freshwater,2023-06-04 23:15:00
82.632,10,Freshwater,2023-06-04 23:20:00
82.71,10,Freshwater,2023-06-04 23:25:00
82.668,10,Freshwater,2023-06-04 23:30:00
82.639,10,Freshwater,2023-06-04 23:35:00
82.651,10,Freshwater,2023-06-04 23:40:00
82.679,10,Freshwater,2023-06-04 23:45:00
82.68,10,Freshwater,2023-06-04 23:50:00
82.654,10,Freshwater,2023-06-04 23:55:00
82.675,10,Freshwater,2023-06-05
82.692,10,Freshwater,2023-06-05 00:05:00
82.616,10,Freshwater,2023-06-05 00:10:00
82.596,10,Freshwater,2023-06-05 00:15:00
82.587,10,Freshwater,2023-06-05 00:20:00
82.623,10,Freshwater,2023-06-05 00:25:00
82.622,10,Freshwater,2023-06-05 00:30:00
82.599,10,Freshwater,2023-06-05 00:35:00
82.619,10,Freshwater,2023-06-05 00:40:00
82.551,10,Freshwater,2023-06-05 00:45:00
82.655,10,Freshwater,2023-06-05 00:50:00
82.568,10,Freshwater,2023-06-05 00:55:00
82.588,10,Freshwater,2023-06-05 01:00:00
82.534,10,Freshwater,2023-06-05 01:05:00
82.55,10,Freshwater,2023-06-05 01:10:00
82.523,10,Freshwater,2023-06-05 01:15:00
82.561,10,Freshwater,2023-06-05 01:20:00
82.532,10,Freshwater,2023-06-05 01:25:00
82.457,10,Freshwater,2023-06-05 01:30:00
82.533,10,Freshwater,2023-06-05 01:35:00
82.453,10,Freshwater,2023-06-05 01:40:00
82.443,10,Freshwater,2023-06-05 01:45:00
82.467,10,Freshwater,2023-06-05 01:50:00
82.417,10,Freshwater,2023-06-05 01:55:00
82.474,10,Freshwater,2023-06-05 02:00:00
82.384,10,Freshwater,2023-06-05 02:05:00
82.369,10,Freshwater,2023-06-05 02:10:00
82.402,10,Freshwater,2023-06-05 02:15:00
82.34,10,Freshwater,2023-06-05 02:20:00
82.401,10,Freshwater,2023-06-05 02:25:00
82.411,10,Freshwater,2023-06-05 02:30:00
82.378,10,Freshwater,2023-06-05 02:35:00
82.294,10,Freshwater,2023-06-05 02:40:00
82.343,10,Freshwater,2023-06-05 02:45:00
82.324,10,Freshwater,2023-06-05 02:50:00
82.35,10,Freshwater,2023-06-05 02:55:00
82.396,10,Freshwater,2023-06-05 03:00:00
82.356,10,Freshwater,2023-06-05 03:05:00
82.386,10,Freshwater,2023-06-05 03:10:00
82.386,10,Freshwater,2023-06-05 03:15:00
82.314,10,Freshwater,2023-06-05 03:20:00
82.317,10,Freshwater,2023-06-05 03:25:00
82.315,10,Freshwater,2023-06-05 03:30:00
82.313,10,Freshwater,2023-06-05 03:35:00
82.299,10,Freshwater,2023-06-05 03:40:00
82.24,10,Freshwater,2023-06-05 03:45:00
82.325,10,Freshwater,2023-06-05 03:50:00
82.312,10,Freshwater,2023-06-05 03:55:00
82.277,10,Freshwater,2023-06-05 04:00:00
82.273,10,Freshwater,2023-06-05 04:05:00
82.205,10,Freshwater,2023-06-05 04:10:00
82.309,10,Freshwater,2023-06-05 04:15:00
82.386,10,Freshwater,2023-06-05 04:20:00
82.26,10,Freshwater,2023-06-05 04:25:00
82.268,10,Freshwater,2023-06-05 04:30:00
82.323,10,Freshwater,2023-06-05 04:35:00
82.308,10,Freshwater,2023-06-05 04:40:00
82.381,10,Freshwater,2023-06-05 04:45:00
82.247,10,Freshwater,2023-06-05 04:50:00
82.276,10,Freshwater,2023-06-05 04:55:00
82.289,10,Freshwater,2023-06-05 05:00:00
82.278,10,Freshwater,2023-06-05 05:05:00
82.258,10,Freshwater,2023-06-05 05:10:00
82.283,10,Freshwater,2023-06-05 05:15:00
82.158,10,Freshwater,2023-06-05 05:20:00
82.294,10,Freshwater,2023-06-05 05:25:00
82.207,10,Freshwater,2023-06-05 05:30:00
82.247,10,Freshwater,2023-06-05 05:35:00
82.248,10,Freshwater,2023-06-05 05:40:00
82.381,10,Freshwater,2023-06-05 05:45:00
82.236,10,Freshwater,2023-06-05 05:50:00
82.175,10,Freshwater,2023-06-05 05:55:00
82.246,10,Freshwater,2023-06-05 06:00:00
82.268,10,Freshwater,2023-06-05 06:05:00
82.259,20,Freshwater,2023-06-04 18:05:00
82.156,20,Freshwater,2023-06-04 18:10:00
82.196,20,Freshwater,2023-06-04 18:15:00
82.193,20,Freshwater,2023-06-04 18:20:00
82.249,20,Freshwater,2023-06-04 18:25:00
82.252,20,Freshwater,2023-06-04 18:30:00
82.2,20,Freshwater,2023-06-04 18:35:00
82.086,20,Freshwater,2023-06-04 18:40:00
82.136,20,Freshwater,2023-06-04 18:45:00
82.144,20,Freshwater,2023-06-04 18:50:00
82.203,20,Freshwater,2023-06-04 18:55:00
82.081,20,Freshwater,2023-06-04 19:00:00
82.106,20,Freshwater,2023-06-04 19:05:00
82.148,20,Freshwater,2023-06-04 19:10:00
82.137,20,Freshwater,2023-06-04 19:15:00
82.218,20,Freshwater,2023-06-04 19:20:00
82.102,20,Freshwater,2023-06-04 19:25:00
82.154,20,Freshwater,2023-06-04 19:30:00
82.053,20,Freshwater,2023-06-04 19:35:00
82.116,20,Freshwater,2023-06-04 19:40:00
82.098,20,Freshwater,2023-06-04 19:45:00
82.117,20,Freshwater,2023-06-04 19:50:00
82.103,20,Freshwater,2023-06-04 19:55:00
82.141,20,Freshwater,2023-06-04 20:00:00
82.016,20,Freshwater,2023-06-04 20:05:00
82.17,20,Freshwater,2023-06-04 20:10:00
82.105,20,Freshwater,2023-06-04 20:15:00
82.104,20,Freshwater,2023-06-04 20:20:00
82.105,20,Freshwater,2023-06-04 20:25:00
82.115,20,Freshwater,2023-06-04 20:30:00
82.074,20,Freshwater,2023-06-04 20:35:00
82.037,20,Freshwater,2023-06-04 20:40:00
82.144,20,Freshwater,2023-06-04 20:45:00
82.057,20,Freshwater,2023-06-04 20:50:00
82.04,20,Freshwater,2023-06-04 20:55:00
82.065,20,Freshwater,2023-06-04 21:00:00
82.144,20,Freshwater,2023-06-04 21:05:00
82.066,20,Freshwater,2023-06-04 21:10:00
82.099,20,Freshwater,2023-06-04 21:15:00
82.079,20,Freshwater,2023-06-04 21:20:00
82.096,20,Freshwater,2023-06-04 21:25:00
82.128,20,Freshwater,2023-06-04 21:30:00
82.127,20,Freshwater,2023-06-04 21:35:00
82.055,20,Freshwater,2023-06-04 21:40:00
82.113,20,Freshwater,2023-06-04 21:45:00
82.073,20,Freshwater,2023-06-04 21:50:00
82.049,20,Freshwater,2023-06-04 21:55:00
82.051,20,Freshwater,2023-06-04 22:00:00
82.03,20,Freshwater,2023-06-04 22:05:00
82.084,20,Freshwater,2023-06-04 22:10:00
82.048,20,Freshwater,2023-06-04 22:15:00
82.023,20,Freshwater,2023-06-04 22:20:00
82.015,20,Freshwater,2023-06-04 22:25:00
82.057,20,Freshwater,2023-06-04 22:30:00
82.068,20,Freshwater,2023-06-04 22:35:00
82.054,20,Freshwater,2023-06-04 22:40:00
82.03,20,Freshwater,2023-06-04 22:45:00
82.083,20,Freshwater,2023-06-04 22:50:00
82.058,20,Freshwater,2023-06-04 22:55:00
81.998,20,Freshwater,2023-06-04 23:00:00
82.056,20,Freshwater,2023-06-04 23:05:00
82.014,20,Freshwater,2023-06-04 23:10:00
82.067,20,Freshwater,2023-06-04 23:15:00
82.035,20,Freshwater,2023-06-04 23:20:00
81.971,20,Freshwater,2023-06-04 23:25:00
82.013,20,Freshwater,2023-06-04 23:30:00
81.967,20,Freshwater,2023-06-04 23:35:00
81.944,20,Freshwater,2023-06-04 23:40:00
82.021,20,Freshwater,2023-06-04 23:45:00
82.034,20,Freshwater,2023-06-04 23:50:00
82.026,20,Freshwater,2023-06-04 23:55:00
81.995,20,Freshwater,2023-06-05
81.945,20,Freshwater,2023-06-05 00:05:00
81.993,20,Freshwater,2023-06-05 00:10:00
81.942,20,Freshwater,2023-06-05 00:15:00
81.959,20,Freshwater,2023-06-05 00:20:00
81.967,20,Freshwater,2023-06-05 00:25:00
81.95,20,Freshwater,2023-06-05 00:30:00
81.959,20,Freshwater,2023-06-05 00:35:00
81.973,20,Freshwater,2023-06-05 00:40:00
81.997,20,Freshwater,2023-06-05 00:45:00
81.96,20,Freshwater,2023-06-05 00:50:00
81.999,20,Freshwater,2023-06-05 00:55:00
81.933,20,Freshwater,2023-06-05 01:00:00
81.984,20,Freshwater,2023-06-05 01:05:00
81.98,20,Freshwater,2023-06-05 01:10:00
81.997,20,Freshwater,2023-06-05 01:15:00
81.984,20,Freshwater,2023-06-05 01:20:00
81.926,20,Freshwater,2023-06-05 01:25:00
81.998,20,Freshwater,2023-06-05 01:30:00
81.943,20,Freshwater,2023-06-05 01:35:00
82.039,20,Freshwater,2023-06-05 01:40:00
81.904,20,Freshwater,2023-06-05 01:45:00
81.947,20,Freshwater,2023-06-05 01:50:00
81.932,20,Freshwater,2023-06-05 01:55:00
81.989,20,Freshwater,2023-06-05 02:00:00
81.946,20,Freshwater,2023-06-05 02:05:00
81.929,20,Freshwater,2023-06-05 02:10:00
81.927,20,Freshwater,2023-06-05 02:15:00
81.849,20,Freshwater,2023-06-05 02:20:00
81.935,20,Freshwater,2023-06-05 02:25:00
81.936,20,Freshwater,2023-06-05 02:30:00
81.911,20,Freshwater,2023-06-05 02:35:00
81.899,20,Freshwater,2023-06-05 02:40:00
81.89,20,Freshwater,2023-06-05 02:45:00
81.876,20,Freshwater,2023-06-05 02:50:00
81.884,20,Freshwater,2023-06-05 02:55:00
81.871,20,Freshwater,2023-06-05 03:00:00
81.929,20,Freshwater,2023-06-05 03:05:00
81.897,20,Freshwater,2023-06-05 03:10:00
81.89,20,Freshwater,2023-06-05 03:15:00
81.889,20,Freshwater,2023-06-05 03:20:00
81.798,20,Freshwater,2023-06-05 03:25:00
81.801,20,Freshwater,2023-06-05 03:30:00
81.874,20,Freshwater,2023-06-05 03:35:00
81.845,20,Freshwater,2023-06-05 03:40:00
81.857,20,Freshwater,2023-06-05 03:45:00
81.818,20,Freshwater,2023-06-05 03:50:00
81.85,20,Freshwater,2023-06-05 03:55:00
81.81,20,Freshwater,2023-06-05 04:00:00
81.783,20,Freshwater,2023-06-05 04:05:00
81.811,20,Freshwater,2023-06-05 04:10:00
81.82,20,Freshwater,2023-06-05 04:15:00
81.804,20,Freshwater,2023-06-05 04:20:00
81.893,20,Freshwater,2023-06-05 04:25:00
81.816,20,Freshwater,2023-06-05 04:30:00
81.821,20,Freshwater,2023-06-05 04:35:00
81.842,20,Freshwater,2023-06-05 04:40:00
81.891,20,Freshwater,2023-06-05 04:45:00
81.899,20,Freshwater,2023-06-05 04:50:00
81.863,20,Freshwater,2023-06-05 04:55:00
81.794,20,Freshwater,2023-06-05 05:00:00
81.85,20,Freshwater,2023-06-05 05:05:00
81.883,20,Freshwater,2023-06-05 05:10:00
81.793,20,Freshwater,2023-06-05 05:15:00
81.884,20,Freshwater,2023-06-05 05:20:00
81.829,20,Freshwater,2023-06-05 05:25:00
81.868,20,Freshwater,2023-06-05 05:30:00
81.803,20,Freshwater,2023-06-05 05:35:00
81.818,20,Freshwater,2023-06-05 05:40:00
81.805,20,Freshwater,2023-06-05 05:45:00
81.817,20,Freshwater,2023-06-05 05:50:00
81.853,20,Freshwater,2023-06-05 05:55:00
81.797,20,Freshwater,2023-06-05 06:00:00
81.823,20,Freshwater,2023-06-05 06:05:00
78.631,30,Freshwater,2023-06-04 18:05:00
78.52,30,Freshwater,2023-06-04 18:10:00
78.494,30,Freshwater,2023-06-04 18:15:00
78.512,30,Freshwater,2023-06-04 18:20:00
78.422,30,Freshwater,2023-06-04 18:25:00
78.472,30,Freshwater,2023-06-04 18:30:00
78.437,30,Freshwater,2023-06-04 18:35:00
78.399,30,Freshwater,2023-06-04 18:40:00
78.378,30,Freshwater,2023-06-04 18:45:00
78.377,30,Freshwater,2023-06-04 18:50:00
78.288,30,Freshwater,2023-06-04 18:55:00
78.431,30,Freshwater,2023-06-04 19:00:00
78.341,30,Freshwater,2023-06-04 19:05:00
78.365,30,Freshwater,2023-06-04 19:10:00
78.263,30,Freshwater,2023-06-04 19:15:00
78.268,30,Freshwater,2023-06-04 19:20:00
78.257,30,Freshwater,2023-06-04 19:25:00
78.292,30,Freshwater,2023-06-04 19:30:00
78.195,30,Freshwater,2023-06-04 19:35:00
78.216,30,Freshwater,2023-06-04 19:40:00
78.201,30,Freshwater,2023-06-04 19:45:00
78.278,30,Freshwater,2023-06-04 19:50:00
78.182,30,Freshwater,2023-06-04 19:55:00
78.306,30,Freshwater,2023-06-04 20:00:00
78.181,30,Freshwater,2023-06-04 20:05:00
78.197,30,Freshwater,2023-06-04 20:10:00
78.124,30,Freshwater,2023-06-04 20:15:00
78.193,30,Freshwater,2023-06-04 20:20:00
78.185,30,Freshwater,2023-06-04 20:25:00
78.222,30,Freshwater,2023-06-04 20:30:00
78.203,30,Freshwater,2023-06-04 20:35:00
78.128,30,Freshwater,2023-06-04 20:40:00
78.138,30,Freshwater,2023-06-04 20:45:00
78.133,30,Freshwater,2023-06-04 20:50:00
78.18,30,Freshwater,2023-06-04 20:55:00
78.138,30,Freshwater,2023-06-04 21:00:00
78.155,30,Freshwater,2023-06-04 21:05:00
78.175,30,Freshwater,2023-06-04 21:10:00
78.101,30,Freshwater,2023-06-04 21:15:00
78.145,30,Freshwater,2023-06-04 21:20:00
78.166,30,Freshwater,2023-06-04 21:25:00
78.118,30,Freshwater,2023-06-04 21:30:00
78.163,30,Freshwater,2023-06-04 21:35:00
78.202,30,Freshwater,2023-06-04 21:40:00
78.125,30,Freshwater,2023-06-04 21:45:00
78.202,30,Freshwater,2023-06-04 21:50:00
78.186,30,Freshwater,2023-06-04 21:55:00
78.165,30,Freshwater,2023-06-04 22:00:00
78.144,30,Freshwater,2023-06-04 22:05:00
78.126,30,Freshwater,2023-06-04 22:10:00
78.128,30,Freshwater,2023-06-04 22:15:00
78.215,30,Freshwater,2023-06-04 22:20:00
78.127,30,Freshwater,2023-06-04 22:25:00
78.114,30,Freshwater,2023-06-04 22:30:00
78.091,30,Freshwater,2023-06-04 22:35:00
78.101,30,Freshwater,2023-06-04 22:40:00
78.118,30,Freshwater,2023-06-04 22:45:00
78.179,30,Freshwater,2023-06-04 22:50:00
78.059,30,Freshwater,2023-06-04 22:55:00
78.136,30,Freshwater,2023-06-04 23:00:00
78.08,30,Freshwater,2023-06-04 23:05:00
78.098,30,Freshwater,2023-06-04 23:10:00
78.088,30,Freshwater,2023-06-04 23:15:00
78.033,30,Freshwater,2023-06-04 23:20:00
78.136,30,Freshwater,2023-06-04 23:25:00
78.061,30,Freshwater,2023-06-04 23:30:00
78.067,30,Freshwater,2023-06-04 23:35:00
77.998,30,Freshwater,2023-06-04 23:40:00
78.048,30,Freshwater,2023-06-04 23:45:00
78.055,30,Freshwater,2023-06-04 23:50:00
77.916,30,Freshwater,2023-06-04 23:55:00
77.93,30,Freshwater,2023-06-05
78.045,30,Freshwater,2023-06-05 00:05:00
77.952,30,Freshwater,2023-06-05 00:10:00
77.949,30,Freshwater,2023-06-05 00:15:00
78.001,30,Freshwater,2023-06-05 00:20:00
77.955,30,Freshwater,2023-06-05 00:25:00
77.957,30,Freshwater,2023-06-05 00:30:00
77.971,30,Freshwater,2023-06-05 00:35:00
77.947,30,Freshwater,2023-06-05 00:40:00
77.974,30,Freshwater,2023-06-05 00:45:00
78.004,30,Freshwater,2023-06-05 00:50:00
77.975,30,Freshwater,2023-06-05 00:55:00
77.986,30,Freshwater,2023-06-05 01:00:00
77.964,30,Freshwater,2023-06-05 01:05:00
77.991,30,Freshwater,2023-06-05 01:10:00
77.954,30,Freshwater,2023-06-05 01:15:00
78.025,30,Freshwater,2023-06-05 01:20:00
77.994,30,Freshwater,2023-06-05 01:25:00
77.986,30,Freshwater,2023-06-05 01:30:00
77.938,30,Freshwater,2023-06-05 01:35:00
77.967,30,Freshwater,2023-06-05 01:40:00
77.962,30,Freshwater,2023-06-05 01:45:00
78.024,30,Freshwater,2023-06-05 01:50:00
77.991,30,Freshwater,2023-06-05 01:55:00
77.987,30,Freshwater,2023-06-05 02:00:00
78.005,30,Freshwater,2023-06-05 02:05:00
78.015,30,Freshwater,2023-06-05 02:10:00
77.978,30,Freshwater,2023-06-05 02:15:00
77.943,30,Freshwater,2023-06-05 02:20:00
77.987,30,Freshwater,2023-06-05 02:25:00
78.028,30,Freshwater,2023-06-05 02:30:00
77.999,30,Freshwater,2023-06-05 02:35:00
77.929,30,Freshwater,2023-06-05 02:40:00
77.974,30,Freshwater,2023-06-05 02:45:00
77.914,30,Freshwater,2023-06-05 02:50:00
77.95,30,Freshwater,2023-06-05 02:55:00
77.934,30,Freshwater,2023-06-05 03:00:00
78,30,Freshwater,2023-06-05 03:05:00
77.96,30,Freshwater,2023-06-05 03:10:00
77.954,30,Freshwater,2023-06-05 03:15:00
77.983,30,Freshwater,2023-06-05 03:20:00
77.972,30,Freshwater,2023-06-05 03:25:00
77.932,30,Freshwater,2023-06-05 03:30:00
77.974,30,Freshwater,2023-06-05 03:35:00
77.97,30,Freshwater,2023-06-05 03:40:00
77.923,30,Freshwater,2023-06-05 03:45:00
77.912,30,Freshwater,2023-06-05 03:50:00
77.911,30,Freshwater,2023-06-05 03:55:00
78.04,30,Freshwater,2023-06-05 04:00:00
77.89,30,Freshwater,2023-06-05 04:05:00
77.878,30,Freshwater,2023-06-05 04:10:00
77.926,30,Freshwater,2023-06-05 04:15:00
77.851,30,Freshwater,2023-06-05 04:20:00
