datetime_est,depth_cm,plot,eh_mv
2023-06-05 17:00:00,50,Freshwater,801.48558
2023-06-05 17:00:00,50,Seawater,756.7045999999999
2023-06-05 17:15:00,5,Control,704.41446
2023-06-05 17:15:00,5,Freshwater,1034.8430600000002
2023-06-05 17:15:00,5,Seawater,1013.61176
2023-06-05 17:15:00,15,Control,705.4978600000001
2023-06-05 17:15:00,15,Freshwater,761.5267
2023-06-05 17:15:00,15,Seawater,708.68062
2023-06-05 17:15:00,30,Control,739.56872
2023-06-05 17:15:00,30,Freshwater,763.05392
2023-06-05 17:15:00,30,Seawater,736.16608
2023-06-05 17:15:00,50,Control,783.3678199999999
2023-06-05 17:15:00,50,Freshwater,801.48408
2023-06-05 17:15:00,50,Seawater,756.9062799999999
2023-06-05 17:30:00,5,Control,702.5354
2023-06-05 17:30:00,5,Freshwater,1022.0685
2023-06-05 17:30:00,5,Seawater,1013.39112
2023-06-05 17:30:00,15,Control,706.38612
2023-06-05 17:30:00,15,Freshwater,758.74142
2023-06-05 17:30:00,15,Seawater,709.75146
2023-06-05 17:30:00,30,Control,739.05626
2023-06-05 17:30:00,30,Freshwater,762.3074
2023-06-05 17:30:00,30,Seawater,736.68612
2023-06-05 17:30:00,50,Control,783.43616
2023-06-05 17:30:00,50,Freshwater,801.38326
2023-06-05 17:30:00,50,Seawater,757.05144
2023-06-05 17:45:00,5,Control,702.192
2023-06-05 17:45:00,5,Freshwater,1018.45112
2023-06-05 17:45:00,5,Seawater,1012.1414199999999
2023-06-05 17:45:00,15,Control,707.1718999999999
2023-06-05 17:45:00,15,Freshwater,754.2553399999999
2023-06-05 17:45:00,15,Seawater,710.71102
2023-06-05 17:45:00,30,Control,738.23626
2023-06-05 17:45:00,30,Freshwater,761.83086
2023-06-05 17:45:00,30,Seawater,737.20246
2023-06-05 17:45:00,50,Control,783.33368
2023-06-05 17:45:00,50,Freshwater,801.31434
2023-06-05 17:45:00,50,Seawater,757.12448
2023-06-05 18:00:00,5,Control,701.67782
2023-06-05 18:00:00,5,Freshwater,1015.72024
2023-06-05 18:00:00,5,Seawater,1014.60328
2023-06-05 18:00:00,15,Control,707.54424
2023-06-05 18:00:00,15,Freshwater,752.64512
2023-06-05 18:00:00,15,Seawater,711.72804
2023-06-05 18:00:00,30,Control,737.4163
2023-06-05 18:00:00,30,Freshwater,761.08444
2023-06-05 18:00:00,30,Seawater,737.72258
2023-06-05 18:00:00,50,Control,783.16284
2023-06-05 18:00:00,50,Freshwater,801.51946
2023-06-05 18:00:00,50,Seawater,757.3038
2023-06-05 18:15:00,5,Control,701.2319
2023-06-05 18:15:00,5,Freshwater,1013.6596599999999
2023-06-05 18:15:00,5,Seawater,1013.0268199999999
2023-06-05 18:15:00,15,Control,708.12504
2023-06-05 18:15:00,15,Freshwater,750.85854
2023-06-05 18:15:00,15,Seawater,712.71192
2023-06-05 18:15:00,30,Control,736.5622199999999
2023-06-05 18:15:00,30,Freshwater,760.07962
2023-06-05 18:15:00,30,Seawater,738.2778
2023-06-05 18:15:00,50,Control,783.09448
2023-06-05 18:15:00,50,Freshwater,801.50112
2023-06-05 18:15:00,50,Seawater,757.5182
2023-06-05 18:30:00,5,Control,700.4803
2023-06-05 18:30:00,5,Freshwater,1008.7096399999999
2023-06-05 18:30:00,5,Seawater,1012.9417000000001
2023-06-05 18:30:00,15,Control,708.46674
2023-06-05 18:30:00,15,Freshwater,749.06506
2023-06-05 18:30:00,15,Seawater,713.60626
2023-06-05 18:30:00,30,Control,735.4689599999999
2023-06-05 18:30:00,30,Freshwater,759.7134599999999
2023-06-05 18:30:00,30,Seawater,738.6949
2023-06-05 18:30:00,50,Control,782.9236599999999
2023-06-05 18:30:00,50,Freshwater,801.54332
2023-06-05 18:30:00,50,Seawater,757.6285799999999
2023-06-05 18:45:00,5,Control,699.48954
2023-06-05 18:45:00,5,Freshwater,1003.1309799999999
2023-06-05 18:45:00,5,Seawater,1011.8077999999999
2023-06-05 18:45:00,15,Control,708.97916
2023-06-05 18:45:00,15,Freshwater,747.37398
2023-06-05 18:45:00,15,Seawater,714.31676
2023-06-05 18:45:00,30,Control,734.3073199999999
2023-06-05 18:45:00,30,Freshwater,758.94074
2023-06-05 18:45:00,30,Seawater,739.21546
2023-06-05 18:45:00,50,Control,782.71866
2023-06-05 18:45:00,50,Freshwater,801.24964
2023-06-05 18:45:00,50,Seawater,757.7400799999999
2023-06-05 19:00:00,5,Control,697.99126
2023-06-05 19:00:00,5,Freshwater,997.8323
2023-06-05 19:00:00,5,Seawater,1010.58918
2023-06-05 19:00:00,15,Control,709.08848
2023-06-05 19:00:00,15,Freshwater,745.55212
2023-06-05 19:00:00,15,Seawater,715.1675
2023-06-05 19:00:00,30,Control,732.9478999999999
2023-06-05 19:00:00,30,Freshwater,757.96334
2023-06-05 19:00:00,30,Seawater,739.52192
2023-06-05 19:00:00,50,Control,782.58988
2023-06-05 19:00:00,50,Freshwater,801.22442
2023-06-05 19:00:00,50,Seawater,757.8770999999999
2023-06-05 19:15:00,5,Control,695.2283199999999
2023-06-05 19:15:00,5,Freshwater,987.7987
2023-06-05 19:15:00,5,Seawater,1009.5570799999999
2023-06-05 19:15:00,15,Control,709.63802
2023-06-05 19:15:00,15,Freshwater,743.73102
2023-06-05 19:15:00,15,Seawater,715.85346
2023-06-05 19:15:00,30,Control,731.5861399999999
2023-06-05 19:15:00,30,Freshwater,756.82226
2023-06-05 19:15:00,30,Seawater,740.07156
2023-06-05 19:15:00,50,Control,782.32184
2023-06-05 19:15:00,50,Freshwater,801.54582
2023-06-05 19:15:00,50,Seawater,758.0174999999999
2023-06-05 19:30:00,5,Control,694.14778
2023-06-05 19:30:00,5,Freshwater,980.72252
2023-06-05 19:30:00,5,Seawater,1009.02996
2023-06-05 19:30:00,15,Control,710.1676
2023-06-05 19:30:00,15,Freshwater,742.7402999999999
2023-06-05 19:30:00,15,Seawater,716.47426
2023-06-05 19:30:00,30,Control,729.96664
2023-06-05 19:30:00,30,Freshwater,755.5255000000001
2023-06-05 19:30:00,30,Seawater,740.4689
2023-06-05 19:30:00,50,Control,782.2488
2023-06-05 19:30:00,50,Freshwater,801.4380600000001
2023-06-05 19:30:00,50,Seawater,758.3131999999999
2023-06-05 19:45:00,5,Control,693.27584
2023-06-05 19:45:00,5,Freshwater,976.21424
2023-06-05 19:45:00,5,Seawater,1008.5941399999999
2023-06-05 19:45:00,15,Control,710.62893999999994
2023-06-05 19:45:00,15,Freshwater,741.5105199999999
2023-06-05 19:45:00,15,Seawater,717.08798
2023-06-05 19:45:00,30,Control,728.2074399999999
2023-06-05 19:45:00,30,Freshwater,753.7665599999999
2023-06-05 19:45:00,30,Seawater,740.8928599999999
2023-06-05 19:45:00,50,Control,781.99492
2023-06-05 19:45:00,50,Freshwater,801.44702
2023-06-05 19:45:00,50,Seawater,758.39648
2023-06-05 20:00:00,5,Control,692.7183600000001
2023-06-05 20:00:00,5,Freshwater,963.40334
2023-06-05 20:00:00,5,Seawater,1003.96538
2023-06-05 20:00:00,15,Control,711.23426
2023-06-05 20:00:00,15,Freshwater,740.1860399999999
2023-06-05 20:00:00,15,Seawater,717.62892
2023-06-05 20:00:00,30,Control,726.35128
2023-06-05 20:00:00,30,Freshwater,753.12178
2023-06-05 20:00:00,30,Seawater,741.3669199999999
2023-06-05 20:00:00,50,Control,781.71348
2023-06-05 20:00:00,50,Freshwater,801.41402
2023-06-05 20:00:00,50,Seawater,758.4279399999999
2023-06-05 20:15:00,5,Control,692.02614
2023-06-05 20:15:00,5,Freshwater,958.19462
2023-06-05 20:15:00,5,Seawater,1004.9798599999999
2023-06-05 20:15:00,15,Control,711.70492
2023-06-05 20:15:00,15,Freshwater,739.3560399999999
2023-06-05 20:15:00,15,Seawater,718.45116
2023-06-05 20:15:00,30,Control,724.53298
2023-06-05 20:15:00,30,Freshwater,751.59244
2023-06-05 20:15:00,30,Seawater,741.71164
2023-06-05 20:15:00,50,Control,781.50434
2023-06-05 20:15:00,50,Freshwater,801.24412
2023-06-05 20:15:00,50,Seawater,758.53392
2023-06-05 20:30:00,5,Control,691.71592
2023-06-05 20:30:00,5,Freshwater,957.02816
2023-06-05 20:30:00,5,Seawater,1006.1376599999999
2023-06-05 20:30:00,15,Control,712.21486
2023-06-05 20:30:00,15,Freshwater,738.06702
2023-06-05 20:30:00,15,Seawater,719.0821199999999
2023-06-05 20:30:00,30,Control,722.61814
2023-06-05 20:30:00,30,Freshwater,750.7452999999999
2023-06-05 20:30:00,30,Seawater,742.20688
2023-06-05 20:30:00,50,Control,781.1614999999999
2023-06-05 20:30:00,50,Freshwater,801.14486
2023-06-05 20:30:00,50,Seawater,758.62024
2023-06-05 20:45:00,5,Control,690.83204
2023-06-05 20:45:00,5,Freshwater,939.39798
2023-06-05 20:45:00,5,Seawater,1007.4445
2023-06-05 20:45:00,15,Control,712.80078
2023-06-05 20:45:00,15,Freshwater,736.9956199999999
2023-06-05 20:45:00,15,Seawater,719.74246
2023-06-05 20:45:00,30,Control,720.81182
2023-06-05 20:45:00,30,Freshwater,749.3684000000001
2023-06-05 20:45:00,30,Seawater,742.69143999999994
2023-06-05 20:45:00,50,Control,780.72278
2023-06-05 20:45:00,50,Freshwater,801.29882
2023-06-05 20:45:00,50,Seawater,758.79792
2023-06-05 21:00:00,5,Control,690.25188
2023-06-05 21:00:00,5,Freshwater,939.41648
2023-06-05 21:00:00,5,Seawater,1008.47372
2023-06-05 21:00:00,15,Control,713.14172
2023-06-05 21:00:00,15,Freshwater,736.11094
2023-06-05 21:00:00,15,Seawater,720.14274
2023-06-05 21:00:00,30,Control,719.13808
2023-06-05 21:00:00,30,Freshwater,748.15852
2023-06-05 21:00:00,30,Seawater,742.92074
2023-06-05 21:00:00,50,Control,780.31366
2023-06-05 21:00:00,50,Freshwater,801.0759400000001
2023-06-05 21:00:00,50,Seawater,759.0269
2023-06-05 21:15:00,5,Control,689.49878
2023-06-05 21:15:00,5,Freshwater,938.77884
2023-06-05 21:15:00,5,Seawater,1010.58954
2023-06-05 21:15:00,15,Control,713.68904
2023-06-05 21:15:00,15,Freshwater,735.49544
2023-06-05 21:15:00,15,Seawater,720.82002
2023-06-05 21:15:00,30,Control,717.60064
2023-06-05 21:15:00,30,Freshwater,746.89788
2023-06-05 21:15:00,30,Seawater,743.3398
2023-06-05 21:15:00,50,Control,779.93832
2023-06-05 21:15:00,50,Freshwater,800.8720000000001
2023-06-05 21:15:00,50,Seawater,759.13914
2023-06-05 21:30:00,5,Control,688.47352
2023-06-05 21:30:00,5,Freshwater,934.4593199999999
2023-06-05 21:30:00,5,Seawater,1012.60278
2023-06-05 21:30:00,15,Control,714.0649599999999
2023-06-05 21:30:00,15,Freshwater,734.29962
2023-06-05 21:30:00,15,Seawater,721.18106
2023-06-05 21:30:00,30,Control,716.02856
2023-06-05 21:30:00,30,Freshwater,745.45928
2023-06-05 21:30:00,30,Seawater,743.74928
2023-06-05 21:30:00,50,Control,779.39152
2023-06-05 21:30:00,50,Freshwater,801.20322
2023-06-05 21:30:00,50,Seawater,759.17328
2023-06-05 21:45:00,5,Control,687.30504
2023-06-05 21:45:00,5,Freshwater,934.5157999999999
2023-06-05 21:45:00,5,Seawater,1007.1430200000001
2023-06-05 21:45:00,15,Control,714.63916
2023-06-05 21:45:00,15,Freshwater,733.384
2023-06-05 21:45:00,15,Seawater,721.33732
2023-06-05 21:45:00,30,Control,714.68886
2023-06-05 21:45:00,30,Freshwater,743.98556
2023-06-05 21:45:00,30,Seawater,744.09052
2023-06-05 21:45:00,50,Control,778.93952
2023-06-05 21:45:00,50,Freshwater,800.68142
2023-06-05 21:45:00,50,Seawater,759.37802
2023-06-05 22:00:00,5,Control,685.96712
2023-06-05 22:00:00,5,Freshwater,935.77356
2023-06-05 22:00:00,5,Seawater,1011.64724
2023-06-05 22:00:00,15,Control,715.07808
2023-06-05 22:00:00,15,Freshwater,732.36438
2023-06-05 22:00:00,15,Seawater,721.71268
2023-06-05 22:00:00,30,Control,713.41904
2023-06-05 22:00:00,30,Freshwater,742.3881
2023-06-05 22:00:00,30,Seawater,744.29526
2023-06-05 22:00:00,50,Control,778.3525
2023-06-05 22:00:00,50,Freshwater,800.91944
2023-06-05 22:00:00,50,Seawater,759.41216
2023-06-05 22:15:00,5,Control,684.6750000000001
2023-06-05 22:15:00,5,Freshwater,934.9773199999998
2023-06-05 22:15:00,5,Seawater,1013.59238
2023-06-05 22:15:00,15,Control,715.22174
2023-06-05 22:15:00,15,Freshwater,731.1263
2023-06-05 22:15:00,15,Seawater,722.05392
2023-06-05 22:15:00,30,Control,712.22978
2023-06-05 22:15:00,30,Freshwater,740.92644
2023-06-05 22:15:00,30,Seawater,744.75864
2023-06-05 22:15:00,50,Control,777.7451199999999
2023-06-05 22:15:00,50,Freshwater,800.95334
2023-06-05 22:15:00,50,Seawater,759.6025199999999
2023-06-05 22:30:00,5,Control,683.75518
2023-06-05 22:30:00,5,Freshwater,934.8642
2023-06-05 22:30:00,5,Seawater,1015.30388
2023-06-05 22:30:00,15,Control,715.53074
2023-06-05 22:30:00,15,Freshwater,729.9728200000001
2023-06-05 22:30:00,15,Seawater,722.39512
2023-06-05 22:30:00,30,Control,711.2076
2023-06-05 22:30:00,30,Freshwater,739.1128199999999
2023-06-05 22:30:00,30,Seawater,744.92926
2023-06-05 22:30:00,50,Control,777.20184
2023-06-05 22:30:00,50,Freshwater,800.9755
2023-06-05 22:30:00,50,Seawater,759.73902
2023-06-05 22:45:00,5,Control,682.55606
2023-06-05 22:45:00,5,Freshwater,935.57642
2023-06-05 22:45:00,5,Seawater,1016.8737
2023-06-05 22:45:00,15,Control,715.9035200000001
2023-06-05 22:45:00,15,Freshwater,722.73178
2023-06-05 22:45:00,15,Seawater,722.83876
2023-06-05 22:45:00,30,Control,710.14502
2023-06-05 22:45:00,30,Freshwater,737.0722999999999
2023-06-05 22:45:00,30,Seawater,745.2705
2023-06-05 22:45:00,50,Control,776.61732
2023-06-05 22:45:00,50,Freshwater,800.8383
2023-06-05 22:45:00,50,Seawater,759.77314
2023-06-05 23:00:00,5,Control,678.62566
2023-06-05 23:00:00,5,Freshwater,934.52428
2023-06-05 23:00:00,5,Seawater,1017.48772
2023-06-05 23:00:00,15,Control,716.24512
2023-06-05 23:00:00,15,Freshwater,726.3895200000001
2023-06-05 23:00:00,15,Seawater,723.06328
2023-06-05 23:00:00,30,Control,709.05122
2023-06-05 23:00:00,30,Freshwater,735.5778799999999
2023-06-05 23:00:00,30,Seawater,745.6656399999999
2023-06-05 23:00:00,50,Control,775.79688
2023-06-05 23:00:00,50,Freshwater,800.7375999999999
2023-06-05 23:00:00,50,Seawater,759.82704
2023-06-05 23:15:00,5,Control,675.5479
2023-06-05 23:15:00,5,Freshwater,932.99482
2023-06-05 23:15:00,5,Seawater,1017.65836
2023-06-05 23:15:00,15,Control,716.48224
2023-06-05 23:15:00,15,Freshwater,725.0299
2023-06-05 23:15:00,15,Seawater,723.1997799999999
2023-06-05 23:15:00,30,Control,708.02386
2023-06-05 23:15:00,30,Freshwater,732.9946
2023-06-05 23:15:00,30,Seawater,745.9386
2023-06-05 23:15:00,50,Control,775.1794
2023-06-05 23:15:00,50,Freshwater,800.66964
2023-06-05 23:15:00,50,Seawater,759.9294199999999
2023-06-05 23:30:00,5,Control,675.6567200000001
2023-06-05 23:30:00,5,Freshwater,932.44772
2023-06-05 23:30:00,5,Seawater,1017.8973
2023-06-05 23:30:00,15,Control,716.83084
2023-06-05 23:30:00,15,Freshwater,723.56606
2023-06-05 23:30:00,15,Seawater,723.45838
2023-06-05 23:30:00,30,Control,707.07192
2023-06-05 23:30:00,30,Freshwater,731.7007
2023-06-05 23:30:00,30,Seawater,746.10926
2023-06-05 23:30:00,50,Control,774.36508
2023-06-05 23:30:00,50,Freshwater,800.56508
2023-06-05 23:30:00,50,Seawater,759.9294199999999
2023-06-05 23:45:00,5,Control,674.35846
2023-06-05 23:45:00,5,Freshwater,931.32668
2023-06-05 23:45:00,5,Seawater,1018.06806
2023-06-05 23:45:00,15,Control,717.07056
2023-06-05 23:45:00,15,Freshwater,722.4108
2023-06-05 23:45:00,15,Seawater,723.9361200000001
2023-06-05 23:45:00,30,Control,706.14964
2023-06-05 23:45:00,30,Freshwater,729.38974
2023-06-05 23:45:00,30,Seawater,746.5187199999999
2023-06-05 23:45:00,50,Control,773.61374
2023-06-05 23:45:00,50,Freshwater,800.63354
2023-06-05 23:45:00,50,Seawater,760.27068
2023-06-06,5,Control,672.75206
2023-06-06,5,Freshwater,928.56868
2023-06-06,5,Seawater,1016.01504
2023-06-06,15,Control,717.30776
2023-06-06,15,Freshwater,721.03354
2023-06-06,15,Seawater,724.05828
2023-06-06,30,Control,705.19074
2023-06-06,30,Freshwater,727.21104
2023-06-06,30,Seawater,746.7234599999999
2023-06-06,50,Control,772.92794
2023-06-06,50,Freshwater,800.49378
2023-06-06,50,Seawater,760.5095
2023-06-06 00:15:00,5,Control,672.7537199999999
2023-06-06 00:15:00,5,Freshwater,928.0265400000001
2023-06-06 00:15:00,5,Seawater,1015.9611799999999
2023-06-06 00:15:00,15,Control,717.58302
2023-06-06 00:15:00,15,Freshwater,719.33514
2023-06-06 00:15:00,15,Seawater,724.5899
2023-06-06 00:15:00,30,Control,704.4406399999999
2023-06-06 00:15:00,30,Freshwater,725.2747599999999
2023-06-06 00:15:00,30,Seawater,746.9964799999999
2023-06-06 00:15:00,50,Control,772.00722
2023-06-06 00:15:00,50,Freshwater,800.5291
2023-06-06 00:15:00,50,Seawater,760.50952
2023-06-06 00:30:00,5,Control,674.15534
2023-06-06 00:30:00,5,Freshwater,912.1503599999999
2023-06-06 00:30:00,5,Seawater,1015.7026999999999
2023-06-06 00:30:00,15,Control,717.99182
2023-06-06 00:30:00,15,Freshwater,717.89512
2023-06-06 00:30:00,15,Seawater,724.9311
2023-06-06 00:30:00,30,Control,703.51828
2023-06-06 00:30:00,30,Freshwater,722.42664
2023-06-06 00:30:00,30,Seawater,747.3036
2023-06-06 00:30:00,50,Control,771.01658
2023-06-06 00:30:00,50,Freshwater,800.29634
2023-06-06 00:30:00,50,Seawater,760.8166
2023-06-06 00:45:00,5,Control,673.98444
2023-06-06 00:45:00,5,Freshwater,909.6901399999999
2023-06-06 00:45:00,5,Seawater,1014.45426
2023-06-06 00:45:00,15,Control,718.29942
2023-06-06 00:45:00,15,Freshwater,716.64244
2023-06-06 00:45:00,15,Seawater,725.10174
2023-06-06 00:45:00,30,Control,702.80058
2023-06-06 00:45:00,30,Freshwater,720.63016
2023-06-06 00:45:00,30,Seawater,747.5766
2023-06-06 00:45:00,50,Control,770.2305200000001
2023-06-06 00:45:00,50,Freshwater,800.2680399999999
2023-06-06 00:45:00,50,Seawater,760.8507199999999
2023-06-06 01:00:00,5,Control,674.22868
2023-06-06 01:00:00,5,Freshwater,901.9275799999999
2023-06-06 01:00:00,5,Seawater,1013.7520999999999
2023-06-06 01:00:00,15,Control,718.60884
2023-06-06 01:00:00,15,Freshwater,716.12698
2023-06-06 01:00:00,15,Seawater,726.09134
2023-06-06 01:00:00,30,Control,702.01798
2023-06-06 01:00:00,30,Freshwater,717.97332
2023-06-06 01:00:00,30,Seawater,747.8495399999999
2023-06-06 01:00:00,50,Control,769.14082
2023-06-06 01:00:00,50,Freshwater,800.22754
2023-06-06 01:00:00,50,Seawater,761.0213799999999
2023-06-06 01:15:00,5,Control,674.97744
2023-06-06 01:15:00,5,Freshwater,887.4837
2023-06-06 01:15:00,5,Seawater,1012.43576
2023-06-06 01:15:00,15,Control,718.7763199999999
2023-06-06 01:15:00,15,Freshwater,714.76884
2023-06-06 01:15:00,15,Seawater,725.92072
2023-06-06 01:15:00,30,Control,701.2286399999999
2023-06-06 01:15:00,30,Freshwater,715.1536199999999
2023-06-06 01:15:00,30,Seawater,748.0201599999999
2023-06-06 01:15:00,50,Control,768.04342
2023-06-06 01:15:00,50,Freshwater,800.2316
2023-06-06 01:15:00,50,Seawater,761.0213399999999
2023-06-06 01:30:00,5,Control,673.961
2023-06-06 01:30:00,5,Freshwater,876.0645999999999
2023-06-06 01:30:00,5,Seawater,1012.19684
2023-06-06 01:30:00,15,Control,719.02334
2023-06-06 01:30:00,15,Freshwater,713.0705
2023-06-06 01:30:00,15,Seawater,726.22782
2023-06-06 01:30:00,30,Control,700.5867599999999
2023-06-06 01:30:00,30,Freshwater,712.9114999999999
2023-06-06 01:30:00,30,Seawater,748.31292
2023-06-06 01:30:00,50,Control,766.9241
2023-06-06 01:30:00,50,Freshwater,800.19902
2023-06-06 01:30:00,50,Seawater,761.28
2023-06-06 01:45:00,5,Control,674.19314
2023-06-06 01:45:00,5,Freshwater,872.20196
2023-06-06 01:45:00,5,Seawater,1011.59146
2023-06-06 01:45:00,15,Control,719.08208
2023-06-06 01:45:00,15,Freshwater,712.40364
2023-06-06 01:45:00,15,Seawater,726.53494
2023-06-06 01:45:00,30,Control,700.03066
2023-06-06 01:45:00,30,Freshwater,709.4430199999999
2023-06-06 01:45:00,30,Seawater,748.5374199999999
2023-06-06 01:45:00,50,Control,765.75158
2023-06-06 01:45:00,50,Freshwater,800.06138
2023-06-06 01:45:00,50,Seawater,761.3680199999999
2023-06-06 02:00:00,5,Control,674.06548
2023-06-06 02:00:00,5,Freshwater,872.9116799999999
2023-06-06 02:00:00,5,Seawater,1010.4941200000001
2023-06-06 02:00:00,15,Control,719.36352
2023-06-06 02:00:00,15,Freshwater,711.14288
2023-06-06 02:00:00,15,Seawater,726.9103399999999
2023-06-06 02:00:00,30,Control,699.49158
2023-06-06 02:00:00,30,Freshwater,707.19656
2023-06-06 02:00:00,30,Seawater,748.7763
2023-06-06 02:00:00,50,Control,764.46164
2023-06-06 02:00:00,50,Freshwater,800.05772
2023-06-06 02:00:00,50,Seawater,761.5386199999999
2023-06-06 02:15:00,5,Control,673.90676
2023-06-06 02:15:00,5,Freshwater,872.66124
2023-06-06 02:15:00,5,Seawater,1009.0609
2023-06-06 02:15:00,15,Control,719.5819399999999
2023-06-06 02:15:00,15,Freshwater,708.72408
2023-06-06 02:15:00,15,Seawater,727.14918
2023-06-06 02:15:00,30,Control,699.0259199999999
2023-06-06 02:15:00,30,Freshwater,704.16602
2023-06-06 02:15:00,30,Seawater,749.0492999999999
2023-06-06 02:15:00,50,Control,763.17742
2023-06-06 02:15:00,50,Freshwater,799.81332
2023-06-06 02:15:00,50,Seawater,761.6410199999999
2023-06-06 02:30:00,5,Control,673.86684
2023-06-06 02:30:00,5,Freshwater,872.44732
2023-06-06 02:30:00,5,Seawater,1008.1882400000001
2023-06-06 02:30:00,15,Control,719.74632
2023-06-06 02:30:00,15,Freshwater,709.0372
2023-06-06 02:30:00,15,Seawater,727.4562999999999
2023-06-06 02:30:00,30,Control,698.50536
2023-06-06 02:30:00,30,Freshwater,700.80814
2023-06-06 02:30:00,30,Seawater,749.11754
2023-06-06 02:30:00,50,Control,761.93812
2023-06-06 02:30:00,50,Freshwater,799.85584
2023-06-06 02:30:00,50,Seawater,761.7433599999999
2023-06-06 02:45:00,5,Control,674.8977
2023-06-06 02:45:00,5,Freshwater,869.98396
2023-06-06 02:45:00,5,Seawater,1007.4319399999999
2023-06-06 02:45:00,15,Control,720.06
2023-06-06 02:45:00,15,Freshwater,708.15624
2023-06-06 02:45:00,15,Seawater,727.91428
2023-06-06 02:45:00,30,Control,698.20362
2023-06-06 02:45:00,30,Freshwater,697.9217
2023-06-06 02:45:00,30,Seawater,749.5270199999999
2023-06-06 02:45:00,50,Control,760.30418
2023-06-06 02:45:00,50,Freshwater,799.45124
2023-06-06 02:45:00,50,Seawater,761.9139999999999
2023-06-06 03:00:00,5,Control,676.33312
2023-06-06 03:00:00,5,Freshwater,870.33836
2023-06-06 03:00:00,5,Seawater,1006.2663
2023-06-06 03:00:00,15,Control,720.19476
2023-06-06 03:00:00,15,Freshwater,707.40846
2023-06-06 03:00:00,15,Seawater,728.2555199999999
2023-06-06 03:00:00,30,Control,697.75748
2023-06-06 03:00:00,30,Freshwater,694.59064
2023-06-06 03:00:00,30,Seawater,749.7317999999999
2023-06-06 03:00:00,50,Control,758.83246
2023-06-06 03:00:00,50,Freshwater,799.62122
2023-06-06 03:00:00,50,Seawater,761.8798599999999
2023-06-06 03:15:00,5,Control,678.3311600000001
2023-06-06 03:15:00,5,Freshwater,872.71246
2023-06-06 03:15:00,5,Seawater,1005.37354
2023-06-06 03:15:00,15,Control,720.55184
2023-06-06 03:15:00,15,Freshwater,706.38876
2023-06-06 03:15:00,15,Seawater,727.16354
2023-06-06 03:15:00,30,Control,697.46442
2023-06-06 03:15:00,30,Freshwater,691.3955
2023-06-06 03:15:00,30,Seawater,750.00478
2023-06-06 03:15:00,50,Control,757.24252
2023-06-06 03:15:00,50,Freshwater,799.3832799999999
2023-06-06 03:15:00,50,Seawater,762.0504999999999
2023-06-06 03:30:00,5,Control,679.7567799999999
2023-06-06 03:30:00,5,Freshwater,867.7356199999999
2023-06-06 03:30:00,5,Seawater,1005.09542
2023-06-06 03:30:00,15,Control,720.78148
2023-06-06 03:30:00,15,Freshwater,706.11012
2023-06-06 03:30:00,15,Seawater,727.9825
2023-06-06 03:30:00,30,Control,697.24856
2023-06-06 03:30:00,30,Freshwater,687.92202
2023-06-06 03:30:00,30,Seawater,750.1412599999999
2023-06-06 03:30:00,50,Control,755.594
2023-06-06 03:30:00,50,Freshwater,799.2393599999999
2023-06-06 03:30:00,50,Seawater,762.2893399999999
2023-06-06 03:45:00,5,Control,680.63746
2023-06-06 03:45:00,5,Freshwater,851.3610199999999
2023-06-06 03:45:00,5,Seawater,1004.66594
2023-06-06 03:45:00,15,Control,720.90764
2023-06-06 03:45:00,15,Freshwater,704.89316
