datetime,plot,depth_cm,eh_mv,datetime_est
2023-06-05T22:50:00Z,Estuarine,30,737.4794999999999,2023-06-05 17:50:00
2023-06-05T22:50:00Z,Estuarine,50,757.26528,2023-06-05 17:50:00
2023-06-05T22:50:00Z,Freshwater,5,790.0885333333333,2023-06-05 17:50:00
2023-06-05T22:50:00Z,Freshwater,15,643.2034883333333,2023-06-05 17:50:00
2023-06-05T22:50:00Z,Freshwater,30,761.5988,2023-06-05 17:50:00
2023-06-05T22:50:00Z,Freshwater,50,801.5584799999999,2023-06-05 17:50:00
2023-06-05T22:55:00Z,Control,5,610.0919944444445,2023-06-05 17:55:00
2023-06-05T22:55:00Z,Control,15,707.5682133333333,2023-06-05 17:55:00
2023-06-05T22:55:00Z,Control,30,737.6161,2023-06-05 17:55:00
2023-06-05T22:55:00Z,Control,50,788.9656249999999,2023-06-05 17:55:00
2023-06-05T22:55:00Z,Estuarine,5,665.7236533333333,2023-06-05 17:55:00
2023-06-05T22:55:00Z,Estuarine,15,711.4919066666666,2023-06-05 17:55:00
2023-06-05T22:55:00Z,Estuarine,30,737.61798,2023-06-05 17:55:00
2023-06-05T22:55:00Z,Estuarine,50,757.2673599999999,2023-06-05 17:55:00
2023-06-05T22:55:00Z,Freshwater,5,789.6633716666666,2023-06-05 17:55:00
2023-06-05T22:55:00Z,Freshwater,15,642.9046516666666,2023-06-05 17:55:00
2023-06-05T22:55:00Z,Freshwater,30,761.3991,2023-06-05 17:55:00
2023-06-05T22:55:00Z,Freshwater,50,801.12122,2023-06-05 17:55:00
2023-06-05T23:00:00Z,Control,5,610.5537916666667,2023-06-05 18:00:00
2023-06-05T23:00:00Z,Control,15,707.54424,2023-06-05 18:00:00
2023-06-05T23:00:00Z,Control,30,737.3086,2023-06-05 18:00:00
2023-06-05T23:00:00Z,Control,50,788.9656249999999,2023-06-05 18:00:00
2023-06-05T23:00:00Z,Estuarine,5,666.0074933333333,2023-06-05 18:00:00
2023-06-05T23:00:00Z,Estuarine,15,711.72804,2023-06-05 18:00:00
2023-06-05T23:00:00Z,Estuarine,30,737.72258,2023-06-05 18:00:00
2023-06-05T23:00:00Z,Estuarine,50,757.3038,2023-06-05 18:00:00
2023-06-05T23:00:00Z,Freshwater,5,788.96971,2023-06-05 18:00:00
2023-06-05T23:00:00Z,Freshwater,15,641.958465,2023-06-05 18:00:00
2023-06-05T23:00:00Z,Freshwater,30,761.08444,2023-06-05 18:00:00
2023-06-05T23:00:00Z,Freshwater,50,801.51946,2023-06-05 18:00:00
2023-06-05T23:05:00Z,Control,5,610.8794611111111,2023-06-05 18:05:00
2023-06-05T23:05:00Z,Control,15,707.7150800000001,2023-06-05 18:05:00
2023-06-05T23:05:00Z,Control,30,737.0694599999999,2023-06-05 18:05:00
2023-06-05T23:05:00Z,Control,50,789.0083249999999,2023-06-05 18:05:00
2023-06-05T23:05:00Z,Estuarine,5,666.0541466666667,2023-06-05 18:05:00
2023-06-05T23:05:00Z,Estuarine,15,712.0610333333333,2023-06-05 18:05:00
2023-06-05T23:05:00Z,Estuarine,30,737.78726,2023-06-05 18:05:00
2023-06-05T23:05:00Z,Estuarine,50,757.3342399999999,2023-06-05 18:05:00
2023-06-05T23:05:00Z,Freshwater,5,788.153375,2023-06-05 18:05:00
2023-06-05T23:05:00Z,Freshwater,15,641.325115,2023-06-05 18:05:00
2023-06-05T23:05:00Z,Freshwater,30,760.78344,2023-06-05 18:05:00
2023-06-05T23:05:00Z,Freshwater,50,801.49066,2023-06-05 18:05:00
2023-06-05T23:10:00Z,Control,5,611.2051305555556,2023-06-05 18:10:00
2023-06-05T23:10:00Z,Control,15,707.95422,2023-06-05 18:10:00
2023-06-05T23:10:00Z,Control,30,736.76202,2023-06-05 18:10:00
2023-06-05T23:10:00Z,Control,50,789.093725,2023-06-05 18:10:00
2023-06-05T23:10:00Z,Estuarine,5,666.1224666666667,2023-06-05 18:10:00
2023-06-05T23:10:00Z,Estuarine,15,712.3155866666666,2023-06-05 18:10:00
2023-06-05T23:10:00Z,Estuarine,30,738.08178,2023-06-05 18:10:00
2023-06-05T23:10:00Z,Estuarine,50,757.4249,2023-06-05 18:10:00
2023-06-05T23:10:00Z,Freshwater,5,789.379265,2023-06-05 18:10:00
2023-06-05T23:10:00Z,Freshwater,15,640.736765,2023-06-05 18:10:00
2023-06-05T23:10:00Z,Freshwater,30,760.65558,2023-06-05 18:10:00
2023-06-05T23:10:00Z,Freshwater,50,801.5333,2023-06-05 18:10:00
2023-06-05T23:15:00Z,Control,5,611.4027,2023-06-05 18:15:00
2023-06-05T23:15:00Z,Control,15,708.12504,2023-06-05 18:15:00
2023-06-05T23:15:00Z,Control,30,736.45452,2023-06-05 18:15:00
2023-06-05T23:15:00Z,Control,50,789.1791249999999,2023-06-05 18:15:00
2023-06-05T23:15:00Z,Estuarine,5,666.3920866666667,2023-06-05 18:15:00
2023-06-05T23:15:00Z,Estuarine,15,712.71192,2023-06-05 18:15:00
2023-06-05T23:15:00Z,Estuarine,30,738.2778,2023-06-05 18:15:00
2023-06-05T23:15:00Z,Estuarine,50,757.5182,2023-06-05 18:15:00
2023-06-05T23:15:00Z,Freshwater,5,788.814505,2023-06-05 18:15:00
2023-06-05T23:15:00Z,Freshwater,15,640.228415,2023-06-05 18:15:00
2023-06-05T23:15:00Z,Freshwater,30,760.07962,2023-06-05 18:15:00
2023-06-05T23:15:00Z,Freshwater,50,801.50112,2023-06-05 18:15:00
2023-06-05T23:20:00Z,Control,5,611.70165,2023-06-05 18:20:00
2023-06-05T23:20:00Z,Control,15,708.29588,2023-06-05 18:20:00
2023-06-05T23:20:00Z,Control,30,736.14702,2023-06-05 18:20:00
2023-06-05T23:20:00Z,Control,50,789.2645249999999,2023-06-05 18:20:00
2023-06-05T23:20:00Z,Estuarine,5,666.55938,2023-06-05 18:20:00
2023-06-05T23:20:00Z,Estuarine,15,713.02592,2023-06-05 18:20:00
2023-06-05T23:20:00Z,Estuarine,30,738.45566,2023-06-05 18:20:00
2023-06-05T23:20:00Z,Estuarine,50,757.52582,2023-06-05 18:20:00
2023-06-05T23:20:00Z,Freshwater,5,788.3118549999999,2023-06-05 18:20:00
2023-06-05T23:20:00Z,Freshwater,15,639.76639,2023-06-05 18:20:00
2023-06-05T23:20:00Z,Freshwater,30,760.18822,2023-06-05 18:20:00
2023-06-05T23:20:00Z,Freshwater,50,800.76074,2023-06-05 18:20:00
2023-06-05T23:25:00Z,Control,5,612.128725,2023-06-05 18:25:00
2023-06-05T23:25:00Z,Control,15,708.3642,2023-06-05 18:25:00
2023-06-05T23:25:00Z,Control,30,735.7712,2023-06-05 18:25:00
2023-06-05T23:25:00Z,Control,50,789.2218499999999,2023-06-05 18:25:00
2023-06-05T23:25:00Z,Estuarine,5,666.5398066666667,2023-06-05 18:25:00
2023-06-05T23:25:00Z,Estuarine,15,713.2195800000001,2023-06-05 18:25:00
2023-06-05T23:25:00Z,Estuarine,30,738.47822,2023-06-05 18:25:00
2023-06-05T23:25:00Z,Estuarine,50,757.47968,2023-06-05 18:25:00
2023-06-05T23:25:00Z,Freshwater,5,786.8691799999999,2023-06-05 18:25:00
2023-06-05T23:25:00Z,Freshwater,15,639.002965,2023-06-05 18:25:00
2023-06-05T23:25:00Z,Freshwater,30,759.7479,2023-06-05 18:25:00
2023-06-05T23:25:00Z,Freshwater,50,801.47586,2023-06-05 18:25:00
2023-06-05T23:30:00Z,Control,5,612.214125,2023-06-05 18:30:00
2023-06-05T23:30:00Z,Control,15,708.46674,2023-06-05 18:30:00
2023-06-05T23:30:00Z,Control,30,735.36126,2023-06-05 18:30:00
2023-06-05T23:30:00Z,Control,50,789.30725,2023-06-05 18:30:00
2023-06-05T23:30:00Z,Estuarine,5,666.7680333333333,2023-06-05 18:30:00
2023-06-05T23:30:00Z,Estuarine,15,713.60626,2023-06-05 18:30:00
2023-06-05T23:30:00Z,Estuarine,30,738.6949,2023-06-05 18:30:00
2023-06-05T23:30:00Z,Estuarine,50,757.6285799999999,2023-06-05 18:30:00
2023-06-05T23:30:00Z,Freshwater,5,785.8917299999999,2023-06-05 18:30:00
2023-06-05T23:30:00Z,Freshwater,15,638.4928649999999,2023-06-05 18:30:00
2023-06-05T23:30:00Z,Freshwater,30,759.7134599999999,2023-06-05 18:30:00
2023-06-05T23:30:00Z,Freshwater,50,801.54332,2023-06-05 18:30:00
2023-06-05T23:35:00Z,Control,5,612.5985,2023-06-05 18:35:00
2023-06-05T23:35:00Z,Control,15,708.70586,2023-06-05 18:35:00
2023-06-05T23:35:00Z,Control,30,734.9171,2023-06-05 18:35:00
2023-06-05T23:35:00Z,Control,50,789.3499499999999,2023-06-05 18:35:00
2023-06-05T23:35:00Z,Estuarine,5,666.8821533333333,2023-06-05 18:35:00
2023-06-05T23:35:00Z,Estuarine,15,713.8145333333333,2023-06-05 18:35:00
2023-06-05T23:35:00Z,Estuarine,30,738.87424,2023-06-05 18:35:00
2023-06-05T23:35:00Z,Estuarine,50,757.7058999999999,2023-06-05 18:35:00
2023-06-05T23:35:00Z,Freshwater,5,784.79708,2023-06-05 18:35:00
2023-06-05T23:35:00Z,Freshwater,15,638.11779,2023-06-05 18:35:00
2023-06-05T23:35:00Z,Freshwater,30,759.3489000000001,2023-06-05 18:35:00
2023-06-05T23:35:00Z,Freshwater,50,801.45134,2023-06-05 18:35:00
2023-06-05T23:40:00Z,Control,5,612.812,2023-06-05 18:40:00
2023-06-05T23:40:00Z,Control,15,708.80834,2023-06-05 18:40:00
2023-06-05T23:40:00Z,Control,30,734.57546,2023-06-05 18:40:00
2023-06-05T23:40:00Z,Control,50,789.4353999999998,2023-06-05 18:40:00
2023-06-05T23:40:00Z,Estuarine,5,667.0482066666666,2023-06-05 18:40:00
2023-06-05T23:40:00Z,Estuarine,15,714.1538266666666,2023-06-05 18:40:00
2023-06-05T23:40:00Z,Estuarine,30,738.8773199999999,2023-06-05 18:40:00
2023-06-05T23:40:00Z,Estuarine,50,757.6408799999999,2023-06-05 18:40:00
2023-06-05T23:40:00Z,Freshwater,5,784.2247299999999,2023-06-05 18:40:00
2023-06-05T23:40:00Z,Freshwater,15,637.709615,2023-06-05 18:40:00
2023-06-05T23:40:00Z,Freshwater,30,758.35078,2023-06-05 18:40:00
2023-06-05T23:40:00Z,Freshwater,50,801.54224,2023-06-05 18:40:00
2023-06-05T23:45:00Z,Control,5,612.98285,2023-06-05 18:45:00
2023-06-05T23:45:00Z,Control,15,708.97916,2023-06-05 18:45:00
2023-06-05T23:45:00Z,Control,30,734.19962,2023-06-05 18:45:00
2023-06-05T23:45:00Z,Control,50,789.3499499999999,2023-06-05 18:45:00
2023-06-05T23:45:00Z,Estuarine,5,667.2658933333333,2023-06-05 18:45:00
2023-06-05T23:45:00Z,Estuarine,15,714.31676,2023-06-05 18:45:00
2023-06-05T23:45:00Z,Estuarine,30,739.21546,2023-06-05 18:45:00
2023-06-05T23:45:00Z,Estuarine,50,757.7400799999999,2023-06-05 18:45:00
2023-06-05T23:45:00Z,Freshwater,5,782.5809049999999,2023-06-05 18:45:00
2023-06-05T23:45:00Z,Freshwater,15,637.03949,2023-06-05 18:45:00
2023-06-05T23:45:00Z,Freshwater,30,758.94074,2023-06-05 18:45:00
2023-06-05T23:45:00Z,Freshwater,50,801.24964,2023-06-05 18:45:00
2023-06-05T23:50:00Z,Control,5,613.3939444444445,2023-06-05 18:50:00
2023-06-05T23:50:00Z,Control,15,709.01332,2023-06-05 18:50:00
2023-06-05T23:50:00Z,Control,30,733.858,2023-06-05 18:50:00
2023-06-05T23:50:00Z,Control,50,789.3926749999999,2023-06-05 18:50:00
2023-06-05T23:50:00Z,Estuarine,5,667.5089333333333,2023-06-05 18:50:00
2023-06-05T23:50:00Z,Estuarine,15,714.3706999999999,2023-06-05 18:50:00
2023-06-05T23:50:00Z,Estuarine,30,739.33862,2023-06-05 18:50:00
2023-06-05T23:50:00Z,Estuarine,50,757.86396,2023-06-05 18:50:00
2023-06-05T23:50:00Z,Freshwater,5,781.38307,2023-06-05 18:50:00
2023-06-05T23:50:00Z,Freshwater,15,636.6628666666667,2023-06-05 18:50:00
2023-06-05T23:50:00Z,Freshwater,30,758.53188,2023-06-05 18:50:00
2023-06-05T23:50:00Z,Freshwater,50,801.55166,2023-06-05 18:50:00
2023-06-05T23:55:00Z,Control,5,613.4206888888889,2023-06-05 18:55:00
2023-06-05T23:55:00Z,Control,15,709.01334,2023-06-05 18:55:00
2023-06-05T23:55:00Z,Control,30,733.31134,2023-06-05 18:55:00
2023-06-05T23:55:00Z,Control,50,789.4780749999999,2023-06-05 18:55:00
2023-06-05T23:55:00Z,Estuarine,5,667.67354,2023-06-05 18:55:00
2023-06-05T23:55:00Z,Estuarine,15,714.7761399999999,2023-06-05 18:55:00
2023-06-05T23:55:00Z,Estuarine,30,739.47092,2023-06-05 18:55:00
2023-06-05T23:55:00Z,Estuarine,50,757.82556,2023-06-05 18:55:00
2023-06-05T23:55:00Z,Freshwater,5,780.3354850000001,2023-06-05 18:55:00
2023-06-05T23:55:00Z,Freshwater,15,636.3773433333333,2023-06-05 18:55:00
2023-06-05T23:55:00Z,Freshwater,30,758.21958,2023-06-05 18:55:00
2023-06-05T23:55:00Z,Freshwater,50,801.5474,2023-06-05 18:55:00
2023-06-06T00:00:00Z,Control,5,613.6238083333333,2023-06-05 19:00:00
2023-06-06T00:00:00Z,Control,15,709.08848,2023-06-05 19:00:00
2023-06-06T00:00:00Z,Control,30,732.8402,2023-06-05 19:00:00
2023-06-06T00:00:00Z,Control,50,789.52875,2023-06-05 19:00:00
2023-06-06T00:00:00Z,Estuarine,5,667.8563133333333,2023-06-05 19:00:00
2023-06-06T00:00:00Z,Estuarine,15,715.1675,2023-06-05 19:00:00
2023-06-06T00:00:00Z,Estuarine,30,739.52192,2023-06-05 19:00:00
2023-06-06T00:00:00Z,Estuarine,50,757.8770999999999,2023-06-05 19:00:00
2023-06-06T00:00:00Z,Freshwater,5,779.530325,2023-06-05 19:00:00
2023-06-06T00:00:00Z,Freshwater,15,636.337445,2023-06-05 19:00:00
2023-06-06T00:00:00Z,Freshwater,30,757.96334,2023-06-05 19:00:00
2023-06-06T00:00:00Z,Freshwater,50,801.22442,2023-06-05 19:00:00
2023-06-06T00:05:00Z,Control,5,614.0488833333334,2023-06-05 19:05:00
2023-06-06T00:05:00Z,Control,15,709.3474333333334,2023-06-05 19:05:00
2023-06-06T00:05:00Z,Control,30,732.4276799999999,2023-06-05 19:05:00
2023-06-06T00:05:00Z,Control,50,789.5686249999999,2023-06-05 19:05:00
2023-06-06T00:05:00Z,Estuarine,5,668.0853599999999,2023-06-05 19:05:00
2023-06-06T00:05:00Z,Estuarine,15,715.2768599999999,2023-06-05 19:05:00
2023-06-06T00:05:00Z,Estuarine,30,739.8022,2023-06-05 19:05:00
2023-06-06T00:05:00Z,Estuarine,50,757.9188399999999,2023-06-05 19:05:00
2023-06-06T00:05:00Z,Freshwater,5,777.0756266666667,2023-06-05 19:05:00
2023-06-06T00:05:00Z,Freshwater,15,635.76742,2023-06-05 19:05:00
2023-06-06T00:05:00Z,Freshwater,30,757.1928399999999,2023-06-05 19:05:00
2023-06-06T00:05:00Z,Freshwater,50,801.57352,2023-06-05 19:05:00
2023-06-06T00:10:00Z,Control,5,614.2296583333333,2023-06-05 19:10:00
2023-06-06T00:10:00Z,Control,15,709.5527266666667,2023-06-05 19:10:00
2023-06-06T00:10:00Z,Control,30,731.9621999999999,2023-06-05 19:10:00
2023-06-06T00:10:00Z,Control,50,789.5828499999999,2023-06-05 19:10:00
2023-06-06T00:10:00Z,Estuarine,5,668.18754,2023-06-05 19:10:00
2023-06-06T00:10:00Z,Estuarine,15,715.44008,2023-06-05 19:10:00
2023-06-06T00:10:00Z,Estuarine,30,739.8968199999999,2023-06-05 19:10:00
2023-06-06T00:10:00Z,Estuarine,50,757.9449599999999,2023-06-05 19:10:00
2023-06-06T00:10:00Z,Freshwater,5,771.8294283333333,2023-06-05 19:10:00
2023-06-06T00:10:00Z,Freshwater,15,635.19587,2023-06-05 19:10:00
2023-06-06T00:10:00Z,Freshwater,30,757.1885599999999,2023-06-05 19:10:00
2023-06-06T00:10:00Z,Freshwater,50,801.33378,2023-06-05 19:10:00
2023-06-06T00:15:00Z,Control,5,614.4389333333334,2023-06-05 19:15:00
2023-06-06T00:15:00Z,Control,15,709.63802,2023-06-05 19:15:00
2023-06-06T00:15:00Z,Control,30,731.47844,2023-06-05 19:15:00
2023-06-06T00:15:00Z,Control,50,789.5767999999999,2023-06-05 19:15:00
2023-06-06T00:15:00Z,Estuarine,5,668.3000533333334,2023-06-05 19:15:00
2023-06-06T00:15:00Z,Estuarine,15,715.85346,2023-06-05 19:15:00
2023-06-06T00:15:00Z,Estuarine,30,740.07156,2023-06-05 19:15:00
2023-06-06T00:15:00Z,Estuarine,50,758.0174999999999,2023-06-05 19:15:00
2023-06-06T00:15:00Z,Freshwater,5,771.360255,2023-06-05 19:15:00
2023-06-06T00:15:00Z,Freshwater,15,634.734345,2023-06-05 19:15:00
2023-06-06T00:15:00Z,Freshwater,30,756.82226,2023-06-05 19:15:00
2023-06-06T00:15:00Z,Freshwater,50,801.54582,2023-06-05 19:15:00
2023-06-06T00:20:00Z,Control,5,614.7764555555555,2023-06-05 19:20:00
2023-06-06T00:20:00Z,Control,15,709.81362,2023-06-05 19:20:00
2023-06-06T00:20:00Z,Control,30,730.90258,2023-06-05 19:20:00
2023-06-06T00:20:00Z,Control,50,789.7531499999999,2023-06-05 19:20:00
2023-06-06T00:20:00Z,Estuarine,5,668.3113999999999,2023-06-05 19:20:00
2023-06-06T00:20:00Z,Estuarine,15,715.8664333333334,2023-06-05 19:20:00
2023-06-06T00:20:00Z,Estuarine,30,740.15838,2023-06-05 19:20:00
2023-06-06T00:20:00Z,Estuarine,50,758.0025999999999,2023-06-05 19:20:00
2023-06-06T00:20:00Z,Freshwater,5,764.598755,2023-06-05 19:20:00
2023-06-06T00:20:00Z,Freshwater,15,634.558995,2023-06-05 19:20:00
2023-06-06T00:20:00Z,Freshwater,30,756.23752,2023-06-05 19:20:00
2023-06-06T00:20:00Z,Freshwater,50,801.5722,2023-06-05 19:20:00
2023-06-06T00:25:00Z,Control,5,614.9526777777778,2023-06-05 19:25:00
2023-06-06T00:25:00Z,Control,15,709.9326,2023-06-05 19:25:00
2023-06-06T00:25:00Z,Control,30,730.37308,2023-06-05 19:25:00
2023-06-06T00:25:00Z,Control,50,789.64415,2023-06-05 19:25:00
2023-06-06T00:25:00Z,Estuarine,5,668.42378,2023-06-05 19:25:00
2023-06-06T00:25:00Z,Estuarine,15,716.1383866666666,2023-06-05 19:25:00
2023-06-06T00:25:00Z,Estuarine,30,740.36708,2023-06-05 19:25:00
2023-06-06T00:25:00Z,Estuarine,50,758.21142,2023-06-05 19:25:00
2023-06-06T00:25:00Z,Freshwater,5,766.3045549999999,2023-06-05 19:25:00
2023-06-06T00:25:00Z,Freshwater,15,634.351645,2023-06-05 19:25:00
2023-06-06T00:25:00Z,Freshwater,30,756.10804,2023-06-05 19:25:00
2023-06-06T00:25:00Z,Freshwater,50,800.76358,2023-06-05 19:25:00
2023-06-06T00:30:00Z,Control,5,615.1248499999999,2023-06-05 19:30:00
2023-06-06T00:30:00Z,Control,15,710.1676,2023-06-05 19:30:00
2023-06-06T00:30:00Z,Control,30,729.85894,2023-06-05 19:30:00
2023-06-06T00:30:00Z,Control,50,789.7185999999999,2023-06-05 19:30:00
2023-06-06T00:30:00Z,Estuarine,5,668.5890933333333,2023-06-05 19:30:00
2023-06-06T00:30:00Z,Estuarine,15,716.47426,2023-06-05 19:30:00
2023-06-06T00:30:00Z,Estuarine,30,740.4689,2023-06-05 19:30:00
2023-06-06T00:30:00Z,Estuarine,50,758.3131999999999,2023-06-05 19:30:00
2023-06-06T00:30:00Z,Freshwater,5,766.00228,2023-06-05 19:30:00
2023-06-06T00:30:00Z,Freshwater,15,633.71072,2023-06-05 19:30:00
2023-06-06T00:30:00Z,Freshwater,30,755.5255,2023-06-05 19:30:00
2023-06-06T00:30:00Z,Freshwater,50,801.4380600000001,2023-06-05 19:30:00
2023-06-06T00:35:00Z,Control,5,615.4632472222222,2023-06-05 19:35:00
2023-06-06T00:35:00Z,Control,15,710.2759,2023-06-05 19:35:00
2023-06-06T00:35:00Z,Control,30,729.3523799999999,2023-06-05 19:35:00
2023-06-06T00:35:00Z,Control,50,789.8106499999999,2023-06-05 19:35:00
2023-06-06T00:35:00Z,Estuarine,5,668.9917733333333,2023-06-05 19:35:00
2023-06-06T00:35:00Z,Estuarine,15,716.8210733333333,2023-06-05 19:35:00
2023-06-06T00:35:00Z,Estuarine,30,740.5821199999999,2023-06-05 19:35:00
2023-06-06T00:35:00Z,Estuarine,50,758.35856,2023-06-05 19:35:00
2023-06-06T00:35:00Z,Freshwater,5,765.373305,2023-06-05 19:35:00
2023-06-06T00:35:00Z,Freshwater,15,633.2873583333334,2023-06-05 19:35:00
2023-06-06T00:35:00Z,Freshwater,30,755.36364,2023-06-05 19:35:00
2023-06-06T00:35:00Z,Freshwater,50,801.54874,2023-06-05 19:35:00
2023-06-06T00:40:00Z,Control,5,615.6290694444444,2023-06-05 19:40:00
2023-06-06T00:40:00Z,Control,15,710.41616,2023-06-05 19:40:00
2023-06-06T00:40:00Z,Control,30,728.6043,2023-06-05 19:40:00
2023-06-06T00:40:00Z,Control,50,789.6867,2023-06-05 19:40:00
2023-06-06T00:40:00Z,Estuarine,5,668.97092,2023-06-05 19:40:00
2023-06-06T00:40:00Z,Estuarine,15,716.8668066666667,2023-06-05 19:40:00
2023-06-06T00:40:00Z,Estuarine,30,740.8023999999999,2023-06-05 19:40:00
2023-06-06T00:40:00Z,Estuarine,50,758.3394,2023-06-05 19:40:00
2023-06-06T00:40:00Z,Freshwater,5,764.177355,2023-06-05 19:40:00
2023-06-06T00:40:00Z,Freshwater,15,633.0652466666667,2023-06-05 19:40:00
2023-06-06T00:40:00Z,Freshwater,30,754.94948,2023-06-05 19:40:00
2023-06-06T00:40:00Z,Freshwater,50,801.43994,2023-06-05 19:40:00
2023-06-06T00:45:00Z,Control,5,615.7982166666667,2023-06-05 19:45:00
2023-06-06T00:45:00Z,Control,15,710.62893999999994,2023-06-05 19:45:00
2023-06-06T00:45:00Z,Control,30,728.0997399999999,2023-06-05 19:45:00
2023-06-06T00:45:00Z,Control,50,789.823775,2023-06-05 19:45:00
2023-06-06T00:45:00Z,Estuarine,5,669.0423,2023-06-05 19:45:00
2023-06-06T00:45:00Z,Estuarine,15,717.08798,2023-06-05 19:45:00
2023-06-06T00:45:00Z,Estuarine,30,740.8928599999999,2023-06-05 19:45:00
2023-06-06T00:45:00Z,Estuarine,50,758.39648,2023-06-05 19:45:00
2023-06-06T00:45:00Z,Freshwater,5,763.75918,2023-06-05 19:45:00
2023-06-06T00:45:00Z,Freshwater,15,632.5982349999999,2023-06-05 19:45:00
2023-06-06T00:45:00Z,Freshwater,30,753.7665599999999,2023-06-05 19:45:00
2023-06-06T00:45:00Z,Freshwater,50,801.44702,2023-06-05 19:45:00
2023-06-06T00:50:00Z,Control,5,616.1037666666666,2023-06-05 19:50:00
2023-06-06T00:50:00Z,Control,15,710.7053599999999,2023-06-05 19:50:00
2023-06-06T00:50:00Z,Control,30,727.4166622222223,2023-06-05 19:50:00
2023-06-06T00:50:00Z,Control,50,789.8679222222222,2023-06-05 19:50:00
2023-06-06T00:50:00Z,Estuarine,5,669.206,2023-06-05 19:50:00
2023-06-06T00:50:00Z,Estuarine,15,717.35334,2023-06-05 19:50:00
2023-06-06T00:50:00Z,Estuarine,30,741.15792,2023-06-05 19:50:00
2023-06-06T00:50:00Z,Estuarine,50,758.4906599999999,2023-06-05 19:50:00
2023-06-06T00:50:00Z,Freshwater,5,762.995455,2023-06-05 19:50:00
2023-06-06T00:50:00Z,Freshwater,15,632.174135,2023-06-05 19:50:00
2023-06-06T00:50:00Z,Freshwater,30,754.20924,2023-06-05 19:50:00
2023-06-06T00:50:00Z,Freshwater,50,801.54992,2023-06-05 19:50:00
2023-06-06T00:55:00Z,Control,5,616.5080416666667,2023-06-05 19:55:00
2023-06-06T00:55:00Z,Control,15,711.00316,2023-06-05 19:55:00
2023-06-06T00:55:00Z,Control,30,726.9554444444444,2023-06-05 19:55:00
2023-06-06T00:55:00Z,Control,50,789.7600444444445,2023-06-05 19:55:00
2023-06-06T00:55:00Z,Estuarine,5,669.2741333333333,2023-06-05 19:55:00
2023-06-06T00:55:00Z,Estuarine,15,717.6045799999999,2023-06-05 19:55:00
2023-06-06T00:55:00Z,Estuarine,30,741.27322,2023-06-05 19:55:00
2023-06-06T00:55:00Z,Estuarine,50,758.4358199999999,2023-06-05 19:55:00
2023-06-06T00:55:00Z,Freshwater,5,761.25380500000006,2023-06-05 19:55:00
2023-06-06T00:55:00Z,Freshwater,15,632.00421,2023-06-05 19:55:00
2023-06-06T00:55:00Z,Freshwater,30,753.6995,2023-06-05 19:55:00
2023-06-06T00:55:00Z,Freshwater,50,801.14218,2023-06-05 19:55:00
2023-06-06T01:00:00Z,Control,5,616.8004166666667,2023-06-05 20:00:00
2023-06-06T01:00:00Z,Control,15,711.23426,2023-06-05 20:00:00
