#Log_File	LOG181
#Comment	
#Device	FireStingGO2_Pocket_Oxygen_Meter
#Firmware	3.38
#Unique_ID	24EB9B04575BA8F7
#Manufacturer	Pyro_Science_GmbH
#Settings	Sensor Code	Medium	Oxygen Units	Temperature	Salinity
#	XA7-530-200	Water	%air sat.	Sensor	0.0 psu
#Calibration	Sensor Code	Calibrate Air	Calibrate 0%
#	XA7-530-200	4 Jun 2023	not cal.
#Adv. Settings	Temperature	Pressure	Salinity	Mode	LED Intensity	Amplification	Frequency
#	Sensor	Sensor	0 psu	default	10%	400x	4000 Hz
#Adv. Calibration	dphi0	dphi100	Temp0	Temp100	Pressure	Humidity	f	m	calFreq	tt	kt	bkgdAmp	bkgdDphi	useKsv	ksv	ft	mt	not used	PercentO2
#	53.000°	21.275°	20.00°C	23.17°C	1014 mbar	50%RH	0.804	0.122	4000 Hz	-0.056%/K	0.969%/K	0.60 mV	0.000°	0	0.000000/hPa	0.000000/K	-0.000303/K	0	20.95%O2
#
Data_Point	Date_Time(YYYY-MM-DD_hh:mm:ss)	Oxygen(%air sat.)	Warning 	Compensation_Temperature(°C)	Temperature(°C)	Air_Pressure(mbar)	Humidity(%RH)	Time(s)		Status	dphi(°)	Intensity(mV)	Ambient_Light(mV)	Case_Temperature(°C)
18	2023-06-04 17:14:51	91.155		16.38	16.38	1013.0	51.8	5100		0	23.202	320.2	38.1	21.74
19	2023-06-04 17:19:51	91.236		16.39	16.39	1013.1	51.8	5400		0	23.190	320.5	38.1	21.68
20	2023-06-04 17:24:51	91.259		16.39	16.39	1013.1	51.8	5700		0	23.187	320.9	38.4	21.60
21	2023-06-04 17:29:51	91.234		16.38	16.38	1013.1	51.8	6000		0	23.191	320.8	38.4	21.52
22	2023-06-04 17:34:51	91.277		16.39	16.39	1013.2	51.9	6300		0	23.184	321.0	38.6	21.43
23	2023-06-04 17:39:51	91.326		16.38	16.38	1013.1	51.9	6600		0	23.179	321.5	38.6	21.36
24	2023-06-04 17:44:51	91.325		16.38	16.38	1013.1	51.9	6900		0	23.180	321.4	38.6	21.28
25	2023-06-04 17:49:51	91.323		16.37	16.37	1013.2	51.9	7200		0	23.180	321.4	38.6	21.18
26	2023-06-04 17:54:51	91.368		16.38	16.38	1013.1	51.9	7500		0	23.174	321.9	38.5	21.01
27	2023-06-04 17:59:51	91.432		16.38	16.38	1013.2	52.0	7800		0	23.165	321.7	38.7	20.85
28	2023-06-04 18:04:51	91.555		16.38	16.38	1013.2	52.0	8100		0	23.149	322.4	38.4	20.74
29	2023-06-04 18:09:51	91.438		16.37	16.37	1013.2	52.0	8400		0	23.164	322.5	38.2	20.65
30	2023-06-04 18:14:51	91.451		16.38	16.38	1013.1	52.0	8700		0	23.162	322.6	38.5	20.54
31	2023-06-04 18:19:51	91.570		16.38	16.38	1013.2	52.1	9000		0	23.147	322.6	38.5	20.44
32	2023-06-04 18:24:51	91.464		16.38	16.38	1013.2	52.1	9300		0	23.160	323.0	38.4	20.33
33	2023-06-04 18:29:51	91.545		16.38	16.38	1013.3	52.1	9600		0	23.149	323.3	38.5	20.21
34	2023-06-04 18:34:51	91.428		16.37	16.37	1013.2	52.2	9900		0	23.166	323.4	38.5	20.09
35	2023-06-04 18:39:51	91.584		16.38	16.38	1013.2	52.2	10200		0	23.144	323.5	38.4	19.97
36	2023-06-04 18:44:51	91.638		16.37	16.37	1013.2	52.2	10500		0	23.139	323.7	38.4	19.85
37	2023-06-04 18:49:51	91.653		16.38	16.38	1013.3	52.3	10800		0	23.136	324.2	38.4	19.71
38	2023-06-04 18:54:51	91.600		16.37	16.37	1013.3	52.3	11100		0	23.143	324.1	38.4	19.57
39	2023-06-04 18:59:51	91.615		16.37	16.37	1013.2	52.3	11400		0	23.142	324.4	38.4	19.44
40	2023-06-04 19:04:51	91.612		16.38	16.38	1013.2	52.4	11700		0	23.142	324.7	38.2	19.30
41	2023-06-04 19:09:51	91.761		16.37	16.37	1013.1	52.4	12000		0	23.125	324.9	38.7	19.17
42	2023-06-04 19:14:51	91.709		16.38	16.38	1013.2	52.4	12300		0	23.130	325.4	38.8	19.01
43	2023-06-04 19:19:51	91.738		16.37	16.37	1013.2	52.4	12600		0	23.126	325.5	38.3	18.88
44	2023-06-04 19:24:51	91.672		16.38	16.38	1013.3	52.5	12900		0	23.133	325.6	38.3	18.74
45	2023-06-04 19:29:51	91.739		16.37	16.37	1013.4	52.5	13200		0	23.123	326.0	38.5	18.59
46	2023-06-04 19:34:51	91.811		16.37	16.37	1013.4	52.6	13500		0	23.114	326.1	38.1	18.46
47	2023-06-04 19:39:51	91.809		16.37	16.37	1013.3	52.6	13800		0	23.115	326.7	38.3	18.31
48	2023-06-04 19:44:51	91.822		16.37	16.37	1013.4	52.7	14100		0	23.113	326.4	38.7	18.19
49	2023-06-04 19:49:51	91.826		16.37	16.37	1013.3	52.7	14400		0	23.113	326.7	38.5	18.04
50	2023-06-04 19:54:51	91.891		16.37	16.37	1013.4	52.8	14700		0	23.104	327.1	38.4	17.91
51	2023-06-04 19:59:51	91.894		16.37	16.37	1013.4	52.8	15000		0	23.104	327.5	38.6	17.80
52	2023-06-04 20:04:51	91.883		16.37	16.37	1013.5	52.9	15300		0	23.105	327.5	38.4	17.68
53	2023-06-04 20:09:51	91.915		16.37	16.37	1013.5	52.9	15600		0	23.101	327.9	38.6	17.56
54	2023-06-04 20:14:51	91.868		16.37	16.37	1013.5	53.0	15900		0	23.106	328.3	38.5	17.47
55	2023-06-04 20:19:51	91.943		16.37	16.37	1013.5	53.1	16200		0	23.097	328.1	38.6	17.37
56	2023-06-04 20:24:51	91.879		16.37	16.37	1013.6	53.1	16500		0	23.105	328.4	38.6	17.28
57	2023-06-04 20:29:51	92.002		16.37	16.37	1013.6	53.2	16800		0	23.089	328.5	38.1	17.20
58	2023-06-04 20:34:51	91.973		16.36	16.36	1013.5	53.2	17100		0	23.094	328.8	38.2	17.14
59	2023-06-04 20:39:51	92.028		16.37	16.37	1013.6	53.3	17400		0	23.086	329.1	38.4	17.06
60	2023-06-04 20:44:51	92.078		16.37	16.37	1013.5	53.3	17700		0	23.080	328.9	38.4	17.00
61	2023-06-04 20:49:51	91.948		16.37	16.37	1013.5	53.4	18000		0	23.097	329.2	38.7	16.94
62	2023-06-04 20:54:51	92.074		16.37	16.37	1013.6	53.4	18300		0	23.079	329.3	38.7	16.90
63	2023-06-04 20:59:51	92.011		16.36	16.36	1013.6	53.5	18600		0	23.088	329.2	38.8	16.85
64	2023-06-04 21:04:51	92.054		16.36	16.36	1013.5	53.6	18900		0	23.084	329.3	38.6	16.82
65	2023-06-04 21:09:51	92.059		16.36	16.36	1013.5	53.6	19200		0	23.083	329.3	38.5	16.79
66	2023-06-04 21:14:51	92.046		16.37	16.37	1013.6	53.7	19500		0	23.082	329.5	38.8	16.76
67	2023-06-04 21:19:51	92.030		16.36	16.36	1013.6	53.8	19800		0	23.085	329.5	38.7	16.72
68	2023-06-04 21:24:51	92.005		16.36	16.36	1013.6	53.8	20100		0	23.089	329.3	38.8	16.72
69	2023-06-04 21:29:51	92.072		16.37	16.37	1013.5	53.9	20400		0	23.080	329.5	38.7	16.69
70	2023-06-04 21:34:51	92.009		16.36	16.36	1013.6	53.9	20700		0	23.088	329.5	38.7	16.69
71	2023-06-04 21:39:51	92.125		16.36	16.36	1013.5	54.0	21000		0	23.074	329.7	38.5	16.67
72	2023-06-04 21:44:51	92.066		16.36	16.36	1013.4	54.0	21300		0	23.083	329.5	38.5	16.66
73	2023-06-04 21:49:51	92.095		16.36	16.36	1013.4	54.1	21600		0	23.079	329.9	38.7	16.64
74	2023-06-04 21:54:51	92.079		16.35	16.35	1013.4	54.2	21900		0	23.082	329.6	38.6	16.62
75	2023-06-04 21:59:51	92.062		16.35	16.35	1013.4	54.2	22200		0	23.084	329.6	38.3	16.61
76	2023-06-04 22:04:51	92.135		16.35	16.35	1013.4	54.3	22500		0	23.075	329.8	38.4	16.59
77	2023-06-04 22:09:51	92.144		16.35	16.35	1013.3	54.3	22800		0	23.075	330.0	38.2	16.58
78	2023-06-04 22:14:51	92.083		16.35	16.35	1013.2	54.4	23100		0	23.084	329.6	38.4	16.57
79	2023-06-04 22:19:51	92.115		16.35	16.35	1013.2	54.4	23400		0	23.080	329.9	38.4	16.57
80	2023-06-04 22:24:51	92.178		16.34	16.34	1013.2	54.5	23700		0	23.072	329.8	38.5	16.56
81	2023-06-04 22:29:51	92.174		16.35	16.35	1013.3	54.5	24000		0	23.072	329.9	38.7	16.54
82	2023-06-04 22:34:51	92.123		16.34	16.34	1013.3	54.6	24300		0	23.079	329.9	38.5	16.53
83	2023-06-04 22:39:51	92.142		16.35	16.35	1013.3	54.6	24600		0	23.076	329.8	38.4	16.52
84	2023-06-04 22:44:51	92.126		16.35	16.35	1013.3	54.7	24900		0	23.078	329.9	38.6	16.50
85	2023-06-04 22:49:51	92.177		16.34	16.34	1013.4	54.7	25200		0	23.071	330.1	38.8	16.47
86	2023-06-04 22:54:51	92.127		16.34	16.34	1013.7	54.8	25500		0	23.073	329.6	38.6	16.46
87	2023-06-04 22:59:51	92.126		16.34	16.34	1013.8	55.1	25800		0	23.072	330.1	38.4	16.49
88	2023-06-04 23:04:51	92.222		16.33	16.33	1013.5	55.0	26100		0	23.064	329.6	38.5	16.56
89	2023-06-04 23:09:51	92.122		16.34	16.34	1013.9	55.3	26400		0	23.072	329.5	38.6	16.57
90	2023-06-04 23:14:51	92.182		16.33	16.33	1013.8	55.4	26700		0	23.066	329.7	38.6	16.62
91	2023-06-04 23:19:51	92.145		16.33	16.33	1013.9	55.3	27000		0	23.070	329.7	38.4	16.63
92	2023-06-04 23:24:51	92.181		16.33	16.33	1013.8	55.3	27300		0	23.066	329.1	38.6	16.62
93	2023-06-04 23:29:51	92.168		16.34	16.34	1013.7	55.3	27600		0	23.069	329.5	38.6	16.59
94	2023-06-04 23:34:51	92.202		16.33	16.33	1013.6	55.4	27900		0	23.066	329.5	38.6	16.57
95	2023-06-04 23:39:51	92.114		16.33	16.33	1013.6	55.4	28200		0	23.078	329.6	38.4	16.54
96	2023-06-04 23:44:51	92.166		16.33	16.33	1013.5	55.5	28500		0	23.072	329.8	38.4	16.51
97	2023-06-04 23:49:51	92.216		16.33	16.33	1013.6	55.4	28800		0	23.065	329.6	38.5	16.47
98	2023-06-04 23:54:51	92.240		16.32	16.32	1013.6	55.5	29100		0	23.062	329.6	38.3	16.40
99	2023-06-04 23:59:51	92.152		16.32	16.32	1013.5	55.5	29400		0	23.075	329.8	38.8	16.35
100	2023-06-05 00:04:51	92.229		16.32	16.32	1013.5	55.5	29700		0	23.065	329.7	38.6	16.29
101	2023-06-05 00:09:51	92.170		16.32	16.32	1013.5	55.6	30000		0	23.073	330.0	38.4	16.22
102	2023-06-05 00:14:51	92.182		16.32	16.32	1013.5	55.6	30300		0	23.072	330.1	38.1	16.16
103	2023-06-05 00:19:51	92.214		16.31	16.31	1013.4	55.6	30600		0	23.069	330.2	38.4	16.08
104	2023-06-05 00:24:51	92.152		16.31	16.31	1013.4	55.7	30900		0	23.077	330.2	38.2	16.00
105	2023-06-05 00:29:51	92.194		16.31	16.31	1013.5	55.8	31200		0	23.071	330.4	38.1	15.94
106	2023-06-05 00:34:51	92.164		16.30	16.30	1013.5	55.8	31500		0	23.075	330.5	38.4	15.88
107	2023-06-05 00:39:51	92.180		16.31	16.31	1013.5	55.8	31800		0	23.073	330.6	38.6	15.79
108	2023-06-05 00:44:51	92.189		16.30	16.30	1013.5	55.9	32100		0	23.073	331.0	38.5	15.76
109	2023-06-05 00:49:51	92.260		16.30	16.30	1013.4	56.0	32400		0	23.065	331.0	38.5	15.75
110	2023-06-05 00:54:51	92.080		16.30	16.30	1013.3	56.1	32700		0	23.088	331.1	38.4	15.77
111	2023-06-05 00:59:51	92.160		16.30	16.30	1013.4	56.3	33000		0	23.079	331.5	38.6	15.82
112	2023-06-05 01:04:51	92.208		16.30	16.30	1013.4	56.3	33300		0	23.072	331.0	38.1	15.91
113	2023-06-05 01:09:51	92.210		16.29	16.29	1013.4	56.4	33600		0	23.072	330.9	38.1	15.97
114	2023-06-05 01:14:51	92.201		16.29	16.29	1013.4	56.4	33900		0	23.073	330.7	38.1	16.03
115	2023-06-05 01:19:51	92.219		16.30	16.30	1013.4	56.5	34200		0	23.070	330.7	38.2	16.07
116	2023-06-05 01:24:51	92.218		16.29	16.29	1013.4	56.6	34500		0	23.071	330.5	38.4	16.11
117	2023-06-05 01:29:51	92.150		16.28	16.28	1013.4	56.6	34800		0	23.080	330.4	38.5	16.13
118	2023-06-05 01:34:51	92.148		16.28	16.28	1013.4	56.7	35100		0	23.081	330.2	38.5	16.16
119	2023-06-05 01:39:51	92.136		16.28	16.28	1013.3	56.8	35400		0	23.083	330.3	38.5	16.20
120	2023-06-05 01:44:51	92.175		16.28	16.28	1013.3	56.9	35700		0	23.079	330.5	38.4	16.23
121	2023-06-05 01:49:51	92.157		16.28	16.28	1013.2	56.9	36000		0	23.082	330.5	38.6	16.26
122	2023-06-05 01:54:51	92.141		16.28	16.28	1013.2	57.0	36300		0	23.084	330.3	38.4	16.28
123	2023-06-05 01:59:51	92.181		16.28	16.28	1013.2	57.0	36600		0	23.079	330.3	38.5	16.31
124	2023-06-05 02:04:51	92.152		16.28	16.28	1013.2	57.1	36900		0	23.083	329.9	39.0	16.34
125	2023-06-05 02:09:51	92.215		16.27	16.27	1013.1	57.1	37200		0	23.077	329.9	38.5	16.37
126	2023-06-05 02:14:51	92.121		16.28	16.28	1013.1	57.2	37500		0	23.088	329.9	38.4	16.39
127	2023-06-05 02:19:51	92.193		16.27	16.27	1013.1	57.2	37800		0	23.080	330.0	38.6	16.40
128	2023-06-05 02:24:51	92.215		16.27	16.27	1013.2	57.3	38100		0	23.076	329.8	38.6	16.42
129	2023-06-05 02:29:51	92.237		16.26	16.26	1013.2	57.4	38400		0	23.074	329.8	38.5	16.44
130	2023-06-05 02:34:51	92.198		16.27	16.27	1013.2	57.4	38700		0	23.078	329.8	38.1	16.47
131	2023-06-05 02:39:51	92.115		16.26	16.26	1013.3	57.5	39000		0	23.089	329.9	38.6	16.48
132	2023-06-05 02:44:51	92.122		16.26	16.26	1013.3	57.5	39300		0	23.087	329.5	38.5	16.50
133	2023-06-05 02:49:51	92.173		16.26	16.26	1013.3	57.6	39600		0	23.081	329.8	38.5	16.51
134	2023-06-05 02:54:51	92.162		16.26	16.26	1013.3	57.6	39900		0	23.083	329.5	38.5	16.52
135	2023-06-05 02:59:51	92.150		16.26	16.26	1013.3	57.7	40200		0	23.085	329.5	38.5	16.53
136	2023-06-05 03:04:51	92.126		16.25	16.25	1013.4	57.8	40500		0	23.087	329.7	38.4	16.57
137	2023-06-05 03:09:51	92.261		16.26	16.26	1013.4	57.8	40800		0	23.069	329.6	38.8	16.59
138	2023-06-05 03:14:51	92.174		16.25	16.25	1013.5	57.9	41100		0	23.080	329.5	38.5	16.64
139	2023-06-05 03:19:51	92.201		16.25	16.25	1013.5	57.9	41400		0	23.077	329.3	38.6	16.66
140	2023-06-05 03:24:51	92.196		16.25	16.25	1013.4	58.0	41700		0	23.078	329.3	38.4	16.67
141	2023-06-05 03:29:51	92.184		16.24	16.24	1013.3	58.0	42000		0	23.081	329.6	38.5	16.69
142	2023-06-05 03:34:51	92.137		16.25	16.25	1013.4	58.1	42300		0	23.087	329.0	38.3	16.71
143	2023-06-05 03:39:51	92.159		16.24	16.24	1013.4	58.2	42600		0	23.084	329.1	38.4	16.72
144	2023-06-05 03:44:51	92.164		16.24	16.24	1013.3	58.2	42900		0	23.085	329.2	38.7	16.72
145	2023-06-05 03:49:51	92.184		16.24	16.24	1013.4	58.2	43200		0	23.082	329.1	38.5	16.71
146	2023-06-05 03:54:51	92.230		16.23	16.23	1013.5	58.3	43500		0	23.076	329.1	38.5	16.68
147	2023-06-05 03:59:51	92.255		16.24	16.24	1013.5	58.3	43800		0	23.072	328.9	38.6	16.65
148	2023-06-05 04:04:51	92.259		16.23	16.23	1013.5	58.3	44100		0	23.072	329.1	38.6	16.62
149	2023-06-05 04:09:51	92.240		16.23	16.23	1013.5	58.4	44400		0	23.074	328.9	38.7	16.56
150	2023-06-05 04:14:51	92.188		16.24	16.24	1013.5	58.4	44700		0	23.079	329.3	38.7	16.50
151	2023-06-05 04:19:51	92.178		16.23	16.23	1013.6	58.4	45000		0	23.081	329.0	38.5	16.44
152	2023-06-05 04:24:51	92.210		16.23	16.23	1013.8	58.5	45300		0	23.075	329.3	38.7	16.40
153	2023-06-05 04:29:51	92.234		16.23	16.23	1013.7	58.6	45600		0	23.072	329.5	38.9	16.35
154	2023-06-05 04:34:51	92.230		16.23	16.23	1013.9	58.7	45900		0	23.070	329.5	38.7	16.30
155	2023-06-05 04:39:51	92.205		16.23	16.23	1013.9	58.7	46200		0	23.074	329.5	38.6	16.27
156	2023-06-05 04:44:51	92.284		16.22	16.22	1014.0	58.8	46500		0	23.063	329.6	38.5	16.23
157	2023-06-05 04:49:51	92.275		16.22	16.22	1014.0	58.8	46800		0	23.065	329.8	38.4	16.22
158	2023-06-05 04:54:51	92.278		16.22	16.22	1014.1	58.9	47100		0	23.063	329.6	38.2	16.20
159	2023-06-05 04:59:51	92.219		16.22	16.22	1014.1	59.0	47400		0	23.070	329.7	38.9	16.19
160	2023-06-05 05:04:51	92.301		16.22	16.22	1014.3	59.0	47700		0	23.058	329.8	38.3	16.19
161	2023-06-05 05:09:51	92.322		16.22	16.22	1014.3	59.1	48000		0	23.056	329.7	38.7	16.17
162	2023-06-05 05:14:51	92.277		16.21	16.21	1014.4	59.1	48300		0	23.060	329.7	38.6	16.16
163	2023-06-05 05:19:51	92.264		16.21	16.21	1014.4	59.2	48600		0	23.062	329.8	38.6	16.15
164	2023-06-05 05:24:51	92.302		16.22	16.22	1014.4	59.2	48900		0	23.057	329.6	38.5	16.15
165	2023-06-05 05:29:51	92.263		16.21	16.21	1014.5	59.3	49200		0	23.061	329.6	38.5	16.16
166	2023-06-05 05:34:51	92.273		16.21	16.21	1014.5	59.3	49500		0	23.060	329.7	38.5	16.15
167	2023-06-05 05:39:51	92.370		16.20	16.20	1014.6	59.4	49800		0	23.047	329.7	38.6	16.16
168	2023-06-05 05:44:51	92.375		16.20	16.20	1014.7	59.4	50100		0	23.046	329.9	38.6	16.19
169	2023-06-05 05:49:51	92.412		16.20	16.20	1014.8	59.5	50400		0	23.040	329.3	38.4	16.18
170	2023-06-05 05:54:51	92.306		16.20	16.20	1014.8	59.6	50700		0	23.053	329.6	38.1	16.19
171	2023-06-05 05:59:51	92.249		16.20	16.20	1014.8	59.6	51000		0	23.061	329.5	38.4	16.20
172	2023-06-05 06:04:51	92.362		16.20	16.20	1014.8	59.6	51300		0	23.047	329.5	38.4	16.21
173	2023-06-05 06:09:51	92.352		16.19	16.19	1014.7	59.7	51600		0	23.049	329.6	38.4	16.22
174	2023-06-05 06:14:51	92.434		16.19	16.19	1014.8	59.7	51900		0	23.038	329.6	38.6	16.24
175	2023-06-05 06:19:51	92.354		16.19	16.19	1014.9	59.8	52200		0	23.047	329.6	38.7	16.26
176	2023-06-05 06:24:51	92.291		16.19	16.19	1014.9	59.8	52500		0	23.055	329.3	38.2	16.29
177	2023-06-05 06:29:51	92.313		16.19	16.19	1014.9	59.9	52800		0	23.052	329.3	38.4	16.32
178	2023-06-05 06:34:51	92.300		16.19	16.19	1015.0	60.0	53100		0	23.053	328.9	38.5	16.35
179	2023-06-05 06:39:51	92.398		16.19	16.19	1015.0	60.1	53400		0	23.041	329.0	38.7	16.41
180	2023-06-05 06:44:51	92.408		16.18	16.18	1014.8	60.1	53700		0	23.042	328.7	38.6	16.50
181	2023-06-05 06:49:51	92.253		16.18	16.18	1014.9	60.3	54000		0	23.062	328.7	38.6	16.64
182	2023-06-05 06:54:51	92.282		16.18	16.18	1015.0	60.2	54300		0	23.057	328.2	38.7	16.74
183	2023-06-05 06:59:51	92.312		16.17	16.17	1015.0	60.2	54600		0	23.054	327.9	38.6	16.79
184	2023-06-05 07:04:51	92.309		16.17	16.17	1015.0	60.3	54900		0	23.054	328.0	38.5	16.88
185	2023-06-05 07:09:51	92.328		16.17	16.17	1014.9	60.3	55200		0	23.053	327.7	38.6	16.93
186	2023-06-05 07:14:51	92.293		16.17	16.17	1015.0	60.3	55500		0	23.057	327.7	38.6	16.98
187	2023-06-05 07:19:51	92.403		16.17	16.17	1015.0	60.3	55800		0	23.043	327.7	38.6	17.06
188	2023-06-05 07:24:51	92.258		16.16	16.16	1015.0	60.4	56100		0	23.062	327.5	38.5	17.12
189	2023-06-05 07:29:51	92.300		16.17	16.17	1014.9	60.4	56400		0	23.057	327.4	38.5	17.21
190	2023-06-05 07:34:51	92.321		16.16	16.16	1014.9	60.4	56700		0	23.055	326.9	38.5	17.38
191	2023-06-05 07:39:51	92.413		16.17	16.17	1014.8	60.4	57000		0	23.043	326.5	38.9	17.59
192	2023-06-05 07:44:51	92.275		16.16	16.16	1014.8	60.5	57300		0	23.061	326.8	38.5	17.74
193	2023-06-05 07:49:51	92.340		16.16	16.16	1014.8	60.7	57600		0	23.053	326.4	38.7	17.98
194	2023-06-05 07:54:51	92.256		16.16	16.16	1014.9	60.6	57900		0	23.063	325.6	38.7	18.21
195	2023-06-05 07:59:51	92.306		16.16	16.16	1014.9	60.5	58200		0	23.057	325.0	38.4	18.60
196	2023-06-05 08:04:51	92.220		16.16	16.16	1014.7	60.3	58500		0	23.071	324.7	38.6	18.64
197	2023-06-05 08:09:51	92.242		16.16	16.16	1014.7	60.3	58800		0	23.068	324.2	38.4	18.65
198	2023-06-05 08:14:51	92.272		16.15	16.15	1014.8	60.4	59100		0	23.064	324.2	38.5	18.69
199	2023-06-05 08:19:51	92.303		16.15	16.15	1014.7	60.4	59400		0	23.061	324.2	38.5	18.74
200	2023-06-05 08:24:51	92.184		16.15	16.15	1014.7	62.3	59700		0	23.076	332.3	38.3	18.85
201	2023-06-05 08:29:51	92.126		16.15	16.15	1014.6	61.7	60000		0	23.085	332.4	38.5	19.30
202	2023-06-05 08:34:51	92.153		16.15	16.15	1014.6	61.3	60300		0	23.081	331.9	38.5	19.58
203	2023-06-05 08:39:51	92.262		16.15	16.15	1014.5	61.1	60600		0	23.068	331.3	38.3	19.84
204	2023-06-05 08:44:51	92.088		16.14	16.14	1014.4	61.0	60900		0	23.092	330.6	38.4	20.02
205	2023-06-05 08:49:51	92.207		16.15	16.15	1014.3	60.9	61200		0	23.078	330.4	38.6	20.17
206	2023-06-05 08:54:51	92.195		16.14	16.14	1014.3	60.7	61500		0	23.080	330.2	38.7	20.32
207	2023-06-05 08:59:51	92.102		16.14	16.14	1014.2	60.7	61800		0	23.093	330.3	38.5	20.47
208	2023-06-05 09:04:51	92.129		16.14	16.14	1014.2	60.6	62100		0	23.089	329.5	38.8	20.61
209	2023-06-05 09:09:51	92.192		16.14	16.14	1014.2	60.6	62400		0	23.083	329.0	38.6	20.75
210	2023-06-05 09:14:51	92.139		16.14	16.14	1014.1	60.5	62700		0	23.090	328.8	38.8	20.88
211	2023-06-05 09:19:51	92.113		16.13	16.13	1014.0	60.4	63000		0	23.095	328.7	38.8	21.01
212	2023-06-05 09:24:51	92.085		16.14	16.14	1014.0	60.4	63300		0	23.099	328.5	38.8	21.14
213	2023-06-05 09:29:51	92.007		16.14	16.14	1014.0	60.3	63600		0	23.109	328.4	38.6	21.27
214	2023-06-05 09:34:51	92.125		16.13	16.13	1013.9	60.3	63900		0	23.095	327.9	38.7	21.40
215	2023-06-05 09:39:51	92.095		16.13	16.13	1013.9	60.2	64200		0	23.099	327.9	38.9	21.56
216	2023-06-05 09:44:51	92.147		16.13	16.13	1013.9	60.1	64500		0	23.092	327.6	38.6	21.70
217	2023-06-05 09:49:51	92.187		16.13	16.13	1013.8	60.0	64800		0	23.088	326.9	38.5	21.83
218	2023-06-05 09:54:51	92.147		16.13	16.13	1013.7	59.9	65100		0	23.094	326.8	38.7	21.70
219	2023-06-05 09:59:51	92.147		16.13	16.13	1013.8	60.0	65400		0	23.093	327.2	38.4	21.85
220	2023-06-05 10:04:51	92.243		16.12	16.12	1013.7	59.9	65700		0	23.083	326.9	38.8	22.05
221	2023-06-05 10:09:51	92.151		16.12	16.12	1013.7	59.7	66000		0	23.094	326.0	38.7	22.19
222	2023-06-05 10:14:51	92.169		16.13	16.13	1013.7	59.7	66300		0	23.091	326.2	38.6	22.18
223	2023-06-05 10:19:51	92.220		16.13	16.13	1013.8	59.8	66600		0	23.084	325.9	38.5	22.26
